"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"43664";0,5;"Ideal";"F";"VS2";62,7;57;1436;5,06;5,11;3,19
"31836";0,34;"Very Good";"G";"VVS2";61,4;59;775;4,47;4,52;2,76
"26866";1,62;"Ideal";"F";"VS1";61,3;56;16790;7,54;7,63;4,65
"49174";0,7;"Good";"G";"SI1";63,5;61;2074;5,61;5,64;3,57
"50032";0,54;"Very Good";"F";"VVS2";60,2;59;2198;5,27;5,3;3,18
"39751";0,3;"Ideal";"D";"VVS1";62,1;56;1094;4,32;4,31;2,68
"34144";0,33;"Very Good";"F";"VS2";63,2;56;854;4,41;4,39;2,78
"21032";0,31;"Good";"F";"VS2";63,9;56;625;4,29;4,32;2,75
"47192";0,51;"Premium";"E";"VS1";62,3;56;1837;5,14;5,13;3,2
"18131";1,51;"Premium";"H";"SI2";60,2;62;7340;7,43;7,38;4,46
"52374";0,72;"Very Good";"H";"SI1";60,3;55;2505;5,84;5,85;3,52
"41929";0,4;"Ideal";"F";"VVS1";61,3;56;1263;4,73;4,76;2,91
"46074";0,5;"Ideal";"F";"VS2";62,9;55;1736;5,12;5,08;3,21
"28972";0,31;"Very Good";"H";"SI1";61;61;435;4,33;4,39;2,66
"41112";0,51;"Premium";"F";"SI2";58,9;60;1195;5,24;5,19;3,07
"12022";1,06;"Premium";"H";"VS2";61,1;59;5152;6,58;6,51;4
"42745";0,51;"Premium";"E";"SI1";61,8;58;1343;5,11;5,15;3,17
"19649";1,51;"Fair";"H";"SI1";65,8;62;8260;7,1;7,06;4,66
"11684";1,01;"Fair";"H";"VS1";61,4;66;5062;6,34;6,24;3,87
"16143";1,28;"Premium";"I";"VS2";62,5;61;6451;6,89;6,86;4,3
"52668";0,78;"Very Good";"F";"SI2";62,2;59;2550;5,89;5,94;3,68
"13124";1,01;"Premium";"E";"VS2";62,3;59;5430;6,38;6,33;3,96
"9542";1,17;"Ideal";"J";"VS2";62,1;56;4619;6,8;6,75;4,21
"2322";0,72;"Premium";"F";"VS1";62,2;57;3167;5,74;5,67;3,55
"41673";0,54;"Ideal";"J";"VS1";61;56,1;1240;5,25;5,28;3,21
"37415";0,38;"Ideal";"G";"VS2";62,2;56;983;4,64;4,62;2,88
"27284";2,03;"Very Good";"G";"SI2";62,7;55;17752;8,07;8,14;5,08
"2160";0,97;"Good";"J";"VS2";64,3;58;3129;6,25;6,22;4,01
"12006";1,01;"Fair";"D";"SI1";64,4;61;5147;6,17;6,13;3,96
"33857";0,3;"Premium";"E";"VS2";59,1;58;844;4,39;4,37;2,59
"40836";0,51;"Good";"G";"SI1";63,7;55;1172;5,07;5,1;3,24
"1896";0,73;"Ideal";"E";"VS2";62,7;56;3077;5,75;5,8;3,62
"27734";1,51;"Very Good";"F";"VVS1";62,6;59;18777;7,33;7,24;4,56
"1148";0,72;"Very Good";"E";"VS2";63,2;58;2923;5,67;5,72;3,6
"44366";0,56;"Ideal";"I";"VVS1";62;56;1580;5,26;5,29;3,27
"7910";1,07;"Premium";"I";"SI1";60,7;61;4314;6,6;6,55;3,99
"29144";0,31;"Ideal";"E";"VS1";61,3;55;692;4,36;4,38;2,68
"29427";0,38;"Very Good";"E";"SI1";61,2;59;700;4,64;4,67;2,85
"36516";0,3;"Premium";"F";"VVS2";61,1;59;945;4,32;4,29;2,63
"39013";0,43;"Premium";"D";"VS2";60,2;59;1056;4,88;4,92;2,95
"3669";0,71;"Very Good";"H";"IF";60,2;61;3444;5,76;5,8;3,48
"36965";0,41;"Premium";"G";"VS1";62,5;59;961;4,77;4,73;2,97
"18557";1,01;"Ideal";"E";"VS1";61,6;57;7565;6,45;6,41;3,96
"2966";1,01;"Premium";"F";"SI2";60,9;60;3297;6,45;6,42;3,91
"4643";1,04;"Premium";"J";"SI2";62;59;3669;6,49;6,47;4,02
"32531";0,35;"Very Good";"G";"VVS2";62,2;58;798;4,49;4,54;2,81
"26432";3,4;"Fair";"D";"I1";66,8;52;15964;9,42;9,34;6,27
"23785";1,71;"Very Good";"D";"SI2";63,5;56;11844;7,58;7,51;4,79
"2159";0,75;"Ideal";"E";"SI2";62,6;55;3129;5,72;5,79;3,6
"27377";0,29;"Ideal";"D";"VS1";61,7;57;647;4,26;4,23;2,62
"47466";0,5;"Ideal";"G";"VVS2";62,8;57;1858;5,07;5,05;3,18
"5241";0,92;"Premium";"F";"SI2";62,1;59;3787;6,26;6,21;3,87
"16310";1,11;"Premium";"H";"VS2";61,1;59;6527;6,66;6,63;4,06
"6008";0,97;"Very Good";"G";"SI2";59,8;58;3960;6,38;6,42;3,83
