"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"44844";0,53;"Ideal";"G";"VS2";61;55;1625;5,23;5,24;3,2
"38248";0,32;"Ideal";"E";"IF";62,3;53;1018;4,39;4,41;2,74
"2368";0,9;"Very Good";"I";"SI1";61,8;58;3176;6,2;6,26;3,85
"35482";0,31;"Ideal";"F";"VVS1";61,6;56;903;4,34;4,36;2,68
"38223";0,4;"Very Good";"E";"VVS2";63,5;54;1017;4,69;4,73;2,99
"12392";1,01;"Premium";"G";"SI1";60,2;59;5232;6,54;6,49;3,92
"36661";0,38;"Ideal";"H";"VVS1";61,1;56;949;4,68;4,71;2,87
"8356";1,02;"Ideal";"F";"SI2";62,4;57;4398;6,43;6,4;4
"19299";1,22;"Ideal";"H";"VVS2";62,7;54;8014;6,77;6,83;4,27
"110";0,59;"Ideal";"E";"VVS2";62;55;2761;5,38;5,43;3,35
"49341";0,58;"Premium";"G";"VVS2";59,7;59;2095;5,45;5,4;3,24
"7945";1;"Premium";"G";"SI2";61,8;58;4319;6,39;6,43;3,96
"41179";0,4;"Premium";"G";"VVS1";61,7;58;1200;4,71;4,69;2,9
"19754";1,06;"Premium";"G";"VVS1";61,1;58;8319;6,57;6,53;4
"18211";1,03;"Ideal";"G";"VS1";62,4;56;7391;6,44;6,47;4,03
"52442";0,7;"Very Good";"E";"SI2";62,6;57;2514;5,64;5,67;3,54
"15272";1,01;"Very Good";"E";"SI1";63,6;56;6132;6,3;6,37;4,03
"46997";0,7;"Premium";"H";"SI2";61,1;58;1817;5,72;5,84;3,53
"27981";0,3;"Ideal";"E";"VS2";62;55;658;4,3;4,35;2,68
"34315";0,43;"Very Good";"D";"SI2";63,3;57;858;4,82;4,79;3,04
"16449";1,02;"Very Good";"G";"VS2";61,9;54;6569;6,45;6,48;4
"16017";1,22;"Very Good";"G";"SI2";63,2;58;6409;6,82;6,76;4,29
"50343";0,58;"Good";"E";"VVS1";61,9;63;2243;5,27;5,33;3,28
"48358";0,56;"Ideal";"D";"VS2";60,9;56;1963;5,31;5,36;3,25
"1726";0,32;"Premium";"G";"VS2";61,9;58;561;4,36;4,43;2,72
"30660";0,42;"Very Good";"G";"SI1";62,9;54;737;4,79;4,81;3,02
"40214";0,31;"Ideal";"F";"IF";62,2;56;1122;4,34;4,31;2,69
"36690";0,39;"Premium";"E";"VS2";60,1;61;951;4,76;4,72;2,85
"6254";0,93;"Premium";"F";"SI1";58,8;60;4010;6,49;6,37;3,78
"35087";0,3;"Ideal";"F";"IF";61,8;58;886;4,27;4,3;2,65
"35906";0,32;"Ideal";"G";"IF";61,8;55;918;4,41;4,43;2,73
"51500";0,7;"Very Good";"F";"SI1";62,4;58;2382;5,64;5,7;3,54
"10653";1,27;"Premium";"I";"SI2";62;60;4836;6,91;6,86;4,27
"13593";1,01;"Very Good";"F";"VS2";61;59;5560;6,39;6,46;3,92
