"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"24078";1,71;"Good";"E";"SI1";63,8;58;12224;7,54;7,48;4,79
"28174";0,36;"Premium";"H";"SI1";59,3;60;665;4,65;4,62;2,75
"49287";0,7;"Good";"E";"SI2";59,7;63;2092;5,71;5,78;3,43
"14503";1,14;"Premium";"H";"VS2";61,3;59;5858;6,76;6,72;4,13
"7177";1,01;"Very Good";"H";"SI2";58,9;60;4185;6,62;6,58;3,89
"45896";0,52;"Ideal";"D";"SI1";60,9;57;1720;5,21;5,17;3,16
"44830";0,51;"Good";"E";"SI1";64,3;54;1624;5,1;5,07;3,27
"23547";1,53;"Very Good";"H";"VS2";60,9;63;11557;7,41;7,37;4,5
"8960";1,2;"Very Good";"F";"SI2";63,2;58;4502;6,78;6,74;4,27
"7035";0,9;"Very Good";"I";"VVS1";63,5;58;4161;6,06;6,09;3,86
"27563";2,06;"Ideal";"D";"SI2";60,3;56;18371;8,29;8,25;4,99
"11018";0,59;"Ideal";"D";"IF";60,9;60;4916;5,41;5,39;3,29
"15290";1,66;"Ideal";"F";"I1";62,1;58;6135;7,6;7,56;4,71
"8450";1,01;"Premium";"H";"SI2";60,3;60;4412;6,49;6,45;3,9
"11485";1,11;"Good";"D";"SI2";58;62;5015;6,77;6,81;3,94
"10308";1,18;"Very Good";"I";"SI2";63,5;57;4763;6,75;6,8;4,3
"16690";0,31;"Ideal";"H";"SI1";61,3;55;421;4,36;4,41;2,69
"44002";0,3;"Good";"G";"SI2";63,3;57;394;4,25;4,28;2,7
"51255";0,7;"Premium";"D";"SI1";61,8;59;2355;5,64;5,6;3,47
"15969";1,33;"Premium";"I";"VS1";61,7;58;6390;7,09;7,14;4,39
"9878";0,9;"Very Good";"F";"VS2";62,6;58;4681;6,08;6,13;3,82
"12935";1,11;"Very Good";"F";"SI1";60,1;61;5384;6,64;6,74;4,06
"37018";0,33;"Ideal";"G";"VVS2";61,7;56;965;4,46;4,42;2,74
"21106";1,07;"Ideal";"G";"VVS1";62,6;54;9276;6,58;6,5;4,1
"28157";0,3;"Ideal";"H";"VVS1";62;56;665;4,29;4,32;2,67
"51492";0,71;"Premium";"F";"SI1";61,6;60;2381;5,79;5,73;3,55
"9570";0,9;"Premium";"E";"VS2";63;58;4625;6,16;6,13;3,87
"42523";0,45;"Premium";"G";"VVS1";60,8;58;1323;4,98;4,92;3,01
"5054";0,31;"Ideal";"H";"SI1";62,7;56;573;4,38;4,33;2,73
"37243";0,39;"Premium";"E";"VS2";59,7;59;975;4,83;4,79;2,87
"28799";0,3;"Very Good";"F";"VVS1";62,5;56;682;4,27;4,31;2,68
"35310";0,3;"Premium";"I";"VS1";59,8;60;473;4,34;4,36;2,6
"7419";1,02;"Fair";"F";"SI1";61,8;50;4227;6,59;6,51;4,05
"19942";1,02;"Premium";"G";"IF";61,8;59;8489;6,41;6,46;3,98
"17075";1,05;"Very Good";"F";"VS2";62,8;57;6808;6,45;6,48;4,06
"781";0,9;"Very Good";"J";"SI2";63,6;58;2860;6,07;6,1;3,87
"39737";0,38;"Ideal";"D";"VS1";62,1;53,9;1092;4,65;4,67;2,9
"19659";1,4;"Very Good";"D";"SI2";61,8;54;8268;7,16;7,21;4,44
"48980";0,34;"Premium";"H";"VS2";62,6;60;537;4,42;4,46;2,78
"18883";1;"Very Good";"G";"VS2";61,1;55;7743;6,44;6,5;3,95
"30881";0,33;"Premium";"E";"SI1";60,2;58;743;4,55;4,49;2,72
"31376";0,31;"Good";"G";"VVS1";58;62;761;4,42;4,47;2,58
"28253";0,33;"Premium";"F";"VS2";62,1;59;666;4,39;4,44;2,74
"15813";1,24;"Premium";"H";"SI1";60,1;58;6327;7,04;7,01;4,22
"41759";0,43;"Ideal";"H";"IF";62,2;55;1245;4,84;4,87;3,02
"29092";0,36;"Very Good";"G";"SI1";61,2;63;689;4,59;4,56;2,8
"44976";0,32;"Ideal";"I";"VS1";60,9;57;523;4,43;4,47;2,71
"29237";0,4;"Ideal";"E";"SI1";61,9;57;696;4,74;4,76;2,94
"8576";1;"Fair";"G";"VS2";69,8;54;4435;6,03;5,94;4,18
"51075";0,54;"Ideal";"F";"VVS2";61,8;55;2333;5,27;5,25;3,25
"45173";0,53;"Very Good";"G";"VS1";59,6;58;1655;5,24;5,31;3,15
"4711";0,31;"Very Good";"I";"VVS1";62,2;60;571;4,3;4,32;2,68
"48152";0,56;"Ideal";"H";"VVS1";61,7;55;1941;5,3;5,33;3,28
"19406";1,24;"Very Good";"G";"VS2";59,1;59;8064;7,02;7,08;4,17
"35660";0,31;"Premium";"G";"VVS2";62,9;58;907;4,31;4,27;2,7
"12198";1,01;"Premium";"H";"VS2";61;61;5190;6,47;6,39;3,92
"46082";0,56;"Fair";"E";"VS2";64,7;60;1737;5,13;5,14;3,32
"35144";0,38;"Ideal";"F";"VS2";61,2;57;889;4,67;4,64;2,85
"11064";0,38;"Premium";"E";"SI2";59,9;56;596;4,79;4,72;2,85
"293";0,51;"Ideal";"D";"VVS1";61,7;56;2797;5,12;5,16;3,17
"15102";1,05;"Very Good";"G";"VS2";62,8;58;6070;6,44;6,48;4,06
