"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"17408";1,2;"Very Good";"F";"SI1";62,7;58;6973;6,74;6,72;4,22
"50047";0,59;"Very Good";"E";"VS1";61,2;58;2200;5,4;5,45;3,32
"43025";0,52;"Very Good";"E";"SI2";62,6;58;1372;5,05;5,17;3,2
"15561";1,01;"Very Good";"G";"VS1";60,5;60;6239;6,44;6,52;3,92
"15715";0,36;"Premium";"G";"SI2";59,3;59;608;4,66;4,62;2,75
"41491";0,5;"Ideal";"F";"SI1";60,1;56;1232;5,19;5,22;3,13
"18657";1;"Very Good";"G";"VVS2";61,6;61;7623;6,35;6,38;3,92
"13463";1;"Very Good";"F";"SI1";63,3;58;5528;6,28;6,39;4,01
"44916";0,53;"Ideal";"F";"VS2";61,1;56;1631;5,22;5,26;3,2
"42909";0,51;"Very Good";"E";"SI1";60,8;57;1363;5,12;5,17;3,13
"15975";1,35;"Ideal";"J";"SI1";62,3;57;6396;7,08;7,02;4,39
"4464";0,82;"Very Good";"F";"VS2";58,7;58;3621;6,1;6,2;3,61
"9717";0,3;"Ideal";"H";"VVS2";62,4;56;590;4,28;4,31;2,68
"8674";1;"Fair";"G";"VS1";64,9;65;4455;6,31;6,18;4,05
"23824";1,09;"Ideal";"F";"IF";61,6;55;11888;6,59;6,65;4,08
"6913";0,96;"Very Good";"G";"SI1";62;59;4136;6,26;6,32;3,9
"27413";2,25;"Premium";"D";"SI2";60,4;59;18007;8,54;8,48;5,13
"3590";0,91;"Good";"F";"SI1";64;57;3423;6,08;6,17;3,92
"45074";0,51;"Ideal";"D";"VS2";60,5;56;1644;5,2;5,21;3,15
"13601";0,9;"Ideal";"G";"VVS1";61,6;57;5564;6,24;6,16;3,82
"1683";0,77;"Fair";"F";"VS1";66,8;57;3031;5,66;5,76;3,82
"22213";1,51;"Premium";"G";"SI1";60,6;60;10267;7,45;7,41;4,5
"25631";2,01;"Premium";"E";"SI2";62,6;58;14502;8,01;7,93;4,99
"11527";1,32;"Premium";"E";"I1";62,2;58;5027;7,05;6,97;4,36
"43084";0,54;"Very Good";"E";"SI1";62,1;59;1379;5,17;5,2;3,22
"51170";0,79;"Good";"H";"SI2";59,2;58;2346;6,05;6,07;3,59
"18391";1,33;"Premium";"H";"SI1";61,5;59;7472;7,06;7,03;4,33
"41002";0,43;"Ideal";"G";"VVS1";61,8;55;1183;4,87;4,9;3,02
"37997";0,43;"Ideal";"G";"VS1";61,9;55;1008;4,86;4,84;3
"40588";0,41;"Ideal";"E";"VS1";61,4;57;1153;4,82;4,79;2,95
"15396";1,08;"Very Good";"G";"VS2";62;57;6168;6,52;6,55;4,05
"49568";0,62;"Good";"F";"VVS2";59,9;62;2131;5,51;5,53;3,3
"37941";0,24;"Ideal";"E";"SI1";62,5;56;486;4,01;3,99;2,5
"51337";0,55;"Ideal";"E";"VVS2";61,1;57;2362;5,25;5,29;3,22
"10079";0,32;"Ideal";"H";"VS1";61,6;56;592;4,42;4,46;2,73
"6127";0,95;"Premium";"H";"SI1";62,9;58;3984;6,26;6,21;3,92
"47084";0,54;"Ideal";"E";"VS1";62,6;55;1823;5,22;5,2;3,26
"21049";0,31;"Ideal";"G";"VS1";62,4;55;625;4,33;4,35;2,71
"31070";0,33;"Premium";"G";"VVS2";62;59;752;4,41;4,46;2,75
"25136";2,02;"Very Good";"J";"VS2";59,3;60;13693;8,28;8,34;4,93
"32520";0,35;"Ideal";"G";"VVS2";61;57;798;4,54;4,58;2,78
"49142";1,05;"Good";"E";"I1";64,1;58;2066;6,46;6,32;4,09
"4661";1,13;"Ideal";"H";"I1";61,1;56;3669;6,77;6,71;4,12
"10139";1,05;"Ideal";"I";"SI2";61,8;59;4723;6,53;6,49;4,02
"22348";1,53;"Premium";"H";"SI1";59,5;59;10398;7,53;7,46;4,46
"26819";2,53;"Ideal";"I";"SI1";62,4;57;16709;8,68;8,59;5,39
"43684";0,5;"Good";"D";"SI1";63,7;56;1436;5,05;5,09;3,23
"53893";0,7;"Ideal";"F";"VS1";62,5;56;2751;5,73;5,7;3,57
"32899";0,3;"Very Good";"I";"IF";63,3;57;810;4,3;4,23;2,7
"2061";0,32;"Very Good";"E";"VS2";60,5;58;561;4,4;4,42;2,67
"17102";1,06;"Very Good";"G";"VS2";59,8;58;6818;6,64;6,7;3,99
"8543";0,9;"Very Good";"H";"VVS2";60,3;61;4432;6,22;6,25;3,76
"25549";1,51;"Ideal";"G";"VS1";60,6;57;14375;7,38;7,48;4,5
"44143";0,6;"Ideal";"F";"SI2";61,7;56;1562;5,41;5,38;3,33
"35241";0,37;"Premium";"F";"VS2";59,2;61;894;4,69;4,63;2,76
"13571";1;"Ideal";"E";"SI1";61,7;57;5555;6,39;6,42;3,95
"15978";1,36;"Good";"E";"SI2";58;64;6397;7,26;7,19;4,19
"34739";0,37;"Premium";"D";"VS2";61;59;876;4,59;4,63;2,81
"10610";1,1;"Ideal";"H";"SI1";60,2;56;4827;6,74;6,82;4,08
"20663";1,22;"Premium";"D";"VS2";59,6;60;8950;6,97;6,95;4,15
"46182";0,5;"Ideal";"I";"VVS1";61,6;56;1747;5,1;5,13;3,15
"12009";1,14;"Very Good";"I";"VS1";63,3;56;5148;6,68;6,6;4,2
"2404";0,74;"Ideal";"D";"VS2";61,1;54;3177;5,86;5,89;3,59
"26049";2;"Very Good";"I";"SI1";58,5;58;15249;8,24;8,28;4,83
"9683";1;"Ideal";"I";"SI1";61,5;57;4649;6,39;6,43;3,94
"27701";0,32;"Ideal";"F";"SI1";61;55;648;4,45;4,47;2,72
"21916";1,5;"Very Good";"H";"SI1";61;55;9987;7,35;7,44;4,51
"38597";0,53;"Ideal";"J";"VS2";62,6;53;1038;5,21;5,24;3,27
"15844";1,31;"Ideal";"I";"VS2";62,4;57;6338;6,93;6,97;4,34
"20329";1;"Premium";"F";"VVS1";62,6;58;8736;6,45;6,33;4
"22897";1,7;"Very Good";"I";"VS2";63;58;10935;7,52;7,65;4,78
"9627";1;"Good";"H";"VS2";63,6;61;4637;6,21;6,25;3,96
"42143";0,52;"Premium";"G";"SI1";60,7;59;1280;5,22;5,19;3,16
"4759";0,9;"Very Good";"E";"SI1";60,7;61;3689;6,17;6,19;3,75
"5389";0,3;"Ideal";"G";"SI1";62,8;56;574;4,32;4,28;2,7
"268";0,7;"Premium";"F";"VS1";60,7;60;2792;5,78;5,75;3,5
"42113";0,34;"Ideal";"F";"IF";61,4;57;1276;4,49;4,5;2,76
"34405";0,34;"Ideal";"H";"IF";61,7;55;863;4,5;4,54;2,79
"48705";0,6;"Very Good";"D";"VS2";63,7;56;2010;5,34;5,36;3,41
"24888";2,15;"Premium";"G";"SI2";59,7;60;13317;8,4;8,37;5,01
"35761";0,4;"Premium";"E";"VS2";61,9;59;912;4,72;4,75;2,93
"41649";0,4;"Ideal";"E";"VVS2";61,7;55;1238;4,76;4,74;2,93
"15657";1,04;"Premium";"H";"VVS2";59,1;60;6278;6,66;6,6;3,92
"14964";1,2;"Premium";"G";"SI1";63;58;6026;6,72;6,68;4,22
"4838";0,9;"Very Good";"I";"VS2";60,7;59;3709;6,23;6,26;3,79
"36226";0,33;"Very Good";"D";"VVS2";59,5;56;933;4,51;4,56;2,7
"38293";0,28;"Very Good";"D";"VS1";61,7;58;487;4,19;4,24;2,6
"33533";0,35;"Premium";"D";"VS2";60,4;58;829;4,53;4,58;2,75
"34850";0,3;"Ideal";"G";"VVS2";63;57;878;4,32;4,28;2,71
"53880";1,04;"Fair";"G";"SI2";65,2;57;2745;6,25;6,23;4,07
"35710";0,3;"Ideal";"D";"VS2";60,8;57;911;4,38;4,33;2,65
"24367";0,31;"Very Good";"E";"VS1";61,9;56;636;4,32;4,37;2,69
"22145";2,09;"Premium";"H";"SI2";61;60;10182;8,28;8,19;5,02
"46098";0,57;"Very Good";"F";"VS1";63,2;56;1741;5,27;5,31;3,34
"23484";1,99;"Premium";"G";"SI2";59,1;61;11486;8,08;8,05;4,77
"7830";0,91;"Good";"H";"VS1";63,4;56;4298;6,12;6,18;3,9
"21455";1,04;"Ideal";"E";"VVS2";62;58;9552;6,54;6,46;4,03
"25590";1,43;"Ideal";"E";"VVS2";62,4;57;14429;7,25;7,15;4,49
"27841";0,31;"Good";"E";"VS2";59,1;56;651;4,41;4,46;2,62
"36364";0,33;"Ideal";"F";"VVS1";61,3;55;939;4,45;4,46;2,73
"40209";0,31;"Ideal";"F";"IF";62,3;57;1122;4,34;4,3;2,69
"19919";1,4;"Premium";"I";"VVS2";62;58;8467;7,22;7,16;4,46
"30425";0,32;"Ideal";"G";"VVS2";62,6;57;730;4,34;4,38;2,73
"37705";0,4;"Very Good";"D";"VS1";64;57;995;4,66;4,69;2,99
"32117";0,4;"Good";"G";"VS1";63,4;56;783;4,68;4,72;2,98
"34466";0,38;"Ideal";"F";"VS1";61,3;56;865;4,67;4,7;2,87
"6399";1,01;"Premium";"G";"SI2";62,1;61;4038;6,38;6,27;3,93
"9855";0,9;"Very Good";"F";"VS2";61,9;57;4678;6,17;6,23;3,84
"13613";1,2;"Good";"I";"VS1";57,8;61;5570;7,02;6,96;4,04
"27034";0,32;"Ideal";"F";"VS2";62,5;56;645;4,37;4,43;2,75
"30861";0,33;"Ideal";"G";"VS2";62;57;743;4,47;4,44;2,76
"18948";1,29;"Ideal";"F";"SI1";61,4;61;7790;7;6,97;4,29
"33567";0,43;"Premium";"D";"SI1";60,1;58;830;4,89;4,93;2,95
"33184";0,41;"Very Good";"D";"SI2";63,1;54;818;4,75;4,72;2,99
"17454";1,01;"Premium";"F";"VS1";61,3;58;6999;6,44;6,52;3,97
"52597";0,53;"Very Good";"D";"VVS2";60,5;57;2542;5,23;5,31;3,19
"17919";1;"Premium";"H";"IF";60,6;57;7235;6,54;6,47;3,94
"22315";1,59;"Very Good";"H";"SI1";62,2;58;10356;7,45;7,48;4,64
"19092";1,8;"Ideal";"D";"SI2";62,9;54;7862;7,77;7,74;4,88
"25389";2,02;"Fair";"H";"SI2";56,5;61;14080;8,33;8,37;4,72
"1199";0,91;"Premium";"H";"SI1";60,2;52;2935;6,27;6,15;3,74
"30368";0,36;"Ideal";"I";"VS1";62,1;57;729;4,58;4,54;2,83
"39483";0,41;"Ideal";"E";"VS1";62,7;57;1079;4,72;4,76;2,97
"27874";0,42;"Premium";"E";"SI2";60,1;58;653;4,87;4,91;2,94
"37215";0,34;"Ideal";"G";"IF";61,3;55;974;4,53;4,57;2,79
"53709";0,91;"Ideal";"F";"SI2";61,8;56;2718;6,19;6,17;3,82
"37796";0,5;"Premium";"G";"SI2";62,5;57;1000;5,04;5,01;3,14
"8060";0,36;"Very Good";"H";"VS2";61;55;583;4,62;4,66;2,83
"29381";0,31;"Very Good";"E";"SI1";63,5;55;698;4,35;4,31;2,75
"51511";0,7;"Ideal";"H";"SI1";61,4;57;2383;5,73;5,7;3,51
"12595";1,21;"Premium";"I";"SI1";62;56;5285;6,89;6,83;4,25
"51171";0,5;"Ideal";"E";"VVS2";62,4;54;2346;5,11;5,09;3,18
"19443";1,06;"Ideal";"G";"VS1";61,3;57;8093;6,53;6,56;4,01
"47660";0,23;"Very Good";"E";"VVS1";61,1;60;530;3,95;4,01;2,43
"53668";0,71;"Very Good";"H";"VVS2";63;58;2709;5,64;5,72;3,58
"50312";0,7;"Premium";"F";"SI1";59,4;60;2239;5,77;5,74;3,42
"37905";0,41;"Ideal";"G";"VVS2";61;57;1007;4,78;4,8;2,92
"49814";0,7;"Very Good";"I";"VS2";61,1;60;2166;5,67;5,75;3,49
"3090";0,71;"Ideal";"D";"SI1";62,3;56;3316;5,72;5,7;3,56
"20613";1,14;"Very Good";"F";"VVS2";63,3;56;8912;6,56;6,71;4,2
"50461";1;"Premium";"G";"I1";59;60;2264;6,49;6,43;3,82
"16937";1,2;"Ideal";"G";"SI1";61,8;59;6762;6,77;6,8;4,19
"25169";1,51;"Ideal";"G";"VS2";60,9;57;13752;7,39;7,46;4,52
"22646";1,01;"Very Good";"E";"VVS1";61,6;58;10693;6,45;6,57;4,01
"31183";0,32;"Premium";"D";"SI1";58,9;60;756;4,49;4,47;2,64
"20658";1,05;"Ideal";"G";"VVS1";60,7;55;8946;6,6;6,65;4,02
"21537";1,51;"Very Good";"I";"VS1";61,8;63;9640;7,34;7,28;4,52
