"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"19793";1,81;"Fair";"J";"SI1";56,2;62;8362;8,14;8,09;4,56
"2946";1,05;"Premium";"E";"I1";62,2;61;3293;6,51;6,48;4,04
"18341";1,2;"Ideal";"F";"SI1";61,5;53;7463;6,87;6,9;4,24
"17457";1,26;"Very Good";"G";"SI1";63,2;61;7000;6,87;6,81;4,32
"26725";0,32;"Ideal";"G";"VS1";61,6;56;645;4,38;4,42;2,71
"40170";0,38;"Premium";"D";"VS2";58,8;61;1117;4,74;4,71;2,78
"51145";0,71;"Very Good";"F";"SI1";63,1;57;2343;5,69;5,66;3,58
"8115";0,78;"Ideal";"D";"VS1";62,2;57;4350;5,86;5,9;3,66
"20761";1,08;"Premium";"D";"VS1";61;59;8999;6,66;6,61;4,05
"44186";0,5;"Very Good";"G";"VS1";62,9;58;1569;5,06;5,08;3,19
"2093";0,78;"Very Good";"G";"VS2";62,6;58;3113;5,81;5,89;3,66
"45925";0,53;"Ideal";"E";"VS2";62,4;56;1721;5,16;5,2;3,23
"5291";0,91;"Ideal";"E";"SI2";62,2;57;3800;6,2;6,24;3,87
"50683";0,76;"Ideal";"H";"SI2";63;56;2288;5,81;5,84;3,67
"41890";0,41;"Ideal";"G";"IF";62,4;54;1259;4,76;4,79;2,98
"47018";0,56;"Ideal";"G";"VS1";62,2;55;1819;5,27;5,31;3,29
"25773";2,18;"Very Good";"I";"SI2";61,4;59,5;14735;8,31;8,37;5,12
"9505";1,09;"Ideal";"J";"SI1";60,7;58;4611;6,64;6,68;4,04
"12915";1,2;"Premium";"H";"SI2";62,2;58;5376;6,79;6,74;4,21
"16";0,32;"Premium";"E";"I1";60,9;58;345;4,38;4,42;2,68
"29444";0,4;"Ideal";"G";"SI1";61,3;56;701;4,73;4,76;2,91
"40133";0,41;"Ideal";"H";"VVS1";62,7;54;1115;4,79;4,78;3
"53453";0,91;"Good";"I";"SI1";64,2;59;2676;5,98;6,05;3,86
"15518";1;"Premium";"G";"VS2";61,6;54;6216;6,49;6,46;3,99
"39072";0,44;"Good";"E";"VS2";62,2;62;1059;4,79;4,85;3
"7477";1,07;"Ideal";"J";"SI1";62;56;4235;6,53;6,57;4,06
