"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"2682";0,79;"Ideal";"D";"SI1";61,2;56;3242;5,95;6,02;3,66
"16267";1,21;"Premium";"H";"SI1";61,6;61;6505;6,88;6,83;4,22
"17976";1,05;"Ideal";"G";"VS1";62,2;53;7270;6,51;6,55;4,06
"38827";0,42;"Ideal";"G";"VS2";61,9;57;1048;4,83;4,79;2,98
"45386";0,55;"Ideal";"E";"VS2";61,8;57;1667;5,27;5,34;3,28
"24350";1,53;"Ideal";"F";"SI1";62,2;55;12616;7,35;7,37;4,57
"36944";0,35;"Ideal";"J";"VS1";61,5;56;478;4,56;4,58;2,81
"23077";1,87;"Premium";"I";"SI2";60,3;61;11105;7,95;7,91;4,78
"6014";0,88;"Ideal";"D";"SI2";62,2;56;3962;6,12;6,16;3,82
"7299";1,11;"Very Good";"I";"SI2";61,1;58;4202;6,63;6,69;4,07
"14342";1,02;"Ideal";"E";"SI1";61,9;55;5806;6,49;6,46;4,01
"22230";1,59;"Ideal";"H";"SI1";61,4;55;10284;7,56;7,51;4,63
"13098";1,21;"Ideal";"J";"VS1";62,3;55;5421;6,86;6,81;4,26
"14541";1,18;"Good";"D";"SI2";59,7;61;5871;6,83;6,88;4,09
"19279";1,21;"Ideal";"G";"VS2";61,8;57;8001;6,83;6,79;4,21
"51950";0,71;"Very Good";"E";"SI1";63,1;59;2441;5,75;5,62;3,59
"14692";1,05;"Premium";"D";"SI1";60,5;56;5927;6,7;6,59;4
"6265";0,91;"Very Good";"H";"VS2";63,5;57;4012;6,12;6,16;3,9
"8682";0,92;"Ideal";"I";"SI1";61,7;56;4457;6,2;6,23;3,83
"51454";0,75;"Fair";"D";"SI1";65,1;57;2376;5,64;5,6;3,66
"7851";0,9;"Premium";"D";"SI1";61,2;60;4304;6,19;6,14;3,77
"34972";0,23;"Very Good";"E";"VVS1";62,6;58;472;3,96;4;2,49
"3391";0,34;"Very Good";"F";"SI1";62,8;56;566;4,42;4,46;2,79
"26462";2,02;"Ideal";"I";"VS2";61,5;58;16018;8,19;8,11;5,01
"13851";1;"Good";"G";"VS2";64;56;5645;6,33;6,25;4,03
"22339";1,24;"Premium";"E";"VS1";59,9;61;10388;6,99;6,96;4,18
"41852";0,53;"Ideal";"G";"SI1";62;60;1255;5,18;5,2;3,22
"8745";0,9;"Premium";"E";"SI1";60,8;59;4463;6,19;6,24;3,78
"43601";0,29;"Ideal";"G";"VS1";62,2;54;507;4,23;4,26;2,64
"41328";0,31;"Ideal";"E";"IF";62,5;56;1214;4,34;4,37;2,72
"1512";0,81;"Premium";"G";"VS2";62;58;2994;5,95;5,92;3,68
"40070";0,43;"Premium";"G";"VS2";62,3;58;1113;4,85;4,81;3,01
"23427";1,23;"Ideal";"G";"VVS1";61,4;55;11417;6,89;6,93;4,24
"19306";1,65;"Very Good";"H";"SI2";63,4;59;8020;7,53;7,49;4,76
"708";0,7;"Premium";"E";"VS1";58,4;59;2854;5,91;5,83;3,43
"32590";0,33;"Ideal";"G";"VVS1";61,8;59;802;4,45;4,48;2,76
"26599";2,04;"Ideal";"H";"SI2";62;56;16319;8,18;8,23;5,09
"38564";0,5;"Ideal";"H";"SI1";61,7;58;1035;5,07;5,11;3,14
"39846";0,3;"Premium";"D";"VVS2";59,6;61;1099;4,39;4,34;2,6
"7036";0,9;"Ideal";"G";"SI1";62,1;56;4161;6,16;6,2;3,84
"13922";1,02;"Ideal";"H";"VS2";62,4;57;5666;6,4;6,35;3,98
"7310";0,91;"Good";"H";"VVS2";65,5;57;4205;6,01;6,11;3,97
"10874";1,28;"Good";"J";"SI1";63,4;59;4878;6,84;6,89;4,35
"528";0,73;"Premium";"E";"VS1";62,6;60;2826;5,75;5,68;3,58
"53153";0,71;"Good";"G";"VS2";64,2;58;2623;5,62;5,59;3,6
"29986";0,32;"Ideal";"E";"VS2";61,5;56;716;4,43;4,45;2,73
"41331";0,5;"Good";"H";"VVS2";66,1;58;1214;4,87;4,9;3,23
"40558";0,41;"Ideal";"G";"VVS1";62;56;1151;4,78;4,8;2,97
"12966";1,19;"Very Good";"J";"SI1";60;57;5390;6,93;6,89;4,15
"36472";0,43;"Ideal";"G";"VS1";62,3;56;943;4,82;4,85;3,01
"15470";1,54;"Premium";"J";"VS1";60,9;61;6194;7,49;7,45;4,55
"53673";0,7;"Ideal";"H";"VS1";61,9;56;2710;5,7;5,73;3,54
"18688";1;"Premium";"G";"VVS1";61,3;62;7644;6,37;6,35;3,9
"32090";0,33;"Ideal";"D";"VS2";61,8;56;781;4,4;4,44;2,73
"27859";0,3;"Ideal";"F";"VS1";61,9;55,1;652;4,31;4,34;2,68
"18859";1,53;"Very Good";"J";"SI1";61,7;58;7730;7,43;7,47;4,6
"52094";0,75;"Ideal";"F";"SI2";62,4;56;2458;5,84;5,79;3,63
"30015";0,31;"Ideal";"H";"VS1";61,3;55;717;4,36;4,41;2,69
"18949";1,01;"Ideal";"D";"VS2";62,7;57;7792;6,39;6,36;4
"29501";0,32;"Ideal";"E";"VS2";61,5;55;702;4,38;4,43;2,71
"15910";1,04;"Premium";"G";"VS1";60,2;58;6360;6,65;6,64;4
"18345";1,01;"Ideal";"F";"VS1";62,5;54;7465;6,43;6,46;4,03
"5520";1;"Very Good";"H";"SI2";60,2;61;3850;6,44;6,48;3,89
"29505";0,4;"Premium";"G";"SI1";62;59;702;4,7;4,72;2,92
"47107";0,43;"Ideal";"E";"VVS1";61;57;1827;4,85;4,88;2,97
"5461";1;"Fair";"G";"SI1";68,2;60;3833;6,02;5,94;4,08
"25198";2,04;"Premium";"H";"SI2";62,8;57;13790;8,13;8,08;5,09
"24495";2,23;"Premium";"J";"SI2";60,5;61;12770;8,47;8,4;5,1
"13825";1,04;"Fair";"G";"VS1";64,9;58;5633;6,36;6,33;4,12
"50444";0,58;"Ideal";"F";"VVS2";61,8;56;2263;5,37;5,41;3,33
"21640";1,63;"Good";"I";"SI1";63,7;58;9730;7,48;7,4;4,74
"36587";0,33;"Ideal";"G";"IF";60,9;57;946;4,45;4,48;2,72
"43017";0,5;"Ideal";"H";"VS1";62,6;53;1370;5,09;5,14;3,2
"52405";0,6;"Good";"E";"VVS2";64,2;55;2511;5,31;5,34;3,42
"834";0,82;"Ideal";"F";"SI2";62,3;56;2867;5,99;5,95;3,72
"1490";0,72;"Ideal";"F";"VS2";62,1;54;2989;5,76;5,8;3,59
"49738";0,59;"Very Good";"G";"VVS2";62,5;57;2155;5,32;5,36;3,34
"19490";1,3;"Ideal";"H";"VS2";62,8;56;8124;7,03;6,93;4,38
"13958";1,16;"Good";"H";"SI1";64;58;5678;6,63;6,56;4,22
"41177";0,4;"Premium";"G";"VVS1";60,9;57;1200;4,8;4,76;2,91
"41195";0,47;"Very Good";"G";"VS1";60,5;59,4;1203;5,03;5,08;3,06
"14987";1;"Premium";"H";"VVS2";60,3;59;6037;6,46;6,41;3,88
"11192";1,18;"Premium";"I";"SI1";61,1;59;4956;6,78;6,73;4,13
"24419";1,64;"Premium";"F";"SI1";62,8;59;12670;7,53;7,51;4,72
"37434";0,33;"Good";"G";"IF";57,9;60;984;4,55;4,57;2,64
"48127";0,54;"Ideal";"E";"VS1";61;56;1939;5,24;5,35;3,23
