"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"39566";0,64;"Good";"E";"SI2";56,6;59;1080;5,77;5,74;3,26
"12247";2,06;"Premium";"J";"I1";61,2;58;5203;8,1;8,07;4,95
"17915";1,01;"Very Good";"G";"VVS2";59,4;58;7234;6,51;6,53;3,93
"37426";0,33;"Ideal";"G";"IF";61,3;57;984;4,42;4,46;2,72
"31518";0,34;"Ideal";"E";"SI1";61,4;55;765;4,54;4,48;2,77
"34662";0,31;"Ideal";"E";"VS2";62;55;872;4,35;4,33;2,69
"49798";0,51;"Ideal";"G";"IF";61,3;56;2163;5,15;5,19;3,16
"20443";1,51;"Premium";"I";"SI1";62,2;60;8794;7,3;7,23;4,52
"4893";0,72;"Very Good";"E";"VVS2";62;58;3719;5,71;5,74;3,55
"38929";0,48;"Very Good";"I";"VS1";62,4;55;1053;4,99;5,03;3,12
"13677";1,02;"Very Good";"H";"VS1";62,8;59;5598;6,34;6,47;4,02
"16744";1,2;"Premium";"H";"VS2";60,6;58;6666;6,88;6,82;4,15
"39261";0,3;"Ideal";"D";"VVS1";61,1;57;1069;4,36;4,34;2,66
"29423";0,38;"Very Good";"H";"VS2";63;56;700;4,57;4,61;2,89
"15822";1,01;"Premium";"F";"VS2";60,8;58;6330;6,44;6,49;3,93
"38066";0,3;"Premium";"E";"VVS2";61,9;59;1013;4,32;4,27;2,66
"14093";1,19;"Ideal";"E";"SI2";60,2;57;5717;6,84;6,87;4,13
"37107";0,38;"Ideal";"F";"VS2";62,4;54;969;4,65;4,6;2,89
"14389";0,3;"Good";"H";"VVS2";63,7;55;605;4,24;4,27;2,71
"49215";0,67;"Very Good";"G";"VS2";60,4;61;2080;5,61;5,64;3,4
"36954";0,27;"Ideal";"I";"VVS2";61,6;55;480;4,17;4,21;2,58
"13078";1,06;"Very Good";"H";"VS2";60,7;59;5415;6,56;6,63;4
"343";0,71;"Very Good";"E";"VS2";63,8;58;2804;5,62;5,66;3,6
"48761";0,5;"Ideal";"F";"VVS2";62;56;2016;5,08;5,05;3,14
"28537";0,3;"Very Good";"G";"VS2";63,5;55;675;4,25;4,22;2,69
"23546";1,5;"Ideal";"H";"VS1";61;56,8;11557;7,36;7,4;4,5
"14180";1,07;"Very Good";"H";"SI1";62,3;57;5752;6,53;6,64;4,1
"26088";2,03;"Premium";"G";"SI1";61,9;59;15322;8,14;8,09;5,02
"42843";0,41;"Ideal";"F";"VVS1";61,8;55;1356;4,78;4,76;2,95
"23331";1,24;"Ideal";"G";"IF";62,4;56;11376;6,86;6,89;4,29
"43141";0,42;"Ideal";"D";"VS1";61,8;57;1388;4,82;4,79;2,97
"9955";1,09;"Good";"F";"SI2";60,3;61;4698;6,64;6,69;4,02
"48197";0,52;"Ideal";"E";"VS2";61,2;56;1947;5,2;5,16;3,17
"20674";1,03;"Ideal";"G";"VVS1";59,9;61;8955;6,56;6,63;3,95
"41833";0,62;"Premium";"G";"SI1";59,3;58;1253;5,6;5,56;3,31
"40712";0,62;"Premium";"H";"SI2";61;62;1159;5,47;5,42;3,32
"29517";0,38;"Ideal";"H";"VS2";62,2;54;703;4,64;4,68;2,9
"657";0,7;"Very Good";"E";"VS2";61,8;59;2845;5,65;5,68;3,5
"8174";1,02;"Ideal";"G";"SI2";62,6;58;4363;6,42;6,4;4,01
"25945";1,51;"Very Good";"G";"VVS2";62,6;59;15110;7,26;7,3;4,56
"21737";2,04;"Fair";"I";"SI2";66,6;56;9802;7,8;7,77;5,19
"51047";0,7;"Very Good";"H";"VS2";61,6;55;2330;5,71;5,75;3,53
"26703";0,32;"Ideal";"F";"VS2";62,4;56;645;4,35;4,37;2,72
"6337";1;"Ideal";"J";"VS1";62,3;56;4032;6,43;6,38;3,99
"33968";0,32;"Ideal";"E";"VS2";61,3;55;846;4,43;4,47;2,73
"28533";0,33;"Ideal";"I";"IF";61,7;55;675;4,45;4,49;2,76
"46820";0,72;"Premium";"E";"SI2";59,3;60;1808;5,88;5,85;3,48
"43299";0,46;"Ideal";"H";"VS1";61,2;55;1401;4,96;5,04;3,06
"9984";1;"Very Good";"F";"SI1";63,1;57;4704;6,37;6,33;4,01
"49195";0,7;"Very Good";"H";"SI2";60;60;2077;5,76;5,8;3,47
"45727";0,63;"Ideal";"F";"SI1";62,6;56;1698;5,53;5,49;3,45
"12531";1,21;"Premium";"J";"SI1";62,2;57;5266;6,84;6,76;4,23
"19687";0,32;"Very Good";"F";"VS2";61,5;59,7;624;4,32;4,39;2,68
"16440";2,22;"Fair";"H";"I1";70,1;55;6564;7,77;7,74;5,44
"571";0,7;"Very Good";"D";"VS2";59,6;61;2833;5,77;5,8;3,45
"7297";1,21;"Good";"E";"I1";64;57;4201;6,73;6,67;4,29
"1444";0,8;"Ideal";"F";"SI1";62,8;54;2975;5,9;5,97;3,74
"19170";1,08;"Ideal";"G";"VS1";62,4;55;7925;6,57;6,63;4,12
"2567";0,91;"Good";"J";"VS1";64,2;60;3210;6,01;5,95;3,84
"28738";0,31;"Ideal";"E";"VS2";61,6;56;680;4,32;4,38;2,68
"7619";1,01;"Very Good";"D";"SI2";58,9;56;4260;6,55;6,59;3,87
"48247";0,49;"Very Good";"F";"VVS1";62,2;56;1952;5,04;5,08;3,14
"51957";0,6;"Ideal";"E";"VS1";61,6;55;2442;5,43;5,48;3,36
"898";1;"Fair";"J";"VS1";65,5;55;2875;6,3;6,25;4,11
"37027";0,33;"Ideal";"G";"VVS2";63;57;965;4,42;4,38;2,77
"13197";1,03;"Very Good";"I";"VS1";62,9;53;5455;6,45;6,5;4,07
"38974";0,4;"Very Good";"E";"VS1";62,4;54;1053;4,71;4,75;2,95
"36805";0,3;"Ideal";"G";"IF";62,1;55;956;4,35;4,31;2,69
"28489";0,42;"Ideal";"J";"VVS2";61,7;54;673;4,83;4,86;2,99
"47872";0,52;"Ideal";"G";"VVS2";61,7;56;1911;5,14;5,16;3,18
"28993";0,34;"Very Good";"F";"VS2";62,9;58;686;4,44;4,46;2,8
"40166";0,39;"Very Good";"F";"VVS2";58,2;62;1117;4,77;4,82;2,79
"1203";0,81;"Very Good";"H";"SI1";60,2;58;2936;6,06;6,1;3,66
"34413";0,3;"Ideal";"G";"IF";62,4;54;863;4,31;4,34;2,7
"42918";0,53;"Good";"F";"SI1";63,8;58;1363;5,17;5,12;3,28
"51617";0,58;"Ideal";"F";"VVS2";61,8;56;2395;5,36;5,39;3,32
"52735";0,71;"Very Good";"I";"VVS1";63,3;57;2559;5,65;5,69;3,59
"21285";1,2;"Premium";"F";"VS2";60,2;60;9442;6,91;6,82;4,13
"25607";2,07;"Premium";"H";"SI1";61,2;60;14476;8,2;8,12;4,99
"20555";1,6;"Premium";"J";"VS1";61,3;59;8870;7,49;7,52;4,6
"51999";0,76;"Premium";"F";"SI1";62,5;59;2443;5,79;5,77;3,61
