"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"21346";1,27;"Ideal";"G";"VS2";61,9;57;9489;6,9;6,93;4,28
"30375";0,3;"Fair";"F";"VS2";56,3;64;729;4,44;4,39;2,5
"28810";0,3;"Good";"F";"VVS1";61,1;61;682;4,29;4,32;2,63
"12505";0,91;"Premium";"G";"VVS2";61,8;58;5259;6,16;6,24;3,83
"43534";0,53;"Ideal";"H";"VS2";61,5;56;1427;5,21;5,26;3,22
"13304";1,04;"Ideal";"F";"SI1";61,3;56;5495;6,51;6,55;4
"39364";0,5;"Premium";"E";"SI1";62,2;58;1073;5,03;4,87;3,1
"29224";0,31;"Ideal";"G";"VS1";61,9;56;695;4,38;4,34;2,7
"49098";0,51;"Ideal";"H";"IF";59,6;59;2063;5,2;5,24;3,11
"11247";1,05;"Good";"E";"SI1";64,2;61;4967;6,41;6,33;4,09
"38791";0,31;"Premium";"G";"VVS1";60,7;58;1046;4,4;4,37;2,66
"32798";0,31;"Ideal";"D";"VVS2";61,2;59;805;4,37;4,39;2,68
"28293";0,24;"Ideal";"I";"VS1";62;56;432;4;4,01;2,48
"31581";0,35;"Premium";"E";"VS2";61,6;58;767;4,52;4,57;2,8
"5219";0,91;"Premium";"D";"SI2";62,3;57;3781;6,22;6,14;3,85
"14391";0,3;"Very Good";"H";"VVS2";62,8;57;605;4,22;4,25;2,66
"34687";0,3;"Ideal";"F";"IF";59,4;60;873;4,37;4,39;2,6
"19621";1,26;"Ideal";"H";"VS1";60,9;57;8238;6,97;6,99;4,25
"37835";0,33;"Ideal";"D";"VS2";60,9;55;1002;4,5;4,47;2,73
"24015";1,52;"Ideal";"F";"SI1";62,2;56;12183;7,41;7,31;4,58
"32141";0,32;"Ideal";"F";"VVS2";61,2;57;786;4,4;4,43;2,7
"45977";0,3;"Very Good";"H";"VS1";60,1;61;526;4,3;4,32;2,59
"15914";1,19;"Premium";"H";"VS2";61;59;6363;6,91;6,8;4,18
"10373";0,91;"Ideal";"G";"VS1";62,3;55;4775;6,22;6,17;3,86
"37312";0,31;"Ideal";"E";"VVS2";61,2;56;979;4,37;4,39;2,68
"13416";1,2;"Premium";"H";"SI2";62,4;57;5510;6,83;6,75;4,24
"4607";0,91;"Good";"D";"SI2";63,3;62;3660;6,01;6,09;3,83
"44671";0,55;"Very Good";"F";"VS2";62,6;57;1609;5,19;5,23;3,26
"46274";0,43;"Ideal";"D";"VVS1";61,9;54;1754;4,83;4,87;3
"2896";0,91;"Good";"G";"SI2";63,6;59;3282;6,15;6,11;3,9
"50601";0,82;"Premium";"J";"SI1";61,2;58;2283;6,04;5,99;3,68
"40994";0,63;"Premium";"J";"SI1";61,9;59;1181;5,49;5,47;3,39
"9661";1,01;"Very Good";"H";"SI1";63,3;58;4642;6,4;6,37;4,04
"2775";0,77;"Ideal";"G";"SI1";61,5;56;3253;5,89;5,92;3,63
"44447";0,51;"Ideal";"F";"VS2";61,9;55;1591;5,11;5,15;3,18
"31954";0,31;"Ideal";"I";"VS2";61,6;57;452;4,36;4,4;2,7
"52142";0,76;"Very Good";"F";"SI2";62,7;55;2469;5,74;5,83;3,63
"24120";1,63;"Very Good";"F";"SI1";59,7;62;12282;7,65;7,73;4,59
"9828";1,01;"Premium";"D";"SI2";62,2;60;4672;6,43;6,4;3,99
"17001";1,01;"Ideal";"F";"VS2";60,9;57;6787;6,48;6,45;3,94
"47080";0,52;"Ideal";"D";"VS2";62,7;53;1822;5,14;5,17;3,23
"8097";0,95;"Premium";"D";"SI2";60,1;61;4341;6,37;6,35;3,82
"41075";0,41;"Premium";"F";"VVS2";60,6;58;1192;4,84;4,79;2,92
"30170";0,27;"Very Good";"D";"VVS1";62,3;54;721;4,18;4,21;2,61
"31302";0,32;"Very Good";"D";"VS2";62;57;758;4,38;4,42;2,73
"1457";0,8;"Ideal";"E";"SI2";61;55;2978;6;6,03;3,67
"6365";0,32;"Very Good";"I";"VS2";63,4;55;576;4,37;4,33;2,76
"25510";1,51;"Premium";"E";"VS2";62,2;59;14300;7,36;7,31;4,56
"6467";1,17;"Good";"J";"SI1";63,9;55;4054;6,66;6,73;4,28
"14689";1,29;"Ideal";"H";"SI2";62,1;57;5926;6,95;6,93;4,31
"37644";0,32;"Premium";"F";"VVS1";62,7;60;990;4,35;4,32;2,72
"41471";0,41;"Ideal";"D";"VS1";62,1;56;1230;4,8;4,77;2,97
"13621";1,04;"Ideal";"I";"VS1";61,4;58;5572;6,46;6,54;3,99
"43831";0,49;"Premium";"D";"SI1";61,3;57;1444;5,21;5,02;3,14
"11013";1,01;"Ideal";"D";"SI2";61,6;57;4916;6,42;6,46;3,97
"10957";1,25;"Ideal";"H";"SI2";61,6;54;4900;6,94;6,88;4,25
"21453";1,49;"Very Good";"H";"VS2";62,7;60;9552;7,24;7,31;4,56
"18853";1,2;"Premium";"G";"VS2";62,1;61;7728;6,74;6,68;4,17
"1033";0,7;"Very Good";"G";"VVS2";63,3;59;2905;5,59;5,62;3,55
"25947";1,59;"Premium";"E";"VS2";62,3;59;15111;7,38;7,43;4,61
"3429";0,71;"Premium";"H";"IF";60,2;61;3384;5,8;5,76;3,48
"40368";0,33;"Ideal";"E";"VVS1";61,6;55;1130;4,44;4,46;2,74
"29768";0,3;"Premium";"I";"VVS1";60,5;60;709;4,34;4,32;2,62
"42308";0,41;"Ideal";"F";"VVS1";62,1;57;1295;4,75;4,79;2,96
