"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"48574";0,71;"Very Good";"G";"SI2";63;56;1993;5,62;5,65;3,55
"14531";1;"Very Good";"E";"SI1";60,1;60;5865;6,45;6,49;3,89
"28719";0,31;"Very Good";"E";"VS2";62,9;56;680;4,29;4,33;2,71
"3339";0,9;"Premium";"G";"SI2";58,3;60;3377;6,39;6,33;3,71
"17821";1,25;"Ideal";"H";"SI1";62,2;54;7182;6,93;6,88;4,3
"45660";0,24;"Ideal";"F";"VVS2";62,4;55;526;3,99;4,02;2,5
"10476";1;"Premium";"H";"VS2";63;59;4791;6,43;6,34;4,02
"45324";0,3;"Very Good";"F";"VS2";61,4;55;524;4,32;4,37;2,67
"17528";1,02;"Ideal";"G";"VS1";61,4;57;7055;6,45;6,49;3,98
"8899";1,31;"Premium";"J";"SI1";60,3;62;4490;7,12;7,04;4,26
"3764";1,05;"Premium";"J";"SI2";60,9;60;3457;6,59;6,51;3,99
"25176";2,13;"Premium";"F";"SI2";62,4;58;13760;8,22;8,16;5,11
"44923";0,74;"Very Good";"E";"SI2";63,3;59;1632;5,82;5,78;3,67
"23555";1,51;"Very Good";"E";"SI1";63,1;58;11565;7,28;7,23;4,58
"52573";0,7;"Premium";"H";"VVS2";58,8;58;2536;5,88;5,78;3,43
"42611";0,32;"Ideal";"H";"VS2";62,1;56;505;4,37;4,42;2,73
"34463";0,31;"Ideal";"E";"VVS1";61,4;55;865;4,35;4,38;2,68
"28270";0,25;"Good";"E";"VS1";63,3;60;361;3,99;4,04;2,54
"41481";0,52;"Very Good";"G";"SI1";61,9;59;1232;5,08;5,13;3,16
"16699";0,3;"Very Good";"H";"SI1";62,9;57;421;4,28;4,31;2,7
"52288";0,71;"Ideal";"E";"SI1";61,7;56;2494;5,74;5,77;3,55
"46204";0,58;"Very Good";"D";"VS2";61;58;1750;5,37;5,42;3,29
"47434";0,57;"Ideal";"E";"VS2";62,5;56;1853;5,3;5,33;3,32
"43129";0,57;"Very Good";"D";"SI2";62,1;58;1387;5,26;5,31;3,28
"9308";1,21;"Premium";"J";"SI1";59,7;60;4574;6,93;6,9;4,13
"8526";0,9;"Premium";"D";"SI1";61,5;60;4427;6,19;6,17;3,8
"26838";2,01;"Good";"H";"SI1";62,2;58;16737;7,99;8,05;4,99
"24601";1,19;"Ideal";"D";"VVS2";62;57;12912;6,86;6,76;4,22
"33287";0,31;"Good";"D";"SI2";63,6;54;462;4,31;4,34;2,75
"12107";1,01;"Ideal";"H";"VS2";62,7;56;5166;6,35;6,4;4
"9258";0,9;"Ideal";"G";"VS2";62;57;4561;6,19;6,22;3,85
"50242";0,7;"Very Good";"G";"SI1";62;61;2234;5,68;5,71;3,53
"16305";1,07;"Very Good";"G";"VS2";62,9;59;6525;6,49;6,52;4,09
"26396";2,01;"Premium";"H";"VS2";61,1;61;15908;8,14;8,09;4,96
"11752";1,01;"Premium";"E";"SI1";63;61;5077;6,42;6,37;4,03
"22571";1,75;"Premium";"J";"VS1";62,2;59;10619;7,74;7,7;4,8
"10799";1;"Premium";"H";"VS2";59,7;58;4861;6,57;6,52;3,91
"51252";0,7;"Ideal";"F";"SI2";62;56;2355;5,68;5,71;3,53
"719";0,97;"Ideal";"F";"I1";60,7;56;2856;6,43;6,41;3,9
"45730";0,55;"Premium";"F";"VS2";59,7;58;1698;5,37;5,31;3,19
"33448";0,32;"Ideal";"G";"VS1";61,7;55;828;4,41;4,37;2,71
"47612";0,53;"Ideal";"G";"VVS2";61,5;56;1881;5,18;5,22;3,2
"15010";1,22;"Premium";"D";"SI2";62;60;6046;6,8;6,74;4,2
"13013";1,1;"Ideal";"G";"SI2";62,5;55;5407;6,61;6,66;4,15
"40018";0,42;"Very Good";"D";"VS1";62,5;57;1109;4,75;4,85;3
"7589";1,01;"Good";"E";"SI1";63,8;60;4256;6,36;6,31;4,04
"14234";1,07;"Ideal";"D";"SI1";61,8;55;5767;6,54;6,59;4,06
"4002";0,94;"Very Good";"F";"SI2";62,4;58;3518;6,17;6,23;3,87
"32659";0,31;"Very Good";"H";"VVS2";63,4;56;802;4,32;4,29;2,73
"14007";1,2;"Ideal";"I";"VS2";63,2;59;5699;6,73;6,68;4,24
"18201";1,52;"Ideal";"H";"SI2";62,3;56;7388;7,34;7,24;4,54
"45364";0,64;"Very Good";"G";"SI1";64;53,8;1665;5,49;5,53;3,53
"31656";0,35;"Ideal";"E";"VS2";62,4;57;767;4,52;4,55;2,83
"27190";2,01;"Very Good";"H";"SI1";60,1;60;17476;8,25;8,2;4,94
"46177";0,5;"Ideal";"E";"VS2";62,8;57;1746;5,12;5,04;3,19
"49656";0,7;"Very Good";"G";"SI2";60,7;58;2141;5,74;5,76;3,49
"23521";2,01;"Good";"J";"VS1";63,7;59;11526;7,93;7,86;5,03
"32199";0,35;"Ideal";"E";"SI1";62,3;56;788;4,56;4,53;2,83
"21934";1,21;"Very Good";"F";"VS1";62,3;58;10009;6,76;6,85;4,24
"38790";0,31;"Ideal";"G";"VVS1";60,7;57;1046;4,4;4,37;2,66
"16064";1,01;"Premium";"F";"VS2";62,2;60;6416;6,37;6,4;3,97
"5433";0,79;"Ideal";"E";"VS2";62,2;55;3827;5,9;5,97;3,69
"30580";0,31;"Ideal";"D";"VS2";61,9;56;734;4,37;4,38;2,71
"43076";0,54;"Ideal";"H";"VS2";62;54;1378;5,22;5,27;3,25
"33456";0,32;"Ideal";"G";"VS1";62,3;56;828;4,39;4,37;2,73
"4037";0,73;"Ideal";"D";"VS2";61,4;56;3528;5,78;5,81;3,56
"46285";0,56;"Premium";"E";"SI1";61,5;60;1755;5,27;5,3;3,25
"23034";0,33;"Ideal";"D";"SI2";61,3;56;631;4,49;4,45;2,74
"7067";0,33;"Ideal";"H";"VS1";61,8;56;579;4,41;4,46;2,74
"34757";0,41;"Premium";"H";"SI1";61,7;60;876;4,75;4,71;2,92
"18249";1,17;"Ideal";"G";"VS2";61,3;56;7413;6,79;6,81;4,17
"29701";0,31;"Ideal";"G";"VVS2";62,1;56;707;4,32;4,35;2,69
"30994";0,37;"Premium";"F";"VS2";61,2;58;746;4,63;4,69;2,85
"13766";1,31;"Very Good";"I";"SI2";63,5;55;5612;6,97;6,89;4,4
"1179";0,7;"Ideal";"E";"VS1";62,3;54;2930;5,67;5,72;3,55
"46344";0,5;"Very Good";"D";"VS2";63,4;57;1758;5,09;5,04;3,21
"36051";0,31;"Ideal";"G";"IF";61,7;56;924;4,34;4,38;2,69
"13875";1,13;"Premium";"H";"VS2";61,4;61;5650;6,71;6,67;4,11
"20900";1,53;"Ideal";"I";"VS2";62,1;55;9116;7,43;7,35;4,59
"758";0,72;"Premium";"E";"SI1";62,1;58;2857;5,76;5,73;3,57
"36979";0,5;"Good";"J";"VS2";57,7;60;963;5,28;5,26;3,04
"21705";0,31;"Ideal";"E";"VS2";61,7;57;627;4,35;4,37;2,69
"48646";0,31;"Premium";"D";"SI1";58,5;59;537;4,49;4,44;2,61
"43262";0,3;"Very Good";"J";"VS1";63,4;57;506;4,26;4,23;2,69
"21389";0,34;"Very Good";"D";"SI1";59,6;59;626;4,55;4,57;2,72
"735";0,31;"Ideal";"I";"VVS1";62,7;53;557;4,33;4,35;2,72
"9044";0,31;"Very Good";"E";"VS1";61,2;61;587;4,29;4,37;2,65
"2439";0,7;"Ideal";"H";"VS1";61,2;55;3185;5,71;5,76;3,51
"2465";0,71;"Ideal";"E";"VS2";62,1;57;3191;5,71;5,75;3,56
"22151";1,24;"Very Good";"E";"VS1";62;58;10185;6,9;6,96;4,3
"47112";0,7;"Premium";"J";"SI1";61,3;59;1827;5,75;5,73;3,52
"16822";1,04;"Premium";"G";"VS2";61,8;58;6709;6,51;6,46;4,01
"1443";0,82;"Very Good";"E";"SI2";63,3;56;2975;5,99;5,95;3,78
"43284";0,3;"Premium";"F";"SI2";61,7;62;506;4,27;4,25;2,63
"43613";0,34;"Premium";"D";"SI2";60,8;60;507;4,49;4,53;2,74
"12032";0,4;"Good";"I";"SI1";63,9;57;596;4,66;4,7;2,99
"43560";0,51;"Good";"D";"VS2";60,1;65;1430;5,14;5,17;3,1
"27316";2;"Premium";"D";"SI2";61,6;59;17835;8,2;8,09;5,02
"21941";1,51;"Very Good";"E";"SI2";63,2;56;10012;7,32;7,26;4,61
"24621";1,51;"Premium";"G";"VS1";62,4;60;12948;7,34;7,3;4,57
"52406";0,71;"Good";"E";"SI1";60,8;62;2511;5,7;5,74;3,48
"53739";0,7;"Ideal";"G";"VS2";62,3;57;2723;5,67;5,7;3,54
"22751";1,52;"Premium";"E";"SI1";62,4;59;10767;7,34;7,37;4,59
"28073";0,3;"Premium";"D";"VS1";60,7;58;661;4,34;4,36;2,64
"3890";0,74;"Ideal";"D";"VS2";62;57;3487;5,79;5,83;3,6
