"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"52768";0,77;"Ideal";"E";"SI2";62;54;2563;5,89;5,92;3,66
"8306";0,93;"Premium";"H";"VS2";58,3;60;4387;6,45;6,37;3,74
"24291";1,23;"Ideal";"E";"VVS2";61,7;57;12539;6,85;6,91;4,25
"50448";0,7;"Very Good";"F";"SI1";63,3;59;2264;5,57;5,62;3,54
"29908";0,41;"Ideal";"E";"SI1";61,5;55;711;4,78;4,81;2,95
"4478";0,9;"Very Good";"F";"SI1";63,1;58;3624;6,09;6,15;3,86
"12403";1,01;"Good";"E";"SI1";58,6;62;5233;6,58;6,6;3,86
"16991";1,01;"Premium";"E";"VS2";62;59;6787;6,46;6,44;4
"45864";0,5;"Very Good";"D";"VS1";63,1;57;1715;5,04;5;3,17
"43202";0,53;"Premium";"E";"SI1";62,1;58;1395;5,11;5,19;3,2
"49079";0,74;"Fair";"G";"SI1";64,8;59;2060;5,63;5,6;3,64
"20605";1,5;"Good";"E";"SI2";63,9;58;8910;7,21;7,26;4,62
"19889";1,59;"Good";"G";"SI1";63,8;56;8441;7,41;7,34;4,71
"20832";1,52;"Premium";"I";"VS2";59;59;9057;7,53;7,46;4,42
"37195";0,46;"Ideal";"I";"VS1";62,3;56;974;4,96;4,93;3,08
"16634";1,2;"Very Good";"I";"VS1";62,8;54,5;6652;6,75;6,79;4,25
"18180";1,52;"Good";"J";"VS2";63,5;58;7370;7,24;7,28;4,61
"10989";1,02;"Premium";"D";"SI2";59,5;62;4912;6,56;6,52;3,89
"4124";0,72;"Ideal";"G";"VS1";62;56;3540;5,74;5,78;3,57
"53546";0,82;"Ideal";"G";"SI2";61,6;56;2692;5,98;6,04;3,7
"51110";0,72;"Ideal";"E";"SI2";61,7;57;2337;5,72;5,78;3,55
"21083";1,03;"Ideal";"F";"VVS2";62,5;56;9254;6,46;6,53;4,06
"20079";1,5;"Ideal";"I";"SI1";59,4;60;8555;7,54;7,5;4,47
"30110";0,32;"Premium";"G";"VS2";60,2;57;720;4,45;4,42;2,67
"4895";0,9;"Very Good";"I";"VS2";61,2;57;3720;6,15;6,2;3,78
"24849";1,73;"Premium";"I";"VS1";61,8;58;13250;7,75;7,68;4,76
"4337";0,9;"Ideal";"E";"SI2";62;55;3599;6,23;6,15;3,84
"13357";0,24;"Very Good";"E";"VS2";63;58;419;3,94;3,97;2,49
"45852";0,55;"Ideal";"F";"VS2";61,4;56;1715;5,28;5,31;3,25
"12380";0,39;"Very Good";"G";"SI2";63,2;57;597;4,65;4,57;2,92
"53621";0,3;"Good";"D";"SI1";63,2;56;552;4,24;4,27;2,69
"11407";1,01;"Very Good";"I";"SI2";62,2;59;5000;6,36;6,41;3,97
"32819";0,34;"Premium";"D";"VS2";60,4;60;805;4,51;4,56;2,74
"35961";0,3;"Very Good";"D";"SI1";62,6;59;476;4,24;4,26;2,66
"30353";0,32;"Ideal";"F";"VVS2";61,4;57;728;4,41;4,45;2,72
"37093";0,41;"Ideal";"E";"SI1";62,9;56;969;4,76;4,72;2,98
"43574";0,41;"Ideal";"E";"VVS1";61,7;56;1431;4,82;4,78;2,96
"6536";0,95;"Premium";"E";"SI2";60,7;59;4070;6,36;6,3;3,84
"25814";2,16;"Very Good";"H";"SI2";62,3;60;14824;8,19;8,31;5,14
"6880";0,82;"Ideal";"G";"VVS2";62,1;56;4130;5,97;6,01;3,72
"21005";1,51;"Very Good";"H";"SI1";59,9;55;9218;7,44;7,52;4,48
"11373";0,34;"Ideal";"E";"SI1";61,7;56;596;4,49;4,52;2,78
"35840";0,38;"Ideal";"F";"VS1";62,5;53,8;916;4,62;4,65;2,89
"15271";1,05;"Very Good";"H";"VS1";59,5;56;6132;6,62;6,68;3,96
"21754";1,5;"Premium";"H";"SI1";61;60;9820;7,33;7,27;4,45
"37826";0,33;"Premium";"E";"VS1";60,9;58;1002;4,49;4,45;2,72
"51821";0,72;"Ideal";"I";"VVS2";62,2;54;2420;5,73;5,78;3,58
"11394";0,34;"Premium";"G";"VS2";61,2;59;596;4,43;4,49;2,73
"40397";0,5;"Very Good";"H";"SI1";60,9;61;1133;5,06;5,15;3,11
"91";0,7;"Ideal";"E";"SI1";62,5;57;2757;5,7;5,72;3,57
"48627";0,7;"Fair";"E";"SI1";57,2;66;2000;5,76;5,74;3,29
"23677";1,76;"Ideal";"I";"VS1";62;57;11722;7,74;7,71;4,79
"35515";0,35;"Ideal";"E";"VVS1";61,9;56;905;4,53;4,55;2,81
"25425";1,51;"Very Good";"F";"VS2";62,5;58;14165;7,21;7,36;4,55
"6912";0,9;"Very Good";"H";"VS1";63;59;4136;6,1;6,13;3,85
"16693";0,3;"Very Good";"H";"SI1";62,2;60;421;4,24;4,28;2,65
"29691";0,31;"Ideal";"H";"VVS1";62,2;54;707;4,36;4,39;2,72
"28841";0,41;"Ideal";"D";"SI2";62,7;55;683;4,72;4,75;2,97
"16876";1,26;"Very Good";"G";"SI1";63;59;6733;6,84;6,88;4,32
"46310";0,3;"Premium";"E";"SI1";59,8;60;526;4,31;4,35;2,59
"19486";1,01;"Premium";"G";"IF";60;61;8120;6,45;6,41;3,86
"6485";0,9;"Very Good";"G";"SI1";62,7;59;4059;6,12;6,17;3,85
"9576";1;"Premium";"D";"SI2";61,6;58;4626;6,45;6,37;3,95
"42838";0,41;"Premium";"F";"VVS1";62,1;56;1356;4,79;4,78;2,97
"43186";0,54;"Very Good";"G";"SI1";63,8;57;1392;5,16;5,19;3,3
"19592";1;"Ideal";"G";"VVS1";61,9;57;8217;6,39;6,43;3,97
"22541";3,02;"Fair";"I";"I1";65,2;56;10577;9,11;9,02;5,91
"29365";0,31;"Premium";"G";"VS2";62,2;59;698;4,35;4,3;2,69
"36952";0,25;"Very Good";"F";"VS1";60,7;57;480;4,06;4,09;2,47
"17754";1,13;"Ideal";"G";"VS2";61,9;56;7147;6,68;6,71;4,14
"49751";0,63;"Very Good";"G";"VS1";63,1;58;2157;5,42;5,46;3,43
"41212";0,53;"Premium";"G";"SI1";62,1;62;1206;5,15;5,13;3,19
"20742";1,55;"Ideal";"G";"SI2";60,5;60;8981;7,46;7,49;4,52
"45100";0,57;"Very Good";"G";"VS1";59,3;56;1648;5,38;5,44;3,21
"26738";1,51;"Premium";"E";"VS1";62,7;58;16518;7,25;7,33;4,57
"39270";0,38;"Premium";"G";"VS1";61,9;58;1069;4,66;4,62;2,87
"8919";1,07;"Fair";"E";"SI2";62,2;66;4496;6,57;6,48;4,06
"41690";0,5;"Premium";"E";"SI2";61,3;56;1240;5,13;5,08;3,13
"3130";0,9;"Premium";"G";"SI1";60,1;59;3326;6,25;6,2;3,74
"47150";0,71;"Fair";"H";"VS2";62,1;70;1832;5,67;5,6;3,5
"44606";0,53;"Premium";"G";"VS2";62;58;1607;5,21;5,18;3,22
"15164";1,24;"Ideal";"H";"SI1";62,5;56;6095;6,92;6,88;4,31
"47799";0,58;"Ideal";"F";"VS1";62,2;55;1899;5,34;5,37;3,33
"29042";0,4;"Good";"E";"SI1";63,5;55;687;4,67;4,71;2,98
"9982";1,5;"Fair";"I";"I1";66,1;57;4704;7,12;7,04;4,68
"1048";0,71;"Ideal";"F";"VS1";61,9;56;2907;5,7;5,74;3,54
"49971";0,33;"Very Good";"H";"VS1";59;62;540;4,49;4,52;2,66
"26799";2,02;"Ideal";"H";"SI1";62,3;57;16665;8,04;8,14;5,04
"34475";0,38;"Ideal";"E";"VS2";61,7;55;866;4,66;4,68;2,88
"6711";0,31;"Good";"J";"VS1";61,9;61;412;4,29;4,34;2,67
"29086";0,36;"Premium";"G";"SI1";62;59;689;4,56;4,53;2,82
"21324";1,51;"Ideal";"I";"VS2";62,9;53;9471;7,37;7,33;4,62
"36183";0,41;"Premium";"E";"SI1";61;61;930;4,77;4,74;2,9
"40271";0,37;"Very Good";"E";"SI2";61,6;56;493;4,61;4,65;2,85
"38249";0,32;"Ideal";"E";"IF";61,9;55;1018;4,38;4,41;2,72
"29867";0,3;"Ideal";"D";"VS2";61,7;55;710;4,33;4,36;2,68
"6031";0,25;"Very Good";"E";"VVS1";60;56;575;4,1;4,14;2,47
"7212";0,9;"Premium";"H";"VS2";61,7;59;4191;6,19;6,13;3,8
"8300";0,9;"Premium";"G";"VS2";61,8;60;4386;6,16;6,21;3,82
"29223";0,31;"Premium";"G";"VS1";60,4;59;695;4,41;4,37;2,65
"22942";1,04;"Ideal";"F";"IF";61,8;55;10984;6,56;6,49;4,03
"41039";0,41;"Ideal";"E";"VVS2";62;56;1187;4,72;4,76;2,94
"34345";0,3;"Ideal";"E";"VVS1";61,7;58;862;4,28;4,31;2,65
"16041";0,3;"Very Good";"I";"VS1";63,5;57;608;4,29;4,24;2,71
"15869";1,21;"Ideal";"H";"SI2";62,1;58;6347;6,78;6,84;4,23
"34449";0,46;"Ideal";"G";"SI2";62,2;53;864;4,95;4,98;3,09
"40415";0,55;"Good";"J";"VS2";64,1;54;1134;5,21;5,18;3,33
"33235";0,42;"Ideal";"G";"VS1";61;56;823;4,82;4,86;2,95
"31901";0,3;"Premium";"G";"VS1";62,3;59;776;4,3;4,27;2,67
"19162";1,35;"Premium";"H";"VS2";61,5;58;7918;7,09;7,15;4,38
"8026";1,01;"Very Good";"F";"SI2";62,2;58;4332;6,33;6,38;3,95
"2374";0,32;"Ideal";"H";"VS1";61,8;55;561;4,41;4,42;2,73
"26797";2,24;"Premium";"H";"SI2";61,4;57;16656;8,43;8,35;5,15
"50547";0,7;"Very Good";"H";"VS2";62,9;58;2276;5,6;5,65;3,54
"3392";0,27;"Very Good";"E";"VVS2";59,7;61;567;4,24;4,27;2,54
"32497";0,3;"Premium";"H";"VVS1";60,7;58;796;4,38;4,35;2,65
"22338";1,1;"Premium";"E";"VVS2";60,1;58;10387;6,69;6,76;4,04
"43519";0,61;"Ideal";"F";"SI2";61,3;55;1424;5,47;5,55;3,38
"21618";1,18;"Ideal";"E";"VS1";62,4;54;9709;6,74;6,79;4,22
"13803";1,21;"Ideal";"H";"SI2";62,6;56;5624;6,84;6,77;4,26
"40809";0,51;"Very Good";"H";"SI1";62;57;1170;5,11;5,19;3,19
"53030";0,72;"Ideal";"I";"VVS2";61;57;2602;5,81;5,84;3,55
"45934";0,5;"Ideal";"G";"VS2";62,2;54;1721;5,12;5,07;3,17
"2803";0,9;"Very Good";"D";"SI2";59;61;3262;6,28;6,32;3,72
