"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"46093";0,96;"Fair";"H";"I1";69,2;56;1739;5,97;5,83;4,08
"2993";0,9;"Very Good";"G";"SI2";62,1;58;3303;6,08;6,13;3,79
"21584";1,7;"Very Good";"J";"VS1";63,6;58;9683;7,52;7,54;4,79
"25520";2,16;"Premium";"J";"SI1";60,5;59;14328;8,41;8,35;5,07
"28170";0,28;"Ideal";"F";"VS1";62;53;665;4,23;4,26;2,63
"22629";1,68;"Ideal";"J";"VS1";61,1;57;10681;7,64;7,7;4,69
"2769";0,77;"Ideal";"D";"SI1";60,8;57;3251;5,94;5,9;3,6
"30787";0,3;"Very Good";"D";"VS1";62,2;58;742;4,25;4,27;2,65
"34044";0,44;"Very Good";"D";"VS2";62,8;58;850;4,79;4,86;3,03
"18686";1,53;"Good";"E";"SI2";57,1;56;7643;7,69;7,65;4,38
"53147";1,2;"Fair";"F";"I1";65,7;56;2622;6,65;6,58;4,35
"45518";0,43;"Ideal";"G";"IF";61,3;55;1683;4,86;4,89;2,99
"176";0,83;"Good";"I";"VS2";64,6;54;2774;5,85;5,88;3,79
"11799";1;"Premium";"G";"SI1";59,6;60;5088;6,49;6,43;3,85
"45732";0,7;"Good";"I";"SI2";63,4;59;1699;5,66;5,57;3,56
"47061";0,59;"Good";"D";"SI1";63,7;56;1821;5,35;5,32;3,4
"7631";0,96;"Very Good";"G";"SI1";60,3;57;4265;6,35;6,38;3,84
"47581";0,59;"Ideal";"E";"VS2";62,1;55;1875;5,4;5,42;3,36
"14309";1,04;"Ideal";"F";"SI1";60,9;56;5795;6,61;6,56;4,01
"18178";1,01;"Very Good";"F";"VS2";61,5;54;7370;6,45;6,5;3,98
"52761";0,62;"Ideal";"D";"VS1";61;57;2562;5,51;5,54;3,37
"4586";0,8;"Very Good";"F";"VS2";62,3;57;3653;5,91;5,94;3,69
"22021";0,32;"Ideal";"H";"VVS2";61,4;54;628;4,4;4,43;2,71
"45427";0,55;"Very Good";"E";"VS2";62,3;61;1669;5,16;5,21;3,23
"45765";0,58;"Ideal";"F";"VS2";60,2;57;1706;5,43;5,48;3,28
"39912";0,38;"Ideal";"F";"VVS2";62,7;56;1104;4,64;4,61;2,9
"16180";1,2;"Good";"H";"VS2";62,6;56;6468;6,73;6,76;4,22
"5864";0,74;"Ideal";"G";"VVS2";61,7;55;3922;5,8;5,83;3,59
"18642";1,53;"Premium";"H";"SI1";62;60;7608;7,31;7,27;4,55
"12799";1,09;"Premium";"H";"SI1";59,8;60;5335;6,72;6,66;4
"4954";1,01;"Fair";"H";"VS2";65,2;56;3733;6,23;6,19;4,05
"28546";0,3;"Premium";"I";"VVS2";61,8;58;675;4,33;4,28;2,66
"12719";0,32;"Ideal";"E";"VS2";61,4;56;599;4,41;4,45;2,72
"15213";1,01;"Premium";"G";"VS2";62;59;6108;6,41;6,36;3,96
"50578";0,56;"Premium";"E";"VVS2";61,5;58;2279;5,3;5,33;3,27
"29046";0,4;"Very Good";"E";"SI1";61,4;58;687;4,77;4,81;2,94
"48189";0,7;"Ideal";"J";"VVS1";61,6;58;1945;5,69;5,71;3,51
"30643";0,41;"Fair";"I";"VS1";65,3;58;735;4,62;4,66;3,03
"50115";0,7;"Good";"G";"SI1";62,7;59;2209;5,57;5,63;3,51
"29614";0,27;"Very Good";"G";"VS1";61;54;439;4,19;4,21;2,56
"51298";0,7;"Premium";"F";"SI2";59,1;58;2362;5,85;5,83;3,45
"12642";1,06;"Good";"I";"VS1";57,5;62;5293;6,71;6,83;3,9
"21343";1,21;"Very Good";"G";"VVS2";60,4;56;9484;6,88;6,92;4,17
"11705";0,34;"Ideal";"G";"VS2";61,3;55;596;4,49;4,51;2,76
"20107";1,5;"Very Good";"G";"SI2";60,7;61;8580;7,33;7,36;4,46
"32642";0,31;"Ideal";"H";"VVS2";62,5;55;802;4,37;4,34;2,72
"20199";1,17;"Ideal";"G";"VS1";61,8;57;8639;6,76;6,8;4,19
"38383";0,42;"Ideal";"E";"VS2";61,3;56;1024;4,85;4,81;2,96
"11167";1,07;"Very Good";"G";"SI1";63,1;59;4949;6,49;6,45;4,08
"112";0,74;"Ideal";"E";"SI2";62,2;56;2761;5,8;5,84;3,62
"25832";1,66;"Ideal";"H";"IF";61,5;57;14859;7,62;7,59;4,68
"16361";0,32;"Ideal";"E";"VS2";61,4;57;608;4,4;4,46;2,72
"42355";0,38;"Ideal";"E";"IF";61,4;55;1300;4,68;4,7;2,88
"22010";1,6;"Very Good";"H";"SI1";63,1;58;10078;7,45;7,39;4,68
"30935";0,24;"Very Good";"H";"VVS2";61,9;57;449;3,97;4,01;2,47
"37175";0,32;"Ideal";"D";"VS2";61,6;56;972;4,4;4,37;2,7
"27882";0,41;"Good";"E";"SI1";63,5;55;654;4,73;4,75;3,01
"51762";0,53;"Ideal";"D";"VVS2";62,2;56;2407;5,19;5,23;3,24
"5860";0,91;"Good";"H";"VS2";63,1;59;3921;6,13;6,16;3,88
"16423";1,21;"Good";"G";"VVS2";63,8;55;6559;6,74;6,65;4,28
"47829";0,73;"Premium";"J";"SI1";58,2;59;1905;5,99;5,91;3,46
"14923";1,5;"Good";"G";"SI2";57,5;63;6006;7,53;7,49;4,32
"28487";0,4;"Good";"G";"SI2";60,6;55,8;672;4,76;4,82;2,91
"32949";0,33;"Very Good";"G";"SI2";60;56;460;4,52;4,55;2,73
"29533";0,31;"Very Good";"E";"VVS2";58,8;59;704;4,46;4,45;2,62
"25112";1,23;"Ideal";"D";"VVS2";62,4;55;13653;6,87;6,82;4,27
"45521";0,53;"Ideal";"D";"SI1";62;57;1683;5,23;5,19;3,23
"34394";0,34;"Ideal";"G";"VVS1";61,9;54;863;4,49;4,52;2,79
"16336";1,01;"Premium";"F";"VS2";62,8;59;6533;6,41;6,33;4
"29346";0,31;"Ideal";"G";"VS2";61,6;54;698;4,41;4,39;2,71
"14579";1,21;"Very Good";"E";"SI1";61;60;5885;6,83;6,88;4,18
"26515";2,01;"Good";"I";"VS2";63,6;57;16149;7,95;7,87;5,03
"3376";0,24;"Ideal";"F";"VS2";61,8;57;408;3,97;3,99;2,46
"14857";1;"Good";"E";"VS2";63,3;59;5984;6,29;6,34;4
"47416";0,57;"Ideal";"G";"VS1";61,3;56;1851;5,34;5,36;3,28
"14199";1,01;"Very Good";"G";"VS2";61,5;56;5759;6,41;6,47;3,96
"46231";0,5;"Very Good";"D";"VS2";62,9;61;1752;4,96;5,03;3,14
"12300";1,09;"Premium";"H";"SI1";61,6;57;5219;6,63;6,59;4,07
"31982";0,3;"Premium";"F";"VS2";62,2;58;776;4,31;4,28;2,67
"23180";1,5;"Premium";"H";"VS1";59,9;60;11189;7,44;7,39;4,44
"47513";0,6;"Ideal";"F";"VS2";62,1;57;1866;5,39;5,37;3,34
"24444";1,25;"Ideal";"F";"VVS1";62,2;56;12698;6,93;6,89;4,3
"33738";0,3;"Very Good";"E";"VVS2";62,9;55;840;4,25;4,27;2,68
"47658";0,32;"Premium";"I";"SI2";60;58;530;4,48;4,45;2,68
"4647";0,9;"Very Good";"G";"SI1";63,1;59;3669;6,15;6,11;3,87
"46483";0,58;"Good";"G";"VS1";59;62;1777;5,44;5,48;3,22
"41747";0,52;"Good";"G";"SI1";63,3;57;1244;5,08;5,11;3,22
"160";0,73;"Ideal";"D";"SI2";59,9;57;2770;5,92;5,89;3,54
"23353";0,3;"Ideal";"I";"SI1";61,9;57;422;4,29;4,31;2,66
"47253";0,52;"Premium";"D";"VS2";62,4;58;1842;5,13;5,09;3,19
"45889";0,54;"Ideal";"J";"VVS2";61,6;57;1720;5,25;5,23;3,23
"43890";0,54;"Ideal";"H";"VS1";61,2;55;1454;5,25;5,31;3,23
"27079";1,71;"Ideal";"G";"VS1";61,4;57;17204;7,72;7,65;4,72
"12757";1;"Very Good";"E";"SI1";59,4;63;5322;6,47;6,42;3,83
"46110";0,59;"Ideal";"D";"SI1";61,6;57;1743;5,41;5,44;3,34
"42960";0,3;"Premium";"J";"VS1";63;59;506;4,27;4,24;2,68
"11016";1,24;"Premium";"D";"SI2";60,6;59;4916;6,99;6,96;4,23
"43969";0,23;"Very Good";"E";"VVS1";62,9;59;518;3,9;3,95;2,47
"11295";1;"Very Good";"H";"VS2";59,6;59;4978;6,47;6,54;3,88
"42992";0,36;"Very Good";"E";"IF";60,3;57;1368;4,6;4,63;2,78
"13073";1,18;"Ideal";"I";"SI1";61,3;55,6;5412;6,79;6,84;4,18
"6128";0,93;"Premium";"E";"SI2";62,9;57;3984;6,25;6,19;3,91
"14404";1,08;"Premium";"H";"VS1";58,6;60;5818;6,84;6,78;3,99
"14768";1,02;"Good";"G";"VS2";63,7;57;5943;6,24;6,31;4
"14984";1,01;"Very Good";"F";"VS2";58,5;60;6037;6,52;6,54;3,82
"24771";2,01;"Premium";"J";"SI2";60,8;57,2;13133;8,13;8,15;4,95
"46171";0,5;"Premium";"E";"VS2";61,3;58;1746;5,12;5,06;3,12
"12206";1,11;"Very Good";"H";"SI1";60,8;60;5192;6,62;6,77;4,07
"49873";0,71;"Ideal";"H";"VS1";61,6;57;2175;5,74;5,79;3,55
