"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"11242";1,26;"Fair";"G";"SI2";53,2;61;4966;7,44;7,36;3,94
"33501";0,32;"Ideal";"F";"VS2";62,8;53;828;4,38;4,34;2,74
"14502";1,33;"Ideal";"J";"SI1";62,4;54;5857;7,04;7,07;4,4
"46752";0,51;"Good";"G";"VVS2";63,4;57;1800;5,06;5,09;3,22
"19105";1,22;"Premium";"G";"VS2";61,2;58;7870;6,91;6,81;4,2
"28121";0,36;"Ideal";"D";"SI1";61,5;56;663;4,56;4,64;2,83
"11504";0,71;"Ideal";"F";"VVS1";61,4;56;5019;5,75;5,78;3,54
"6085";0,8;"Ideal";"H";"IF";62,4;54;3972;5,93;5,99;3,72
"2819";1;"Good";"J";"VVS2";63,7;57;3265;6,34;6,31;4,03
"14230";1,2;"Ideal";"G";"VS1";61,7;56;5766;6,84;6,77;4,2
"46873";0,53;"Ideal";"E";"VS2";61,3;55;1813;5,24;5,2;3,2
"44372";0,43;"Ideal";"F";"IF";61,5;56;1580;4,89;4,86;3
"4898";0,9;"Premium";"I";"VS1";61;55;3720;6,29;6,27;3,83
"25638";1,13;"Ideal";"E";"VVS1";60,6;57;14525;6,72;6,77;4,09
"21161";1,2;"Ideal";"D";"SI1";61,1;56;9317;6,86;6,89;4,2
"11372";0,34;"Ideal";"E";"SI1";62,2;55;596;4,45;4,49;2,78
"10262";1,01;"Good";"E";"SI2";63,7;58;4751;6,36;6,32;4,04
"53560";0,71;"Premium";"G";"VS2";60,3;60;2694;5,81;5,76;3,49
"53718";0,51;"Ideal";"E";"VVS1";61,9;54;2720;5,11;5,17;3,18
"17619";1,56;"Good";"J";"VS2";57,6;65;7094;7,62;7,6;4,38
"6493";1,06;"Good";"H";"SI1";57,2;60;4060;6,84;6,74;3,88
"37135";0,4;"Ideal";"F";"VS1";61,8;55;971;4,76;4,78;2,95
"45319";0,32;"Ideal";"G";"VS2";62,4;55;524;4,36;4,39;2,73
"25670";2,03;"Premium";"J";"VS1";59,3;60;14588;8,36;8,28;4,93
"9509";1,01;"Ideal";"I";"SI1";60,2;59;4612;6,49;6,54;3,92
"50634";0,23;"Very Good";"E";"VS2";60,8;58;402;3,97;4,05;2,44
"11178";1,26;"Good";"I";"SI2";63,7;58;4953;6,84;6,79;4,34
"35207";0,33;"Premium";"I";"IF";62;58;891;4,46;4,44;2,76
"52835";0,84;"Premium";"E";"SI2";62,4;58;2574;5,99;5,97;3,74
"41498";0,42;"Ideal";"F";"VVS1";62;55;1233;4,8;4,84;2,99
"36644";0,43;"Premium";"F";"SI1";61,7;58;948;4,84;4,82;2,98
"1114";0,8;"Very Good";"G";"SI2";62;55;2915;5,94;6,01;3,7
"1838";0,71;"Fair";"G";"VVS1";62,8;57;3062;5,67;5,57;3,53
"3503";0,9;"Good";"E";"SI2";63,2;57;3401;6,06;6,15;3,86
"45494";0,52;"Ideal";"D";"VS2";62;56;1679;5,17;5,19;3,21
"30123";0,32;"Ideal";"G";"VS2";62,5;56;720;4,42;4,38;2,75
"12437";1,04;"Ideal";"I";"VS2";61,8;55;5242;6,5;6,54;4,03
"41011";0,42;"Very Good";"D";"VVS2";62,8;59;1185;4,73;4,76;2,98
"40893";0,51;"Premium";"E";"SI2";61,8;58;1177;5,08;5,11;3,15
"51398";0,72;"Very Good";"I";"VS1";63,5;57;2369;5,66;5,68;3,6
"18214";1,5;"Very Good";"I";"SI2";60,8;58;7392;7,24;7,34;4,43
"52806";1,3;"Fair";"E";"I1";66,5;58;2571;6,79;6,75;4,5
"36899";0,4;"Ideal";"E";"VS1";62,1;55;960;4,79;4,75;2,96
"2917";0,96;"Very Good";"I";"SI2";62,7;58;3286;6,2;6,24;3,9
"27888";0,3;"Ideal";"G";"VVS2";61,6;57;655;4,28;4,32;2,65
"27798";0,37;"Premium";"G";"VS2";60,1;59;649;4,64;4,68;2,8
"18649";1,03;"Premium";"E";"VS1";61,5;58;7614;6,55;6,43;3,99
"34272";0,25;"Very Good";"H";"VVS2";63,3;54;467;3,98;4,02;2,52
"3905";0,9;"Very Good";"H";"SI2";62,1;58;3492;6,1;6,18;3,81
"20172";1,4;"Good";"D";"SI1";63,8;60;8624;7,01;6,95;4,45
"42877";0,56;"Fair";"E";"SI1";64,5;61;1358;5,22;5,09;3,33
"22475";1,01;"Very Good";"D";"VVS2";59,8;57;10499;6,49;6,58;3,91
"51757";0,62;"Ideal";"F";"VS1";62;54;2406;5,46;5,5;3,4
"35325";0,31;"Very Good";"F";"VVS1";62,4;57;897;4,3;4,32;2,69
"32165";0,28;"Ideal";"F";"IF";61,4;57;787;4,22;4,25;2,6
"39375";0,31;"Ideal";"F";"VVS1";61,4;55;1074;4,37;4,39;2,69
"14168";1,19;"Premium";"I";"VS1";59,9;61;5747;6,91;6,85;4,12
"11320";1,23;"Premium";"J";"VS2";62,9;59;4986;6,85;6,8;4,29
"73";0,3;"Premium";"H";"SI1";62,9;59;554;4,28;4,24;2,68
"51759";0,65;"Good";"F";"VS1";61,7;60,3;2406;5,53;5,57;3,42
"8105";1,15;"Premium";"J";"SI1";62,3;55;4347;6,76;6,66;4,18
"36386";0,45;"Premium";"I";"SI1";60,3;59;941;4,99;4,93;2,99
"38354";0,36;"Ideal";"F";"VVS1";61,5;54;1021;4,59;4,62;2,83
"48955";0,7;"Very Good";"H";"SI1";63;55;2048;5,59;5,64;3,54
