"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"18008";1,32;"Very Good";"H";"SI1";62,8;56;7283;6,94;7;4,38
"10557";1,06;"Premium";"G";"SI1";59,6;58;4815;6,67;6,73;3,99
"52167";0,81;"Good";"G";"SI2";59,2;64;2474;6,11;6,15;3,63
"49884";0,72;"Ideal";"G";"SI2";61,7;56;2177;5,76;5,71;3,54
"21139";2;"Premium";"J";"VS1";63;58;9296;8,04;7,99;5,05
"28009";0,3;"Premium";"E";"VS2";62,5;59;658;4,27;4,3;2,68
"26656";2,13;"Very Good";"G";"SI2";57,9;60;16462;8,41;8,56;4,91
"39982";0,41;"Premium";"I";"VVS1";61,5;59;1107;4,81;4,75;2,94
"7638";1,06;"Very Good";"I";"SI1";60,4;59;4267;6,56;6,61;3,98
"51317";0,31;"Good";"G";"VS2";63,1;56;544;4,31;4,37;2,74
"5380";0,34;"Premium";"I";"SI1";60,2;59;574;4,55;4,52;2,73
"52907";0,77;"Very Good";"G";"SI1";63,2;57;2586;5,86;5,76;3,67
"4339";1,5;"Premium";"H";"I1";61,1;59;3599;7,37;7,26;4,47
"53463";0,73;"Very Good";"E";"SI1";63,2;58;2679;5,71;5,74;3,62
"21450";1,02;"Premium";"F";"VVS1";62,6;59;9550;6,41;6,36;4
"44201";0,51;"Very Good";"D";"SI1";62,8;56;1569;5,07;5,09;3,19
"20708";0,31;"Ideal";"F";"VS2";62,1;57;625;4,34;4,36;2,7
"23232";2,06;"Ideal";"J";"SI2";61,9;55;11234;8,19;8,23;5,08
"44537";0,7;"Very Good";"I";"SI2";60,9;59;1603;5,7;5,76;3,49
"19441";1,06;"Ideal";"G";"VS1";61,5;57;8093;6,54;6,56;4,03
"9242";1,01;"Good";"H";"SI1";60,3;64;4559;6,5;6,53;3,93
"8994";1;"Good";"H";"SI1";61;61;4510;6,36;6,42;3,9
"45497";0,51;"Very Good";"F";"VS1";60;59;1680;5,18;5,22;3,12
"19378";0,4;"Good";"E";"SI2";63,1;57;622;4,7;4,72;2,97
"12910";1,2;"Very Good";"J";"VS1";63,1;59;5376;6,75;6,65;4,23
"6607";0,91;"Very Good";"F";"SI2";60,6;56;4081;6,27;6,3;3,81
"19755";1,2;"Ideal";"G";"VS2";59,9;61;8321;6,85;6,88;4,11
"8908";0,9;"Ideal";"H";"SI1";62,1;56;4492;6,14;6,19;3,83
"17271";1,02;"Very Good";"E";"VS2";60;59;6915;6,54;6,59;3,94
"28203";0,4;"Very Good";"H";"SI1";62,6;58;666;4,68;4,72;2,94
"21628";1,5;"Good";"D";"SI1";63,4;63;9718;7,19;7,23;4,57
"52041";0,71;"Very Good";"H";"VS2";59,2;63;2450;5,85;5,81;3,45
"52524";0,71;"Premium";"F";"SI1";59;61;2528;5,88;5,84;3,46
"23780";1,2;"Ideal";"E";"VVS2";62,2;57;11839;6,81;6,77;4,22
"39965";0,4;"Very Good";"E";"VVS2";61;55;1106;4,77;4,81;2,92
"989";0,73;"Ideal";"E";"SI2";61,5;55;2896;5,82;5,86;3,59
"39841";0,5;"Good";"E";"SI2";58,2;59;1098;5,24;5,27;3,06
"40844";0,4;"Very Good";"G";"IF";61,8;58;1173;4,69;4,73;2,91
"35102";0,3;"Ideal";"F";"IF";60,9;56;886;4,33;4,37;2,65
"1829";0,71;"Very Good";"E";"VS1";61,8;56;3059;5,74;5,78;3,56
"4641";0,9;"Good";"G";"SI1";57,7;65;3669;6,25;6,29;3,62
"19009";1,21;"Very Good";"F";"VS2";63,3;58;7826;6,73;6,67;4,24
"10509";1,01;"Very Good";"D";"SI2";60,5;58;4799;6,45;6,5;3,92
"4085";1,01;"Good";"F";"SI2";63,8;57;3532;6,31;6,36;4,04
"13247";1,2;"Premium";"I";"VS2";62,1;59;5474;6,77;6,72;4,19
"14493";1,2;"Very Good";"H";"VS1";63,1;57;5853;6,69;6,65;4,2
"15918";1,39;"Ideal";"J";"VS2";60,3;57;6366;7,26;7,24;4,37
"34558";0,38;"Very Good";"H";"VS2";60,4;56;871;4,71;4,73;2,85
"10380";1,13;"Ideal";"F";"SI2";62,3;57;4778;6,67;6,61;4,14
"46659";0,51;"Ideal";"D";"VS2";62,4;55;1787;5,11;5,14;3,2
"24798";1,56;"Premium";"G";"VS2";61,9;58;13178;7,4;7,44;4,59
"29476";0,32;"Premium";"E";"VS2";62,6;58;702;4,36;4,4;2,74
"52243";0,78;"Premium";"G";"SI2";60,6;58;2486;6,02;5,99;3,64
"13718";0,3;"Ideal";"E";"VS2";60,6;59;603;4,3;4,34;2,62
"11576";1,02;"Very Good";"F";"SI1";62,1;63;5038;6,48;6,36;3,99
"43542";0,52;"Good";"F";"SI1";65,5;66;1427;4,92;4,98;3,24
"34738";0,37;"Ideal";"D";"VS2";61,3;56;876;4,6;4,64;2,83
"8363";1,01;"Very Good";"E";"SI1";61;56;4399;6,47;6,54;3,97
"45759";0,96;"Fair";"H";"I1";61,1;60;1705;6,26;6,07;3,77
"4956";0,9;"Good";"G";"SI1";62,8;59;3734;6,08;6,12;3,83
"31885";0,3;"Premium";"G";"VS1";61,8;59;776;4,37;4,34;2,69
"50026";0,73;"Very Good";"D";"SI1";62,2;57;2197;5,74;5,78;3,58
"12732";1,16;"Good";"H";"SI1";64,2;58,6;5314;6,61;6,66;4,26
"16940";1,47;"Very Good";"J";"VS2";62,5;59;6763;7,18;7,23;4,5
"37974";0,33;"Ideal";"D";"VS1";61,7;55;1007;4,48;4,5;2,77
"42853";0,41;"Premium";"D";"VVS2";61,8;58;1356;4,79;4,75;2,95
"32343";0,3;"Ideal";"H";"IF";61,8;55;789;4,3;4,31;2,66
"45862";0,5;"Premium";"F";"VS1";61,6;58;1715;5,11;5,06;3,13
"41794";0,52;"Premium";"G";"SI1";62,7;58;1249;5,13;5,07;3,2
"5157";1,02;"Very Good";"I";"SI2";63,4;57;3769;6,37;6,4;4,05
"493";0,6;"Ideal";"F";"VVS2";62;55;2822;5,37;5,4;3,34
"11294";1;"Very Good";"H";"VS2";60,7;60;4978;6,55;6,49;3,96
"50464";0,72;"Premium";"E";"SI1";62,1;58;2265;5,69;5,72;3,54
"38267";0,29;"Very Good";"I";"VS2";62,4;55;384;4,25;4,27;2,66
"35513";0,41;"Very Good";"E";"SI1";63,2;58;904;4,72;4,68;2,97
"34661";0,31;"Ideal";"E";"VS2";61,7;55;872;4,36;4,33;2,68
"41597";0,32;"Ideal";"I";"SI2";61,9;56;391;4,38;4,41;2,72
"6011";0,75;"Ideal";"D";"VS1";62,4;56;3961;5,79;5,84;3,63
"33198";0,3;"Ideal";"G";"VVS2";62,2;54;819;4,33;4,29;2,68
"19516";1,5;"Very Good";"G";"SI2";61,3;63;8148;7,28;7,23;4,45
"24647";1,52;"Premium";"F";"VS2";62,2;58;12985;7,38;7,29;4,56
