"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"39252";0,37;"Premium";"D";"VVS1";61,4;58;1069;4,63;4,65;2,85
"32604";0,31;"Premium";"F";"VS2";59,7;60;802;4,42;4,39;2,63
"5892";0,9;"Premium";"I";"VVS2";58,3;60;3931;6,32;6,28;3,67
"22519";1,31;"Ideal";"G";"VS1";62;53;10556;7,06;7,07;4,37
"7258";0,7;"Good";"D";"VVS1";59,2;59;4198;5,76;5,79;3,42
"23043";1,3;"Ideal";"G";"VVS2";62;57;11073;6,96;7,03;4,34
"162";0,72;"Very Good";"H";"VVS2";60,3;56;2771;5,81;5,83;3,51
"46776";0,53;"Ideal";"F";"VS2";61,6;57;1803;5,21;5,15;3,19
"31139";0,41;"Very Good";"E";"SI1";62,9;57;755;4,72;4,76;2,98
"53672";0,71;"Ideal";"E";"VS2";61,7;56;2709;5,73;5,75;3,54
"9912";1,14;"Premium";"G";"SI2";61,1;59;4688;6,77;6,72;4,12
"34724";0,5;"Ideal";"J";"VS2";61,7;57;875;5,09;5,12;3,15
"17624";1,2;"Good";"E";"SI1";64;61;7096;6,67;6,61;4,25
"43766";0,41;"Ideal";"F";"IF";62,3;55;1439;4,78;4,82;2,99
"9374";0,32;"Ideal";"D";"SI1";61,9;57;589;4,36;4,4;2,71
"19813";1,6;"Ideal";"I";"SI2";61,9;57;8377;7,48;7,51;4,64
"45097";0,54;"Ideal";"I";"IF";61,6;53;1647;5,26;5,3;3,25
"44191";0,51;"Ideal";"D";"SI1";61,6;56;1569;5,1;5,12;3,15
"39271";0,24;"Ideal";"G";"VS1";61,8;54;490;4,01;4,02;2,48
"29846";0,3;"Premium";"D";"VS2";60,5;58;710;4,35;4,38;2,64
"14832";1,03;"Ideal";"F";"SI1";62;56;5974;6,47;6,5;4,02
"38713";0,36;"Ideal";"D";"VVS2";61,6;57;1042;4,56;4,59;2,82
"27407";2,09;"Ideal";"I";"VS2";62,5;56;17999;8,13;8,17;5,1
