"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"38658";0,42;"Ideal";"D";"SI1";62,4;57;1040;4,84;4,77;3
"2852";0,71;"Ideal";"E";"VS1";59,7;57;3272;5,84;5,86;3,49
"9302";1;"Good";"E";"SI1";63,9;57;4573;6,31;6,34;4,04
"21497";1,2;"Ideal";"D";"VS2";61,4;55;9596;6,87;6,78;4,19
"20095";1,41;"Premium";"G";"SI1";62,1;59;8572;7,23;7,13;4,46
"40317";0,4;"Ideal";"E";"VS1";62,2;55;1125;4,76;4,72;2,95
"26711";0,32;"Very Good";"G";"VS1";62,1;56;645;4,4;4,43;2,74
"31500";0,34;"Ideal";"G";"VS2";62,5;57;765;4,5;4,46;2,8
"48561";0,64;"Ideal";"D";"SI1";62,1;57;1991;5,52;5,49;3,42
"36172";0,32;"Ideal";"F";"IF";61,9;54;929;4,43;4,46;2,75
"1615";0,8;"Very Good";"F";"SI1";63,9;56;3013;5,84;5,87;3,74
"41184";0,4;"Ideal";"D";"VS1";62,9;56;1200;4,71;4,67;2,95
"36752";0,33;"Ideal";"F";"VVS1";62,4;55;955;4,44;4,47;2,78
"36705";0,32;"Premium";"G";"IF";61;59;952;4,41;4,38;2,68
"38550";0,6;"Fair";"E";"SI2";66,5;56;1033;5,31;5,21;3,5
"25279";2,26;"Very Good";"H";"SI2";63,3;59;13923;8,35;8,26;5,25
"28916";0,3;"Good";"H";"VVS1";63,3;60;684;4,22;4,25;2,68
"50341";0,5;"Ideal";"D";"VS2";61,1;57;2243;5,11;5,13;3,13
"1230";0,75;"Ideal";"E";"VS2";61,6;57;2940;5,84;5,81;3,59
"47322";0,23;"Very Good";"D";"VVS2";62,2;58;530;3,94;3,97;2,46
"15143";0,94;"Very Good";"G";"VVS1";63,3;57;6088;6,21;6,14;3,91
"32756";0,34;"Ideal";"D";"SI1";62,3;57;803;4,48;4,44;2,78
"11405";1,24;"Ideal";"J";"SI1";61,8;57;5000;6,92;6,86;4,26
"51106";0,72;"Very Good";"I";"VS2";63,9;58;2337;5,65;5,68;3,62
"20564";1,28;"Premium";"G";"VS2";61,6;58;8874;7,02;6,98;4,31
"27740";2,8;"Good";"G";"SI2";63,8;58;18788;8,9;8,85;0
"10142";1,12;"Very Good";"I";"SI1";61,7;58,1;4724;6,6;6,66;4,09
"52322";0,71;"Very Good";"H";"VS2";61,6;60;2495;5,7;5,73;3,52
"40120";0,41;"Ideal";"F";"VVS2";62,6;55;1115;4,73;4,76;2,97
"43909";0,25;"Very Good";"D";"VVS2";63;56;512;3,98;4,02;2,52
