"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"21922";1,7;"Fair";"F";"SI2";64,5;57;9996;7,55;7,51;4,86
"50701";0,56;"Premium";"F";"VVS2";59,5;61;2290;5,36;5,33;3,18
"18271";1;"Premium";"E";"VS1";61,4;58;7420;6,44;6,42;3,95
"28052";0,38;"Ideal";"H";"VS2";62,4;56;660;4,62;4,65;2,89
"16967";1;"Premium";"D";"VS2";60,8;61;6776;6,41;6,39;3,89
"13807";1,08;"Ideal";"H";"VS2";61,8;56;5625;6,59;6,55;4,06
"28893";0,3;"Premium";"H";"VVS1";61,8;58;684;4,32;4,36;2,68
"6019";0,9;"Very Good";"H";"VS1";62,7;56;3964;6,15;6,2;3,87
"12174";1,01;"Ideal";"I";"VS1";61,1;54;5182;6,46;6,48;3,95
"43471";0,59;"Very Good";"D";"SI2";62,7;58;1419;5,32;5,37;3,35
"19629";1,51;"Good";"F";"SI2";63,8;59;8245;7,22;7,18;4,59
"49928";0,7;"Ideal";"H";"VS2";61,4;54;2184;5,77;5,66;3,51
"6602";1;"Very Good";"F";"SI2";62,6;58;4081;6,31;6,37;3,97
"10597";1,21;"Good";"J";"SI2";61,1;60,8;4824;6,83;6,89;4,18
"31442";0,4;"Ideal";"J";"VS2";62,9;57;765;4,75;4,7;2,97
"17364";1,2;"Ideal";"H";"SI1";61,1;56;6968;6,92;6,87;4,21
"36223";0,36;"Ideal";"D";"VS2";60;56;933;4,68;4,66;2,8
"17580";1,32;"Ideal";"I";"VS2";60,8;57;7079;7,02;7,07;4,28
"807";0,84;"Premium";"F";"SI2";62,3;59;2863;6,06;6,01;3,76
"48818";0,51;"Premium";"G";"VVS1";62,4;58;2027;5,13;5,09;3,19
"24887";2,06;"Premium";"G";"SI1";59,3;61;13317;8,44;8,36;4,98
"11270";1,06;"Very Good";"E";"SI2";62,1;56;4972;6,52;6,59;4,07
"24468";2,02;"Ideal";"J";"SI2";62,2;57;12736;8,11;8,18;5,07
"35896";0,32;"Ideal";"G";"IF";61,7;54;918;4,42;4,46;2,74
"42981";0,41;"Ideal";"E";"VVS1";61,3;56;1367;4,79;4,81;2,94
"27280";2,14;"Premium";"F";"SI2";58,2;61;17742;8,5;8,45;4,93
"9655";0,91;"Ideal";"F";"SI2";62;56;4642;6,2;6,22;3,85
"22982";1,44;"Premium";"G";"VS2";59,5;61;11032;7,38;7,3;4,37
"13788";1,04;"Premium";"F";"SI1";62,5;60;5621;6,43;6,46;4,03
"22194";1,51;"Ideal";"I";"SI1";61,8;56;10232;7,37;7,34;4,55
"18846";1,03;"Ideal";"G";"VS2";61,1;57;7726;6,51;6,54;3,99
"18813";1,26;"Ideal";"H";"SI1";62;56;7701;6,92;6,94;4,3
"14527";1,01;"Premium";"G";"VS2";62,1;59;5864;6,43;6,38;3,98
"17229";0,97;"Very Good";"F";"VVS2";58,1;60;6889;6,49;6,53;3,78
"30391";0,33;"Ideal";"H";"VVS1";62,1;53;730;4,48;4,5;2,79
"46998";0,7;"Ideal";"H";"SI2";61,1;57;1817;5,73;5,76;3,51
"31988";0,3;"Ideal";"F";"VS2";62,9;57;776;4,29;4,26;2,69
"25717";1,58;"Ideal";"G";"VS1";61,3;57;14624;7,48;7,54;4,6
"43307";0,5;"Very Good";"F";"VS2";62,8;57;1402;5,05;5,08;3,18
"45027";0,54;"Ideal";"G";"VS2";60,4;57;1637;5,33;5,26;3,2
"35441";0,32;"Premium";"E";"VS2";61,7;58;900;4,41;4,38;2,71
"6027";1;"Very Good";"D";"SI2";63,2;56;3965;6,38;6,33;4,02
"3566";1,09;"Very Good";"E";"SI2";63,1;58;3418;6,51;6,46;4,09
"45447";0,67;"Ideal";"F";"SI2";62;58;1673;5,6;5,63;3,48
"967";0,86;"Ideal";"H";"SI2";61,8;55;2892;6,12;6,14;3,79
"13229";1,21;"Premium";"H";"VS2";60,8;62;5461;6,82;6,78;4,13
"49648";0,3;"Premium";"H";"SI1";59,3;59;540;4,38;4,36;2,59
"41056";0,39;"Ideal";"G";"IF";62,1;53,7;1189;4,67;4,71;2,91
"12371";0,26;"Ideal";"E";"VVS2";60,7;56;597;4,13;4,17;2,52
"42661";0,4;"Ideal";"G";"IF";62,2;55;1333;4,73;4,76;2,95
"9089";1,06;"Ideal";"H";"SI2";62,7;57;4523;6,46;6,5;4,06
"15877";1,4;"Ideal";"J";"SI1";62,1;57;6350;7,17;7,14;4,44
"5326";0,61;"Good";"F";"SI2";62,5;65;3807;5,36;5,29;3,33
"37011";0,33;"Ideal";"G";"VVS2";60,1;57;965;4,51;4,48;2,7
"9641";1,18;"Premium";"I";"SI2";61,7;58;4639;6,79;6,75;4,18
"43679";0,5;"Very Good";"F";"VS2";60,6;58;1436;5,07;5,12;3,09
"1032";0,7;"Very Good";"G";"VVS2";63,4;59;2905;5,62;5,64;3,57
"31983";0,3;"Ideal";"F";"VS2";62,5;55;776;4,31;4,27;2,68
"9288";0,92;"Ideal";"H";"VS2";62,2;55;4568;6,21;6,27;3,88
"15769";1,18;"Ideal";"I";"VS2";62,3;56;6304;6,76;6,73;4,21
"39506";0,5;"Ideal";"G";"SI2";62,1;55;1080;5,09;5,12;3,17
"32151";0,39;"Ideal";"I";"VVS2";62,3;54;787;4,66;4,69;2,91
"39932";0,34;"Ideal";"F";"SI1";59,4;57;491;4,54;4,58;2,71
"52145";0,62;"Ideal";"H";"IF";61,9;55;2469;5,5;5,52;3,41
"41425";0,54;"Ideal";"H";"SI1";62,5;53;1227;5,22;5,25;3,27
"32101";0,33;"Ideal";"D";"VS2";62,1;56;781;4,42;4,47;2,76
"53160";0,59;"Ideal";"F";"VVS1";62,4;56;2625;5,36;5,38;3,35
"5720";0,25;"Very Good";"E";"VVS2";63;57;575;4;4,06;2,54
"6454";0,93;"Premium";"H";"VS2";61;60;4050;6,29;6,26;3,82
"1622";0,78;"Ideal";"E";"SI1";62,7;55;3014;5,9;5,87;3,69
"53011";0,7;"Ideal";"F";"SI1";62,1;56;2596;5,67;5,65;3,51
"4756";1,12;"Ideal";"I";"SI2";62,4;57;3688;6,69;6,62;4,15
"33507";0,32;"Ideal";"F";"VS2";62,5;56;828;4,4;4,37;2,74
"28226";0,33;"Good";"G";"VS1";63,1;57;666;4,38;4,4;2,77
"40416";0,63;"Good";"J";"SI1";59,9;64;1134;5,63;5,58;3,36
"36372";0,33;"Ideal";"D";"VS2";60,9;56;940;4,49;4,51;2,74
"3426";0,7;"Ideal";"G";"VS1";60,6;57;3384;5,73;5,79;3,5
"42438";0,53;"Very Good";"D";"SI2";62,9;54;1314;5,13;5,17;3,24
"4113";0,9;"Good";"H";"VS2";64;57;3538;6,14;6,11;3,92
"42983";0,41;"Ideal";"G";"IF";61;57;1367;4,79;4,81;2,93
"2650";1;"Good";"J";"SI2";62,7;58;3234;6,28;6,32;3,95
"28361";0,4;"Ideal";"I";"VS2";62,4;54;667;4,73;4,76;2,96
"47538";0,63;"Premium";"G";"VS2";61,5;57;1871;5,54;5,51;3,4
"48854";0,82;"Good";"J";"SI1";57,5;62;2033;6,2;6,25;3,58
"8119";1,01;"Very Good";"E";"SI2";60,4;60;4352;6,48;6,57;3,94
"51541";0,71;"Ideal";"G";"SI1";61,4;57;2386;5,76;5,71;3,52
"30990";0,37;"Premium";"H";"VVS2";61,3;58;746;4,6;4,63;2,83
"6392";0,77;"Premium";"D";"VS1";59,4;59;4037;5,96;6;3,55
"16935";1,02;"Very Good";"E";"VS2";59,1;60;6762;6,61;6,51;3,88
"25659";1,5;"Good";"E";"VS2";57,8;63;14565;7,58;7,53;4,37
"31270";0,32;"Very Good";"I";"VS2";62,9;57;449;4,37;4,4;2,76
"26418";1,7;"Premium";"G";"VS2";59;58;15941;7,85;7,8;4,62
"38472";0,4;"Very Good";"I";"VS2";61,9;55;1031;4,73;4,77;2,94
"26875";2,21;"Premium";"F";"SI1";62,1;59;16804;8,33;8,26;5,15
"38254";0,31;"Very Good";"J";"VS2";62,7;58;380;4,3;4,34;2,71
"14499";1,23;"Very Good";"I";"SI1";63,1;56;5855;6,91;6,79;4,32
"52349";0,7;"Ideal";"H";"SI1";61,8;53;2499;5,71;5,74;3,54
"47179";0,51;"Ideal";"F";"VS1";61,7;54;1836;5,17;5,14;3,18
"19401";1,22;"Ideal";"G";"VS2";62;57;8062;6,88;6,83;4,25
"36528";0,42;"Ideal";"I";"VVS1";60,2;57;945;4,88;4,85;2,93
"32389";0,42;"Very Good";"I";"VS1";60,4;60;791;4,82;4,88;2,93
"13250";1,2;"Very Good";"I";"SI1";62,6;57;5476;6,74;6,77;4,23
"39178";0,35;"Ideal";"D";"VS2";60,9;57;1063;4,55;4,51;2,76
"45219";0,51;"Ideal";"E";"VS2";62,2;57;1656;5,08;5,11;3,17
"38918";0,33;"Ideal";"G";"IF";61,8;55;1052;4,48;4,45;2,76
"51685";0,74;"Very Good";"G";"SI2";63,3;57;2398;5,73;5,7;3,62
"13115";1,02;"Premium";"E";"SI1";62,8;58;5429;6,45;6,39;4,03
"20367";1,28;"Ideal";"H";"VVS1";61,7;55;8759;6,97;7,01;4,31
"47238";0,6;"Very Good";"D";"SI1";60;56;1841;5,46;5,51;3,29
"5049";0,31;"Premium";"H";"SI1";62,3;55;573;4,36;4,34;2,71
"10048";0,31;"Premium";"I";"SI1";60,1;59;418;4,38;4,41;2,64
"10615";1,01;"Ideal";"F";"SI1";62,3;57;4829;6,4;6,44;4
"34435";0,3;"Ideal";"G";"IF";61;57;863;4,31;4,34;2,64
"48061";0,55;"Ideal";"D";"VS2";61,4;57;1928;5,27;5,31;3,25
"24052";0,3;"Very Good";"G";"VVS1";62,8;55;635;4,28;4,31;2,7
"7607";1;"Good";"E";"SI2";61,5;61;4258;6,35;6,43;3,93
"5231";0,77;"Ideal";"G";"VS2";61,7;55;3786;5,89;5,91;3,64
"27315";2,36;"Ideal";"J";"VS1";61,6;57;17829;8,6;8,55;5,28
"45417";0,55;"Ideal";"E";"SI1";60,7;57;1668;5,3;5,27;3,21
"26766";2,06;"Premium";"G";"SI2";61,8;58;16587;8,15;8,1;5,02
"21080";1,35;"Premium";"G";"VS2";62,7;56;9253;7,08;7,05;4,43
"24012";2,08;"Ideal";"J";"SI2";62,3;55;12179;8,23;8,17;5,11
"34779";0,41;"Ideal";"D";"SI2";62,7;55;876;4,75;4,72;2,97
"4723";0,33;"Premium";"I";"SI1";62,8;58;572;4,43;4,39;2,77
"35721";0,3;"Ideal";"D";"VS2";61,6;57;911;4,33;4,3;2,66
"47182";0,51;"Ideal";"F";"VS1";61,3;54;1836;5,23;5,12;3,17
"52996";0,73;"Ideal";"I";"VS1";61,6;55;2596;5,77;5,79;3,56
"48077";0,56;"Premium";"E";"VS1";62,6;58;1930;5,23;5,28;3,29
"10236";0,91;"Very Good";"D";"SI1";62,3;60;4746;6,15;6,21;3,85
"26303";1,32;"Ideal";"D";"VVS2";59,3;59;15802;7,16;7,23;4,27
"1668";0,75;"Premium";"E";"SI1";61,7;60;3024;5,84;5,8;3,59
"29860";0,3;"Premium";"D";"VS2";60,9;58;710;4,32;4,35;2,64
"48638";0,34;"Ideal";"F";"SI1";61,1;56;537;4,52;4,55;2,77
"7159";1,01;"Fair";"E";"SI1";64,7;59;4181;6,23;6,11;3,99
"11112";1,21;"Premium";"E";"SI2";61;58;4933;6,93;6,88;4,21
"4322";0,9;"Very Good";"G";"SI1";61,6;59;3597;6,13;6,19;3,8
"32614";0,3;"Good";"G";"VS2";63,5;58;456;4,24;4,29;2,71
"23665";1,57;"Premium";"H";"VS1";62,8;60;11711;7,44;7,36;4,65
"21015";1,6;"Premium";"E";"SI1";61,2;58;9229;7,59;7,5;4,62
"21769";1,51;"Premium";"H";"SI1";61,3;60;9833;7,29;7,33;4,48
"38852";0,4;"Premium";"G";"VVS2";61,7;59;1050;4,76;4,73;2,93
"49744";0,72;"Premium";"D";"SI2";61,3;59;2155;5,79;5,76;3,54
"28806";0,33;"Ideal";"E";"VS2";62,4;54;682;4,44;4,47;2,78
"11520";1,03;"Very Good";"G";"SI1";62,6;56;5024;6,41;6,44;4,02
"46251";0,53;"Premium";"D";"SI1";61,6;59;1753;5,2;5,16;3,19
"50189";0,55;"Ideal";"D";"VS2";60,6;56;2224;5,3;5,36;3,23
"31803";0,37;"Very Good";"G";"VVS2";59,9;55;774;4,71;4,75;2,83
"45978";0,3;"Premium";"H";"VS1";61;58;526;4,28;4,31;2,62
"12769";1,07;"Premium";"H";"VS2";62,1;59;5327;6,52;6,56;4,06
"39783";0,33;"Premium";"G";"IF";59,4;59;1094;4,54;4,49;2,68
"2753";0,9;"Good";"H";"SI2";63,6;60;3250;6,06;6,11;3,87
"37158";0,32;"Ideal";"D";"VS2";62,1;54;972;4,46;4,4;2,75
"7814";1,01;"Very Good";"J";"SI1";62,2;57;4295;6,35;6,39;3,96
"5601";1,2;"Premium";"E";"I1";62,3;60;3871;6,78;6,71;4,2
"35853";0,32;"Ideal";"E";"VVS1";60,5;57;917;4,44;4,48;2,7
"9004";1,07;"Ideal";"D";"SI2";61,4;56;4513;6,55;6,58;4,03
"53474";0,76;"Ideal";"E";"SI2";61,5;57;2680;5,83;5,87;3,6
"31888";0,3;"Premium";"G";"VS1";61,4;60;776;4,33;4,3;2,65
"27923";0,26;"Very Good";"D";"SI1";59,7;58;658;4,16;4,22;2,5
"33139";0,31;"Very Good";"G";"VVS1";59,9;62;816;4,35;4,37;2,61
"36083";0,33;"Ideal";"G";"IF";61;57;925;4,45;4,48;2,72
"34084";0,36;"Ideal";"D";"VS2";61,1;57;852;4,58;4,62;2,81
"14211";1,01;"Very Good";"E";"VS2";59,3;59;5760;6,5;6,56;3,87
"39933";0,3;"Premium";"H";"VS1";62,1;59;491;4,25;4,28;2,65
"33979";0,41;"Very Good";"I";"VVS1";63,1;58;847;4,68;4,74;2,97
"50949";0,56;"Ideal";"G";"IF";62;54;2321;5,3;5,32;3,29
"3341";0,9;"Premium";"H";"SI1";62;55;3377;6,21;6,17;3,84
"47255";0,51;"Ideal";"G";"VVS2";62,9;57;1842;5,12;5,06;3,2
