"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"25208";1,52;"Ideal";"G";"VS2";62,8;54;13809;7,3;7,36;4,61
"1363";1,5;"Fair";"H";"I1";65,6;54;2964;7,26;7,09;4,7
"24784";1,51;"Good";"G";"VVS2";63,8;59;13155;7,24;7,28;4,63
"47307";0,26;"Very Good";"G";"VS2";62,4;57;397;4,09;4,12;2,56
"19035";0,3;"Ideal";"E";"VS2";62,1;55;621;4,32;4,35;2,69
"34865";0,3;"Premium";"G";"VVS2";62,6;58;878;4,28;4,25;2,67
"34393";0,34;"Ideal";"G";"VVS1";61,3;55;863;4,54;4,56;2,79
"23855";1,52;"Ideal";"H";"VS1";60,1;60;11946;7,54;7,51;4,52
"13649";1,05;"Ideal";"F";"SI1";60,6;59;5586;6,51;6,56;3,96
"37793";0,38;"Ideal";"E";"VS1";62,1;56;1000;4,62;4,65;2,88
"53681";0,73;"Ideal";"F";"SI2";62,1;56;2712;5,8;5,76;3,59
"26030";0,32;"Ideal";"F";"VS2";62,6;55;645;4,38;4,41;2,75
"30598";0,31;"Ideal";"D";"VS2";60,7;56;734;4,35;4,38;2,65
"4746";0,8;"Ideal";"D";"SI2";61,9;54;3682;5,98;5,96;3,7
"28246";0,33;"Ideal";"H";"VVS2";61,9;57;666;4,41;4,44;2,74
"843";0,79;"Premium";"E";"SI2";61;58;2868;5,96;5,9;3,62
"9979";1,32;"Premium";"I";"SI2";60,8;58;4704;7,03;7,11;4,3
"20847";1,26;"Very Good";"F";"VS2";61,4;59;9071;6,86;6,96;4,24
"10260";1,01;"Premium";"E";"SI2";62,6;59;4751;6,39;6,36;3,99
"18831";1,23;"Premium";"D";"SI1";62,5;58;7715;6,85;6,79;4,27
"3817";0,7;"Ideal";"F";"VS2";61;55;3468;5,74;5,79;3,52
"7237";1,07;"Premium";"H";"SI2";62,2;59;4194;6,53;6,47;4,04
"27634";2,4;"Good";"I";"SI1";56,9;62;18541;8,87;8,81;5,03
"33032";0,32;"Ideal";"G";"VVS1";61,2;55;814;4,41;4,44;2,71
"53078";0,9;"Ideal";"F";"I1";61,8;57;2611;6,13;6,2;3,81
"18779";1,02;"Premium";"F";"VS1";60,8;59;7677;6,49;6,46;3,94
"43363";0,58;"Very Good";"I";"VS2";61,7;54,1;1408;5,37;5,4;3,32
"39704";0,58;"Fair";"F";"SI2";64,7;56;1088;5,31;5,24;3,41
"41018";0,4;"Ideal";"F";"VVS1";62,2;56;1186;4,71;4,74;2,94
"45004";0,57;"Ideal";"F";"VS2";59,2;57;1637;5,45;5,5;3,24
"49036";0,62;"Ideal";"E";"SI1";61,7;54;2054;5,53;5,49;3,4
