"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"6654";0,9;"Good";"G";"VS2";63,6;59;4093;6,04;6,1;3,86
"17601";1,18;"Ideal";"D";"SI1";61,9;55;7087;6,76;6,8;4,2
"35042";0,32;"Ideal";"E";"VVS2";61,1;55;883;4,41;4,46;2,71
"3334";0,71;"Ideal";"E";"SI1";61,7;55;3376;5,73;5,77;3,55
"44489";0,7;"Premium";"F";"SI2";61,6;60;1597;5,78;5,68;3,53
"22292";2,18;"Very Good";"E";"I1";62;60;10340;8,25;8,33;5,14
"50293";0,31;"Ideal";"G";"VS1";62,7;57;542;4,31;4,34;2,71
"797";0,7;"Ideal";"H";"VS2";61,1;57;2862;5,71;5,74;3,5
"49317";0,32;"Premium";"G";"SI2";61,6;59;540;4,38;4,35;2,69
"31752";0,4;"Premium";"D";"SI1";61,3;60;772;4,71;4,75;2,9
"19447";1,53;"Good";"I";"SI1";63,1;57;8095;7,28;7,34;4,61
"38211";0,43;"Ideal";"F";"SI1";61,6;57;1016;4,85;4,8;2,97
"37020";0,33;"Ideal";"G";"VVS2";62,7;55;965;4,46;4,41;2,78
"48753";0,5;"Ideal";"F";"VVS2";59,9;58;2016;5,14;5,17;3,09
"4940";1,01;"Ideal";"J";"SI2";61,6;55;3732;6,45;6,5;3,99
"2326";1,23;"Ideal";"H";"I1";61,6;55;3168;6,92;6,87;4,25
"34356";0,3;"Very Good";"D";"VS1";60,1;55;863;4,37;4,4;2,63
"8932";1,01;"Ideal";"F";"SI2";60,5;57;4497;6,53;6,49;3,94
"35112";0,3;"Ideal";"F";"IF";62,1;55;886;4,31;4,35;2,69
"29455";0,4;"Premium";"I";"SI2";60,5;58;702;4,82;4,76;2,9
"3208";0,91;"Premium";"F";"SI2";63;59;3346;6,17;6,12;3,87
"14498";0,9;"Good";"G";"IF";61,8;61;5855;6,12;6,17;3,8
"53138";0,72;"Good";"D";"SI2";59,7;61;2620;5,78;5,84;3,47
"27881";0,39;"Ideal";"H";"SI1";61,9;55,7;654;4,66;4,71;2,9
"33352";0,41;"Ideal";"G";"VS2";62,7;55;827;4,75;4,79;2,99
"33784";0,32;"Very Good";"G";"VVS1";60,9;61;842;4,37;4,4;2,67
