"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"24492";2,03;"Very Good";"D";"SI2";63,1;59;12765;8,12;7,99;5,08
"30417";0,32;"Premium";"G";"VVS2";62,3;58;730;4,35;4,38;2,72
"30902";0,31;"Ideal";"F";"VS1";62,4;55;744;4,37;4,35;2,72
"30942";0,27;"Very Good";"E";"VS2";58,6;57;449;4,3;4,33;2,53
"1650";1,02;"Very Good";"F";"SI2";63,3;56;3018;6,38;6,31;4,02
"16597";1,04;"Ideal";"G";"VS2";61,9;57;6628;6,48;6,5;4,02
"17371";0,32;"Ideal";"D";"SI2";61,7;55;612;4,4;4,38;2,71
"16285";1,33;"Very Good";"I";"SI1";62,6;56;6513;6,97;7,03;4,38
"6581";0,9;"Very Good";"D";"SI2";62,9;56;4078;6,09;6,19;3,86
"39959";0,33;"Good";"D";"SI2";63,3;53;492;4,39;4,42;2,79
"48530";0,55;"Very Good";"E";"VS1";61,6;55;1986;5,26;5,28;3,25
"17490";2,05;"Good";"G";"I1";56,9;58;7026;8,46;8,3;4,77
"18750";1,7;"Ideal";"H";"SI2";62,9;57;7664;7,59;7,55;4,76
"9322";0,9;"Very Good";"D";"SI1";62,5;59;4579;6,11;6,15;3,83
"30292";0,34;"Good";"F";"SI2";63,3;54;447;4,46;4,48;2,83
"30563";0,31;"Ideal";"D";"VS2";62,2;54;734;4,31;4,34;2,69
"13923";1,01;"Fair";"G";"VS2";67,8;59;5666;6,07;6,02;4,1
"7495";1,01;"Ideal";"F";"SI2";61,4;56;4239;6,46;6,51;3,98
"32032";0,3;"Ideal";"E";"VS1";62,5;56;778;4,3;4,28;2,68
"48246";0,69;"Good";"F";"SI1";58,4;61,7;1951;5,75;5,82;3,38
"22533";1,86;"Premium";"G";"SI2";62,5;60;10572;7,9;7,8;4,91
"1934";0,53;"Ideal";"E";"VVS1";61,8;55;3084;5,19;5,24;3,22
"21554";2,01;"Premium";"I";"SI2";62,1;60;9658;8,1;8,03;5,01
"42337";0,56;"Premium";"E";"SI2";62,6;59;1297;5,24;5,2;3,27
"34747";0,41;"Premium";"H";"SI1";62,6;59;876;4,77;4,72;2,97
"12021";1;"Premium";"F";"SI1";62,5;59;5152;6,39;6,34;3,98
"27922";0,35;"Very Good";"G";"VS2";60,2;60;658;4,54;4,6;2,75
"36112";0,42;"Premium";"E";"SI1";60;58;926;4,89;4,85;2,92
"38171";0,34;"Ideal";"G";"IF";61,9;57;1014;4,47;4,48;2,77
"30126";0,32;"Premium";"G";"VS2";62;59;720;4,41;4,37;2,72
"44173";0,53;"Premium";"D";"SI1";61,4;58;1566;5,19;5,23;3,2
"25262";2;"Very Good";"I";"SI2";59,5;61;13892;8,16;8,18;4,86
"17671";1,15;"Ideal";"H";"VS1";62,7;57;7123;6,68;6,64;4,17
"7975";1,17;"Premium";"F";"SI2";59,6;60;4324;6,88;6,85;4,09
"50854";0,7;"Very Good";"F";"SI1";60,3;59;2312;5,73;5,78;3,47
"23317";1,7;"Premium";"I";"VS2";61,2;59;11360;7,62;7,55;4,64
"50788";0,56;"Very Good";"E";"VVS2";60,3;57;2304;5,33;5,37;3,23
"20600";1,6;"Ideal";"J";"VS1";62,1;57;8904;7,46;7,54;4,66
"48640";0,31;"Premium";"I";"SI1";60,1;59;537;4,41;4,38;2,64
"49112";0,57;"Ideal";"F";"VS1";61,4;55;2065;5,38;5,39;3,3
"39160";0,35;"Premium";"E";"VS1";60,8;58;1063;4,58;4,55;2,78
"32119";0,37;"Very Good";"E";"VS1";63,5;59;784;4,55;4,59;2,9
"19452";1,25;"Premium";"H";"VS1";61,3;55;8099;6,96;6,93;4,26
"18820";1,54;"Premium";"G";"SI2";59,4;60;7707;7,49;7,52;4,46
"19297";1,22;"Ideal";"H";"VVS2";61,8;57;8014;6,85;6,89;4,25
"49655";0,71;"Very Good";"H";"SI2";61,8;58;2141;5,67;5,73;3,52
"39107";0,41;"Ideal";"H";"VS1";62,7;56;1061;4,77;4,73;2,98
"21927";2;"Good";"G";"SI2";64,2;60;9999;7,89;7,81;5,04
