"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"25650";2,51;"Premium";"H";"SI2";60,6;61;14543;8,88;8,68;5,29
"32419";0,41;"Very Good";"D";"SI1";62,9;58;791;4,7;4,75;2,97
"48546";0,7;"Good";"F";"SI1";63,5;59;1988;5,58;5,64;3,56
"26464";1,5;"Premium";"E";"VS1";62,5;58;16023;7,21;7,28;4,53
"20897";1,23;"Ideal";"G";"VS1";61,8;58;9116;6,85;6,9;4,25
"28621";0,24;"Premium";"H";"VVS1";60,8;59;432;4;4,02;2,44
"51447";0,7;"Ideal";"G";"VS2";62,9;56;2375;5,7;5,65;3,57
"44149";0,51;"Ideal";"H";"VS2";61,7;56;1563;5,13;5,18;3,18
"40993";0,42;"Premium";"E";"VS1";62,2;59;1181;4,79;4,76;2,97
"17517";1,3;"Premium";"D";"SI2";61,5;58;7044;6,98;6,91;4,27
"6538";1,1;"Ideal";"E";"SI2";59,4;54;4071;6,79;6,74;4,02
"42379";0,51;"Very Good";"E";"SI1";63,1;56;1305;5,07;5,1;3,21
"6070";1,13;"Very Good";"E";"SI2";59,4;62;3967;6,78;6,83;4,04
"16323";1,08;"Premium";"G";"VS2";60,1;59;6532;6,7;6,64;4,01
"14861";1,14;"Premium";"H";"VS2";60,2;58;5986;6,74;6,81;4,08
"42824";0,5;"Good";"F";"VS2";59,7;63;1354;5,08;5,1;3,04
"2196";0,9;"Good";"E";"SI2";64,1;57;3139;6,07;6,09;3,9
"25068";1,06;"Ideal";"D";"VVS2";61,8;56;13588;6,49;6,53;4,03
"30272";0,31;"Very Good";"H";"SI1";59;57;446;4,4;4,44;2,61
"31963";0,43;"Premium";"H";"I1";62;59;452;4,78;4,83;2,98
"1586";0,7;"Ideal";"F";"VS2";61,3;57;3008;5,7;5,76;3,51
"23582";1,52;"Very Good";"D";"SI1";62;58;11595;7,37;7,4;4,58
"927";0,7;"Very Good";"H";"IF";62,8;56;2882;5,62;5,65;3,54
"13925";1,02;"Ideal";"H";"VS2";60,4;57;5666;6,58;6,54;3,96
"44398";0,5;"Premium";"E";"VS2";63;58;1583;5,07;5,02;3,18
"33183";0,41;"Premium";"D";"SI2";62,3;61;818;4,75;4,72;2,95
"4748";0,92;"Premium";"F";"SI1";62,6;59;3684;6,23;6,19;3,89
"46296";0,3;"Very Good";"E";"SI1";61,7;56;526;4,27;4,29;2,64
"4098";0,84;"Very Good";"G";"VS2";62;56;3535;6,07;6,09;3,77
"15026";1,5;"Premium";"J";"SI2";61;60;6048;7,34;7,3;4,46
"16433";1,01;"Very Good";"D";"VS2";59,8;60;6563;6,42;6,46;3,85
"20245";1,52;"Fair";"H";"VS2";62,1;66;8674;7,33;7,13;4,5
"37929";0,3;"Very Good";"H";"SI2";63,2;55;485;4,29;4,26;2,7
"20634";1,27;"Very Good";"F";"VS2";60,7;61;8928;6,97;7,01;4,24
"46523";0,51;"Ideal";"G";"VS1";61;55;1781;5,21;5,11;3,15
"9821";1,01;"Good";"G";"SI1";60,7;59;4672;6,35;6,4;3,87
"4679";0,7;"Ideal";"G";"IF";60,2;57;3672;5,78;5,84;3,5
"4299";0,78;"Ideal";"G";"VS2";62;57;3590;5,9;5,86;3,65
"51741";0,76;"Ideal";"F";"SI2";61,9;57;2403;5,87;5,9;3,64
"50702";0,53;"Premium";"F";"VVS2";61,4;57;2290;5,22;5,2;3,2
"5195";1,06;"Ideal";"I";"SI2";61,4;57;3777;6,57;6,63;4,05
"32086";0,33;"Ideal";"D";"VS2";61,9;53;781;4,46;4,49;2,77
"8599";1,03;"Fair";"D";"SI1";65,5;58;4441;6,18;6,13;4,03
"26739";1,52;"Good";"F";"VS1";63,4;60;16519;7,25;7,3;4,61
"42171";0,53;"Premium";"I";"VS1";62,3;58;1286;5,18;5,26;3,25
"9277";1,01;"Very Good";"D";"SI2";61,4;60;4564;6,33;6,38;3,9
"24837";1,5;"Good";"D";"VS2";64,1;54;13232;7,17;7,24;4,62
"33384";0,41;"Ideal";"G";"VS2";62,2;57;827;4,71;4,74;2,94
"30767";0,33;"Premium";"F";"VS2";60;60;740;4,49;4,45;2,68
"13912";1,04;"Ideal";"F";"SI1";61,4;56;5663;6,52;6,58;4,02
"26815";2,02;"Ideal";"I";"SI1";62,2;57;16704;8,1;8,04;5,02
"39919";0,41;"Ideal";"D";"VS1";62,4;56;1105;4,75;4,8;2,98
"27207";2,21;"Premium";"G";"SI2";62,4;60;17525;8,34;8,29;5,19
"18540";1,21;"Premium";"H";"VS1";62,5;59;7555;6,8;6,74;4,23
"48764";0,66;"Good";"F";"SI1";60,4;60,1;2017;5,59;5,65;3,39
"13240";1,02;"Premium";"H";"VS1";62,1;59;5469;6,38;6,43;3,98
"1997";0,53;"Ideal";"D";"VVS1";61,6;55;3097;5,21;5,27;3,23
"29085";0,36;"Very Good";"G";"SI1";63,3;56;689;4,53;4,5;2,86
"5453";0,8;"Very Good";"E";"VS1";63,2;54;3831;5,88;5,93;3,73
"40512";0,45;"Good";"F";"VS1";57,6;62,5;1144;5,05;5,09;2,91
"46892";0,56;"Ideal";"F";"VS2";62,1;57;1814;5,29;5,28;3,28
"47915";0,56;"Very Good";"F";"VS1";58,2;60;1915;5,38;5,41;3,14
"3996";0,71;"Ideal";"E";"VS1";62;56;3516;5,72;5,74;3,55
"28842";0,41;"Very Good";"E";"SI2";62,9;58;683;4,72;4,75;2,98
"20039";0,3;"Good";"H";"SI1";63,4;58;421;4,21;4,24;2,68
"49159";0,5;"Ideal";"G";"VVS1";62,2;56;2070;5,12;5,1;3,18
"248";1,05;"Very Good";"J";"SI2";63,2;56;2789;6,49;6,45;4,09
"43596";0,3;"Ideal";"G";"VS2";61,8;56;507;4,29;4,32;2,66
"7340";0,91;"Premium";"E";"SI1";62,6;58;4211;6,14;6,17;3,85
"44817";0,5;"Premium";"G";"VS1";62,5;58;1624;5,07;5,11;3,18
"7546";0,9;"Premium";"H";"VS2";60,4;59;4246;6,27;6,24;3,78
"34182";0,33;"Premium";"G";"VS1";61,8;59;854;4,45;4,39;2,73
"2097";0,76;"Ideal";"G";"VS2";61,7;55;3114;5,86;5,91;3,63
"43210";0,73;"Premium";"G";"I1";62,5;58;1395;5,82;5,74;3,61
"47334";0,23;"Very Good";"E";"VVS1";62,9;59;530;3,93;3,95;2,48
"12553";1,01;"Premium";"G";"SI1";62,9;61;5273;6,35;6,33;3,99
"49095";0,51;"Very Good";"G";"IF";63,8;58;2063;5,06;5,09;3,24
"15612";1;"Ideal";"E";"VS2";62;56;6261;6,42;6,36;3,96
"9783";0,98;"Ideal";"G";"SI1";62,3;56;4665;6,37;6,34;3,96
"11861";1,03;"Premium";"G";"SI1";60,5;60;5105;6,52;6,48;3,93
"11797";1,03;"Good";"D";"SI1";60,1;62;5088;6,55;6,53;3,93
"6907";1,01;"Good";"G";"SI2";63,7;59;4135;6,38;6,31;4,04
"49987";0,7;"Good";"F";"SI1";57,9;63;2190;5,8;5,84;3,37
"2855";0,8;"Good";"E";"VS2";63,4;56;3273;5,88;5,92;3,74
"35903";0,32;"Ideal";"G";"IF";61,9;53;918;4,42;4,47;2,75
"22038";0,31;"Ideal";"I";"VS1";61,6;55;628;4,36;4,34;2,68
"51686";0,55;"Very Good";"E";"VVS2";60,4;56;2399;5,36;5,38;3,24
"33161";0,31;"Ideal";"E";"VVS2";61,6;55;816;4,35;4,38;2,69
"22863";1,63;"Good";"F";"SI1";57,7;60;10901;7,71;7,79;4,47
"17007";1,43;"Ideal";"J";"SI1";60,5;58;6789;7,25;7,34;4,41
"37193";0,53;"Ideal";"I";"SI2";62;54;973;5,19;5,23;3,23
"32892";0,36;"Ideal";"E";"SI1";61,4;57;810;4,59;4,56;2,81
"19372";0,27;"Ideal";"E";"VVS2";62,5;57;622;4,1;4,13;2,57
"539";0,79;"Premium";"H";"VVS2";62,6;58;2827;5,96;5,9;3,71
"48297";0,53;"Ideal";"G";"VVS1";62,1;56;1958;5,19;5,21;3,23
"12846";1,02;"Premium";"H";"VS2";62,4;58;5356;6,39;6,43;4
"21347";1,23;"Premium";"F";"VS1";61,3;60;9489;6,94;6,9;4,24
"41400";0,52;"Ideal";"H";"SI1";61;56;1223;5,2;5,23;3,18
"8278";1,02;"Premium";"D";"SI2";60,9;61;4381;6,39;6,31;3,87
"48456";0,58;"Premium";"G";"VVS2";61,4;61;1975;5,43;5,38;3,32
"12181";1,06;"Premium";"G";"SI1";62,7;56;5183;6,55;6,46;4,08
"24903";1,5;"Premium";"F";"VS2";62,4;57;13333;7,38;7,29;4,58
"2936";0,77;"Premium";"E";"VS2";60,5;59;3291;5,92;5,98;3,6
"23294";1,5;"Premium";"H";"VS2";60;62;11322;7,41;7,38;4,44
"46858";0,51;"Ideal";"G";"VVS2";60,1;56;1813;5,22;5,24;3,14
"42579";0,43;"Ideal";"H";"VS1";61,2;55;1329;4,87;4,9;2,99
"29020";0,31;"Ideal";"G";"VVS2";60,9;56;687;4,4;4,43;2,69
"38848";0,4;"Ideal";"I";"IF";62,4;56;1050;4,73;4,7;2,94
"35526";0,32;"Ideal";"H";"VVS1";61,3;56;905;4,42;4,45;2,72
"938";0,77;"Ideal";"D";"SI2";61,5;55;2885;5,9;5,93;3,64
"40088";0,33;"Premium";"H";"IF";62;58;1114;4,42;4,39;2,73
"47684";0,51;"Premium";"E";"VVS2";62;62;1882;5,09;5,04;3,14
"42859";0,53;"Premium";"H";"VS2";59,1;59;1356;5,33;5,26;3,13
"33208";0,4;"Ideal";"J";"SI1";61,2;56;820;4,77;4,81;2,93
"10940";1,01;"Good";"F";"SI1";63,3;59;4899;6,38;6,42;4,05
"661";0,79;"Ideal";"D";"SI1";61,5;56;2846;5,96;5,91;3,65
"23108";1,3;"Premium";"F";"VS1";62;58;11130;6,94;6,9;4,29
"31089";0,33;"Very Good";"G";"VVS2";60;63;752;4,45;4,49;2,68
"29459";0,39;"Very Good";"D";"VS2";62,2;58;702;4,63;4,69;2,9
"39799";0,38;"Ideal";"D";"VVS2";59,7;62;1096;4,71;4,74;2,82
"23159";1,3;"Ideal";"G";"VVS2";62;57;11175;7,03;6,96;4,34
"19199";1,51;"Good";"H";"VS2";63,8;56;7949;7,24;7,17;4,6
"47400";0,55;"Ideal";"D";"VS2";61,7;57;1848;5,21;5,26;3,23
"19948";1,5;"Good";"E";"SI2";64,5;58;8492;7,06;7,11;4,57
"19369";0,4;"Good";"D";"SI2";63,4;59;622;4,67;4,7;2,97
"18754";1,01;"Good";"E";"VS1";63,8;55;7665;6,41;6,32;4,06
"13590";1,08;"Ideal";"G";"VS2";62,1;57;5559;6,54;6,57;4,07
