"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"40902";0,5;"Ideal";"H";"SI1";62;56;1178;5,09;5,12;3,16
"38241";0,39;"Ideal";"D";"VVS2";60;56;1018;4,77;4,79;2,87
"32448";0,43;"Very Good";"E";"SI1";62,9;56;792;4,8;4,83;3,03
"26057";2,13;"Ideal";"J";"VS2";62,1;55;15258;8,23;8,29;5,13
"42315";0,41;"Ideal";"F";"VVS1";61,7;57;1295;4,77;4,8;2,95
"25005";1,25;"Ideal";"E";"VVS1";62,6;56;13536;6,83;6,91;4,3
"11197";1,14;"Very Good";"D";"SI2";59,2;61;4957;6,82;6,84;4,04
"45797";0,51;"Premium";"E";"VS2";63;59;1709;5,08;5,05;3,19
"951";0,5;"Ideal";"E";"VVS2";62,2;54;2889;5,08;5,12;3,17
"52660";0,71;"Premium";"H";"VS2";62,1;58,5;2549;5,68;5,73;3,55
"2832";0,7;"Good";"D";"VVS2";63,3;54;3267;5,6;5,64;3,56
"27602";2,1;"Ideal";"H";"SI2";63,1;55;18462;8,17;8,13;5,14
"15286";1,09;"Ideal";"D";"SI1";62,7;56;6133;6,55;6,59;4,12
"16734";0,41;"Good";"G";"SI2";63,6;54;611;4,7;4,74;3
"637";0,73;"Ideal";"D";"SI1";61,4;57;2841;5,76;5,8;3,55
"1970";0,58;"Ideal";"F";"VVS1";61,7;55;3090;5,36;5,39;3,31
"5736";0,91;"Very Good";"G";"SI2";63,4;60;3891;6,11;6,06;3,86
"11883";1,17;"Ideal";"H";"SI2";62,3;57;5111;6,78;6,74;4,21
"35524";0,43;"Very Good";"F";"VS2";61,3;59;905;4,81;4,84;2,96
"21655";1,41;"Ideal";"H";"VS1";60,7;56;9752;7,31;7,22;1,41
"45553";0,51;"Premium";"D";"SI1";60,9;59;1687;5,19;5,13;3,14
"15755";1,15;"Ideal";"I";"SI1";61,9;56;6300;6,68;6,72;4,15
"31245";0,31;"Fair";"F";"VVS2";56,9;59;757;4,45;4,48;2,54
"40797";0,5;"Good";"D";"SI1";63,5;57;1169;5,05;5,09;3,22
"46298";0,3;"Good";"H";"VS1";63,1;57;526;4,24;4,26;2,68
"36732";0,32;"Premium";"G";"IF";59,4;59;954;4,48;4,51;2,67
"51548";0,78;"Premium";"I";"SI1";61,9;58;2387;5,93;5,87;3,65
"6497";0,9;"Very Good";"E";"VS2";61,1;63;4062;6,2;6,17;3,78
"37356";0,4;"Ideal";"D";"VS2";61,6;57;982;4,71;4,77;2,92
"34387";0,41;"Premium";"F";"VS2";60,3;60;863;4,81;4,84;2,91
"34608";0,27;"Ideal";"F";"VS2";60,3;56;470;4,21;4,25;2,55
"38108";0,36;"Premium";"E";"VS2";61,8;58;1013;4,57;4,52;2,81
"39028";0,43;"Ideal";"G";"VVS2";60,1;57;1056;4,88;4,91;2,94
"5679";1,01;"Very Good";"I";"SI2";61,8;60;3885;6,34;6,37;3,93
"18407";1,11;"Good";"E";"VS2";58,5;58;7480;6,77;6,84;3,98
"19597";1,73;"Good";"E";"I1";63,6;59;8220;7,56;7,6;4,82
"39091";0,31;"Ideal";"F";"IF";61,4;56;1061;4,38;4,41;2,7
"46313";0,3;"Ideal";"H";"VS1";62,3;55;526;4,29;4,34;2,69
"41276";0,3;"Ideal";"H";"VS1";60,8;57;503;4,31;4,34;2,63
"33727";0,43;"Premium";"H";"SI2";62,8;58;839;4,85;4,83;3,04
"30393";0,33;"Ideal";"H";"VVS1";61,7;55;730;4,48;4,5;2,77
"39865";0,39;"Ideal";"G";"IF";61,9;54;1101;4,67;4,73;2,91
"11368";1;"Ideal";"G";"SI1";61,9;56;4997;6,37;6,45;3,97
"46772";0,7;"Fair";"H";"SI1";65;59;1803;5,54;5,5;3,59
"14130";0,93;"Premium";"F";"SI1";62,3;59;5729;6,25;6,21;3,88
"52825";0,75;"Premium";"F";"SI1";61,7;58;2573;5,85;5,88;3,62
"17441";1,24;"Ideal";"G";"SI1";60,5;60;6994;6,97;6,91;4,2
"52882";0,73;"Ideal";"H";"VS2";62;54;2583;5,79;5,83;3,6
"10310";0,9;"Good";"H";"VVS1";63,8;59;4763;6,13;6,09;3,9
"41871";0,38;"Premium";"F";"VVS1";61,6;58;1257;4,66;4,63;2,86
"21234";1,7;"Good";"J";"VS2";62,4;61;9380;7,47;7,53;4,68
"24526";2,01;"Ideal";"J";"SI2";62,1;56;12814;8,06;8,13;5,03
"46884";0,7;"Premium";"I";"VS2";61;59;1814;5,71;5,66;3,47
"31627";0,3;"Ideal";"H";"SI1";62,2;57;450;4,27;4,28;2,66
"53894";0,7;"Ideal";"F";"VS1";62;55;2751;5,74;5,71;3,55
"49028";0,56;"Ideal";"D";"SI1";61,9;57;2053;5,27;5,3;3,27
"4409";0,31;"Ideal";"I";"VVS1";62,1;56;571;4,35;4,38;2,71
