"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"9628";0,92;"Premium";"H";"VVS2";62,5;58;4637;6,25;6,16;3,88
"10931";1,05;"Very Good";"I";"VS2";63,2;56;4895;6,47;6,51;4,1
"40";0,33;"Ideal";"I";"SI2";61,8;55;403;4,49;4,51;2,78
"50105";0,72;"Very Good";"J";"VVS1";60,1;58;2208;5,8;5,84;3,5
"18886";1;"Premium";"E";"VS1";60,4;59;7744;6,51;6,54;3,94
"4943";0,76;"Ideal";"D";"SI1";62,3;55;3732;5,81;5,84;3,63
"29203";0,44;"Very Good";"J";"VS1";61,9;57;694;4,83;4,9;3,01
"7722";0,26;"Premium";"E";"VS1";60,1;60;580;4,15;4,1;2,48
"14879";1,16;"Ideal";"E";"SI2";61,9;55;5991;6,71;6,77;4,17
"30700";0,4;"Very Good";"H";"VS2";59,1;61;737;4,81;4,84;2,85
"43786";0,46;"Ideal";"G";"IF";62,5;57;1441;4,89;4,94;3,07
"25784";1,5;"Ideal";"F";"VS2";62,6;57;14759;7,27;7,34;4,57
"51573";0,63;"Premium";"G";"VS2";60,4;58;2391;5,6;5,59;3,38
"50520";0,53;"Ideal";"E";"VVS2";62,2;54;2273;5,19;5,23;3,24
"50826";0,67;"Very Good";"F";"VS2";59,4;59,5;2309;5,7;5,76;3,4
"9967";1;"Ideal";"H";"SI1";60,3;56;4702;6,52;6,54;3,94
"39847";0,51;"Very Good";"F";"SI2";62,7;56;1100;5,07;5,1;3,19
"41261";0,31;"Premium";"H";"SI2";59,5;59;501;4,45;4,39;2,63
"40336";0,51;"Good";"H";"VS2";61,8;65;1128;5,07;5,02;3,12
"52809";0,71;"Premium";"I";"VVS1";63;58;2572;5,67;5,6;3,55
"14386";0,3;"Premium";"H";"VVS2";62,4;58;605;4,26;4,3;2,67
"29816";0,3;"Premium";"D";"SI1";62,7;60;709;4,26;4,23;2,66
"38593";0,55;"Ideal";"H";"SI2";62,6;56;1037;5,24;5,27;3,29
"6304";1,14;"Premium";"D";"I1";61,8;59;4022;6,74;6,62;4,13
"16765";1,2;"Ideal";"H";"SI1";61,3;57;6675;6,81;6,85;4,19
"678";0,79;"Good";"E";"SI1";64,1;54;2849;5,86;5,84;3,75
"27819";0,34;"Premium";"G";"SI1";59,7;59;650;4,54;4,5;2,7
"41534";0,42;"Ideal";"G";"VVS1";61,2;57;1235;4,82;4,78;2,94
"33818";0,4;"Good";"I";"VVS1";63,9;56;842;4,64;4,68;2,98
"16927";1,3;"Very Good";"H";"SI1";62,3;58;6758;6,97;7,03;4,36
"9924";1,21;"Very Good";"J";"VS2";63;57;4691;6,73;6,77;4,25
"22073";1,31;"Very Good";"E";"VS2";63,1;56;10094;6,95;6,9;4,37
"41321";0,52;"Ideal";"I";"VS2";61,9;55;1214;5,19;5,21;3,22
"31757";0,44;"Premium";"G";"SI1";60,1;60;772;4,86;4,95;2,95
"12582";1,07;"Ideal";"E";"SI2";62,4;60;5280;6,49;6,52;4,06
"37308";0,31;"Ideal";"F";"IF";61,8;54;979;4,33;4,37;2,69
"2510";0,7;"Ideal";"D";"SI1";61,7;57;3199;5,76;5,73;3,54
"29914";0,3;"Premium";"D";"VS1";61,9;58;712;4,28;4,32;2,66
"7225";0,9;"Good";"D";"SI1";63,8;58;4193;6,09;6,13;3,9
"45485";0,53;"Ideal";"H";"VS1";61,7;56;1678;5,21;5,23;3,22
"3237";0,9;"Good";"I";"VS2";58,5;66;3353;6,23;6,25;3,65
"20864";1,59;"Premium";"E";"SI2";60,5;59;9082;7,59;7,55;4,58
