"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"35689";0,39;"Ideal";"H";"VVS2";61,9;54;911;4,7;4,73;2,92
"49110";0,98;"Premium";"I";"I1";62,5;60;2064;6,31;6,25;3,93
"25261";1,5;"Very Good";"E";"VS2";62,9;56;13892;7,31;7,22;4,57
"50963";0,7;"Very Good";"E";"SI2";60,8;57;2324;5,66;5,72;3,46
"46737";0,52;"Ideal";"H";"IF";61,8;55;1798;5,17;5,19;3,2
"42453";0,5;"Ideal";"E";"SI1";62,2;57;1316;5,05;5,11;3,16
"42339";0,52;"Very Good";"F";"SI1";61,9;58;1298;5,1;5,15;3,17
"5583";1,12;"Ideal";"E";"SI2";60,9;57;3864;6,66;6,6;4,04
"16178";1;"Very Good";"F";"VS1";62,9;56;6468;6,38;6,43;4,03
"19321";1,2;"Very Good";"G";"VS2";63,5;57;8032;6,76;6,66;4,26
"17393";0,32;"Ideal";"D";"SI2";59,8;57;612;4,46;4,4;2,65
"37731";0,53;"Very Good";"J";"VS2";62,7;56;996;5,15;5,18;3,24
"32825";0,34;"Premium";"E";"VS1";59,9;58;805;4,54;4,58;2,73
"38262";0,26;"Premium";"H";"VS1";62,3;59;382;4,06;4,1;2,54
"21486";1,22;"Ideal";"F";"VS1";62,6;55;9581;6,82;6,86;4,28
"6124";0,83;"Very Good";"D";"VS1";61,3;57,2;3984;6,02;6,11;3,72
"41860";0,59;"Very Good";"I";"SI1";61,7;55,2;1257;5,39;5,41;3,33
"445";1,02;"Premium";"G";"I1";60,3;58;2815;6,55;6,5;3,94
"50276";0,7;"Good";"E";"SI1";62,7;61;2239;5,59;5,67;3,53
"36730";0,32;"Ideal";"E";"VVS1";61,7;56;954;4,4;4,42;2,72
"28913";0,3;"Ideal";"G";"VVS2";61,1;57;684;4,32;4,35;2,65
"4213";0,9;"Good";"D";"SI1";61,9;64;3567;6;6,09;3,74
"18624";1,28;"Ideal";"G";"SI1";62,2;56;7598;6,96;6,9;4,31
"46240";0,53;"Premium";"F";"VS2";60,6;55;1753;5,26;5,23;3,18
"14816";1,07;"Premium";"G";"VS1";59,6;58;5967;6,66;6,7;3,98
"17142";1;"Good";"F";"VS2";61,1;61;6841;6,38;6,45;3,92
"4930";1,11;"Very Good";"J";"VS2";63,2;59;3730;6,55;6,46;4,11
"21115";1,5;"Good";"E";"SI2";63,5;59;9281;7,25;7,28;4,61
"38161";0,34;"Ideal";"E";"VVS1";62,2;56;1014;4,44;4,46;2,77
"25309";1,51;"Ideal";"E";"VS2";59,8;59;13986;7,55;7,47;4,49
"30004";0,43;"Ideal";"H";"SI1";62,3;56;716;4,83;4,86;3,02
"44514";0,52;"Premium";"D";"SI1";61,4;58;1600;5,16;5,19;3,18
"1889";0,7;"Very Good";"D";"SI1";62,4;57;3075;5,64;5,67;3,53
"7703";1,12;"Premium";"E";"SI2";62,4;58;4277;6,59;6,64;4,13
"37766";0,41;"Ideal";"E";"VS2";62,4;54;999;4,79;4,76;2,98
"1400";0,32;"Ideal";"G";"VS1";62,3;55;559;4,39;4,41;2,74
"53940";0,75;"Ideal";"D";"SI2";62,2;55;2757;5,83;5,87;3,64
"10579";1,23;"Ideal";"F";"SI2";62,1;57;4819;6,83;6,8;4,23
"20";0,3;"Very Good";"J";"SI1";62,7;59;351;4,21;4,27;2,66
