"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"9496";1;"Good";"F";"SI1";58,1;64;4608;6,56;6,6;3,82
"22543";1,61;"Very Good";"E";"SI2";60,4;58;10580;7,59;7,64;4,6
"45013";0,54;"Premium";"H";"VS1";61,3;58;1637;5,25;5,22;3,21
"50406";0,73;"Premium";"E";"SI2";62,2;55;2256;5,81;5,71;3,58
"2664";0,72;"Ideal";"E";"VS2";62,1;57;3235;5,73;5,76;3,57
"2754";0,9;"Very Good";"H";"SI2";59,6;59;3250;6,38;6,24;3,76
"34414";0,3;"Ideal";"G";"IF";60,7;57;863;4,34;4,39;2,65
"36747";0,33;"Ideal";"F";"VVS1";61,8;57;955;4,44;4,46;2,75
"43875";0,5;"Ideal";"E";"VS2";62,7;55;1451;5,08;5,12;3,2
"53099";0,77;"Premium";"E";"SI2";61,7;61;2614;5,93;5,9;3,65
"52012";0,7;"Good";"D";"SI1";59,9;63;2444;5,74;5,81;3,46
"29105";0,34;"Ideal";"H";"VS2";61,4;57;689;4,55;4,48;2,77
"41902";0,59;"Very Good";"J";"VS2";62,1;57;1261;5,34;5,39;3,33
"24131";1,59;"Very Good";"H";"VVS2";63;58;12297;7,43;7,48;4,7
"12033";0,34;"Ideal";"G";"VS2";61;57;596;4,48;4,5;2,74
"5794";1;"Good";"F";"SI2";63,7;57;3906;6,32;6,36;4,04
"13009";1,21;"Good";"H";"SI1";63,8;64;5407;6,72;6,63;4,26
"46364";0,57;"Premium";"F";"VS2";62;54;1760;5,34;5,31;3,3
"19590";1,4;"Fair";"F";"VS2";66,5;56;8216;6,83;6,76;4,52
"36903";0,4;"Ideal";"F";"VS1";61,4;57;960;4,74;4,77;2,92
"4812";0,9;"Good";"H";"VS2";63,6;61;3701;6,03;5,97;3,8
"48217";0,7;"Fair";"G";"SI1";66;53;1949;5,53;5,47;3,63
"19074";1,54;"Fair";"F";"SI2";64,4;60;7848;7,26;7,16;4,64
"36895";0,31;"Premium";"F";"VVS1";61,8;59;959;4,35;4,33;2,68
"14677";1,02;"Good";"G";"VS2";63,6;57;5922;6,41;6,38;4,07
"17924";1,52;"Very Good";"J";"SI1";62,3;57;7239;7,32;7,38;4,58
"50376";0,53;"Ideal";"E";"VVS2";62,5;57;2250;5,12;5,18;3,22
"21649";1;"Very Good";"D";"VVS2";63;59;9740;6,35;6,38;4,01
"48760";0,5;"Premium";"F";"VVS2";60,9;58;2016;5,13;5,09;3,11
"14111";1,36;"Very Good";"J";"SI1";62;59;5723;7,01;7,06;4,36
"44559";0,52;"Premium";"F";"VS2";61,8;59;1605;5,15;5,11;3,17
"4830";0,73;"Very Good";"F";"VVS2";62,1;57;3705;5,74;5,76;3,57
"33823";0,32;"Ideal";"G";"VVS1";60,8;56;842;4,37;4,44;2,68
"724";0,34;"Good";"G";"VS2";57,5;61;556;4,6;4,66;2,66
"47186";0,57;"Ideal";"G";"VS1";62,3;53,7;1837;5,32;5,35;3,32
"24163";1,8;"Premium";"D";"SI1";61,2;58;12338;7,88;7,7;4,79
"21631";2,01;"Ideal";"J";"SI1";62,8;58;9725;8,02;7,97;5,02
"45342";0,72;"Good";"J";"SI1";60,1;64;1663;5,83;5,75;3,48
"20056";0,31;"Very Good";"F";"VS2";61,4;62;625;4,32;4,34;2,66
"31454";0,34;"Ideal";"G";"VS2";62,7;55;765;4,49;4,48;2,81
"34067";0,36;"Premium";"D";"SI1";61,5;59;851;4,55;4,52;2,79
"18182";1,2;"Very Good";"G";"VS2";63,1;57;7371;6,69;6,74;4,24
"20477";1,52;"Fair";"H";"SI1";61,2;60;8818;7,39;7,29;4,49
"37936";0,26;"Very Good";"G";"VVS2";62,5;55;486;4,1;4,12;2,57
"2342";0,83;"Ideal";"H";"VS2";61,6;55;3171;6,04;6,08;3,73
"27759";0,32;"Premium";"I";"VS1";61,3;58;648;4,39;4,35;2,68
"5368";0,92;"Very Good";"G";"SI1";61,5;60;3817;6,19;6,26;3,83
"34795";0,4;"Premium";"H";"VVS2";60,6;60;877;4,75;4,79;2,89
"45836";0,55;"Ideal";"E";"VS2";60,3;57;1715;5,3;5,28;3,19
"33645";0,38;"Very Good";"G";"VS1";61,9;56;833;4,63;4,68;2,88
"44346";0,55;"Ideal";"F";"VS2";61,2;55;1580;5,28;5,3;3,24
"20881";1,02;"Premium";"F";"VVS2";62,9;59;9103;6,42;6,37;4,02
"52662";0,71;"Good";"I";"VVS1";63,4;57;2549;5,67;5,71;3,61
"41097";0,57;"Ideal";"G";"SI2";61,6;54;1193;5,35;5,37;3,3
"36706";0,46;"Ideal";"I";"VS2";62,3;59;952;4,95;4,91;3,07
"30224";0,33;"Ideal";"E";"VS2";61,3;55;723;4,46;4,48;2,74
"51027";0,76;"Fair";"H";"SI1";61,9;70;2328;5,84;5,77;3,59
"2881";0,7;"Ideal";"D";"VS1";61,1;57;3278;5,73;5,75;3,51
"43486";0,58;"Ideal";"H";"SI1";61,8;56;1421;5,36;5,38;3,32
"35461";0,33;"Premium";"F";"VVS2";62,3;60;901;4,43;4,4;2,75
"31801";0,36;"Ideal";"D";"VS2";62,5;55;773;4,55;4,57;2,85
"47110";0,75;"Fair";"J";"SI1";55;66;1827;6,2;6,04;3,37
"6419";1;"Good";"I";"SI1";65,6;56;4042;6,23;6,3;4,11
"29895";0,3;"Premium";"D";"VS2";60,4;59;710;4,32;4,35;2,62
"19206";1,51;"Very Good";"J";"VS1";63,7;55;7953;7,16;7,28;4,6
"51448";0,7;"Ideal";"E";"SI2";60,5;56;2375;5,8;5,77;3,5
"8815";1,02;"Ideal";"H";"SI1";61,6;56;4476;6,51;6,55;4,02
"33043";0,32;"Ideal";"G";"VVS1";61,8;55;814;4,4;4,43;2,73
"7415";1,02;"Ideal";"H";"SI2";60,5;60;4225;6,56;6,53;3,96
"34136";0,32;"Ideal";"F";"VVS1";61,6;55;854;4,4;4,43;2,72
"7274";1,04;"Very Good";"G";"SI2";62,9;58;4200;6,43;6,47;4,06
"19695";0,3;"Ideal";"G";"VS1";60,6;57;624;4,38;4,4;2,66
"53141";0,71;"Ideal";"H";"VS2";62,2;56;2622;5,68;5,74;3,55
"960";0,66;"Ideal";"G";"VVS1";61,5;56;2890;5,61;5,58;3,44
"1908";1;"Premium";"H";"SI2";59,4;60;3080;6,49;6,4;3,83
"6063";0,77;"Very Good";"G";"VVS1";62,7;54;3966;5,84;5,89;3,67
"35743";0,3;"Premium";"D";"VS2";62,2;60;911;4,3;4,28;2,67
"20683";1;"Good";"E";"VVS2";57,8;61;8960;6,55;6,46;3,76
"33180";0,41;"Very Good";"E";"SI2";63,5;55;818;4,73;4,69;2,99
"6544";1,01;"Premium";"D";"SI2";61,7;59;4072;6,41;6,37;3,94
"7118";0,73;"Ideal";"F";"VVS1";61,1;56;4171;5,83;5,86;3,57
"50404";0,71;"Very Good";"E";"SI2";61,9;63;2256;5,69;5,74;3,54
"43372";0,53;"Ideal";"E";"SI1";62,1;53;1408;5,2;5,23;3,24
"23198";1,52;"Premium";"H";"VS2";59,4;59;11206;7,49;7,45;4,44
"26621";2,01;"Very Good";"I";"VS2";59,6;58;16383;8,18;8,23;4,89
"13268";0,91;"Very Good";"G";"VS2";62,3;59;5484;6,13;6,17;3,83
"28345";0,33;"Premium";"G";"VS1";59,2;59;666;4,51;4,54;2,68
"47875";0,52;"Ideal";"G";"VVS2";61,9;55;1911;5,14;5,16;3,19
"34695";0,3;"Ideal";"F";"IF";61,7;56;873;4,31;4,35;2,67
"26231";2,1;"Ideal";"I";"SI2";61,9;56;15653;8,22;8,2;5,08
"30105";0,32;"Premium";"H";"VS1";62,8;58;720;4,37;4,35;2,74
"32502";0,32;"Very Good";"F";"VS1";60;62;798;4,44;4,49;2,68
"29358";0,31;"Premium";"G";"VS2";61,5;60;698;4,34;4,31;2,66
"53401";0,77;"Very Good";"F";"SI2";60,1;56;2667;5,94;5,97;3,58
"18683";1,36;"Good";"G";"SI1";63,8;55;7639;6,97;6,94;4,44
"25089";2,01;"Premium";"F";"SI2";58,4;59;13610;8,26;8,24;4,82
"28065";0,31;"Good";"F";"VVS2";63,6;55;660;4,29;4,33;2,74
"35876";0,4;"Ideal";"E";"VS1";60,4;57;918;4,76;4,81;2,89
"36562";0,4;"Premium";"E";"SI1";62,8;59;945;4,69;4,64;2,93
"33892";0,3;"Premium";"E";"VS2";62,3;58;844;4,32;4,28;2,68
"32796";0,31;"Ideal";"E";"VS1";61,4;56;804;4,38;4,35;2,68
"37605";0,23;"Very Good";"D";"VVS2";63,5;58;485;3,86;3,89;2,46
"9316";1,11;"Ideal";"H";"SI2";62;54;4578;6,61;6,64;4,11
"40503";0,43;"Very Good";"G";"VVS1";60,7;57;1143;4,87;4,89;2,96
"39164";0,35;"Ideal";"D";"VS2";61,3;56;1063;4,56;4,54;2,79
"41079";0,41;"Ideal";"F";"VVS2";61,9;55;1192;4,79;4,78;2,96
"21131";1,73;"Very Good";"I";"SI2";62;58;9292;7,6;7,69;4,74
"25229";1,51;"Ideal";"G";"VS2";62,3;54;13828;7,35;7,33;4,57
"8303";1;"Good";"F";"SI2";60,2;65;4386;6,38;6,41;3,85
"4980";1,01;"Good";"E";"SI2";63,9;58;3737;6,37;6,31;4,05
"19103";1,01;"Ideal";"F";"VS1";61,1;59;7870;6,46;6,5;3,96
"193";0,7;"Premium";"E";"VS2";61,1;60;2777;5,71;5,64;3,47
"1680";0,7;"Very Good";"F";"VVS2";58,5;60;3028;5,82;5,94;3,44
"15749";1,54;"Ideal";"G";"I1";61,6;55;6299;7,43;7,4;4,57
"51716";0,7;"Very Good";"F";"SI1";61,3;59;2401;5,68;5,74;3,5
"3115";0,91;"Good";"H";"SI1";63,8;56;3323;6,09;6,04;3,87
"46605";0,54;"Ideal";"D";"SI1";61,5;56;1786;5,25;5,23;3,22
"18094";1,51;"Good";"E";"SI2";64,3;58;7314;7,24;7,15;4,62
"27592";1,33;"Ideal";"F";"IF";60,2;57;18435;7,12;7,17;4,3
"19488";1,14;"Ideal";"G";"VS1";61,8;55;8121;6,71;6,76;4,16
"35128";0,37;"Premium";"E";"VS2";61;59;888;4,65;4,6;2,82
"29661";0,35;"Premium";"F";"VS2";61,5;59;706;4,53;4,55;2,79
"15008";1,27;"Ideal";"G";"SI2";61,8;56;6045;6,96;6,93;4,29
"45937";0,51;"Very Good";"F";"VS1";63,3;59;1722;5,09;5,12;3,23
"8144";1,01;"Fair";"H";"VVS2";65;55;4355;6,31;6,27;4,09
"46056";0,51;"Premium";"E";"VS2";61,4;56;1733;5,18;5,15;3,17
"12468";1,02;"Premium";"G";"VS2";61,5;59;5250;6,4;6,45;3,95
"39576";0,42;"Ideal";"I";"VS2";61,4;56;1081;4,83;4,85;2,97
"18194";1,2;"Good";"G";"VS2";62,2;58;7380;6,72;6,76;4,19
"28534";0,33;"Ideal";"I";"IF";61,1;56;675;4,45;4,49;2,73
"32978";0,37;"Ideal";"E";"VS2";61,6;57;811;4,61;4,65;2,85
"31990";0,3;"Ideal";"F";"VS2";62,9;57;776;4,29;4,27;2,69
"52939";0,7;"Very Good";"E";"SI1";63,3;60;2592;5,59;5,56;3,53
"23183";1,51;"Very Good";"F";"SI1";62,4;55;11190;7,28;7,34;4,56
"25749";2,03;"Fair";"G";"SI2";64,9;59;14687;7,85;7,99;5,14
"2677";0,7;"Very Good";"D";"VS1";61,5;55;3239;5,7;5,74;3,52
"23524";1,38;"Ideal";"G";"VS1";62,2;54;11527;7,18;7,14;4,45
"46967";0,3;"Ideal";"I";"VVS2";61,8;56;529;4,31;4,33;2,67
"33626";0,33;"Ideal";"I";"SI1";61,3;56;463;4,44;4,47;2,73
"42528";0,4;"Ideal";"F";"VVS1";60,7;56;1323;4,79;4,77;2,9
"18476";1,01;"Premium";"E";"VS2";60,9;58;7522;6,53;6,47;3,96
"42407";0,57;"Premium";"H";"SI1";59,3;58;1309;5,46;5,4;3,22
