"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"35806";0,31;"Ideal";"F";"IF";61,2;56;914;4,37;4,39;2,68
"36261";0,37;"Ideal";"G";"VVS1";61,4;55;936;4,67;4,71;2,88
"13167";1,07;"Ideal";"G";"SI1";61,9;55;5444;6,62;6,57;4,08
"13687";1,01;"Ideal";"E";"SI1";62,4;56;5599;6,43;6,39;4
"36620";0,24;"Very Good";"F";"VVS2";62,5;56;478;3,98;4,02;2,5
"3244";0,71;"Ideal";"E";"VS1";62,4;57;3354;5,67;5,71;3,55
"22943";1,04;"Premium";"D";"VVS2";61,1;60;10984;6,54;6,51;3,99
"34174";0,33;"Premium";"G";"VS1";61,6;60;854;4,46;4,41;2,73
"47590";0,61;"Very Good";"H";"VVS2";62,8;58;1877;5,4;5,42;3,4
"28359";0,4;"Ideal";"I";"VS2";62,4;53;667;4,75;4,77;2,97
"22157";1,58;"Ideal";"I";"VS2";61,4;55;10197;7,49;7,55;4,62
"35219";0,41;"Good";"H";"VVS1";62,6;62;892;4,7;4,76;2,96
"3744";0,3;"Ideal";"F";"VS1";61;56;570;4,35;4,37;2,66
"49424";0,7;"Very Good";"H";"SI1";62,2;56;2107;5,64;5,67;3,52
"8218";1,13;"Ideal";"J";"SI2";61,9;56;4371;6,67;6,71;4,14
"44404";0,55;"Ideal";"H";"SI1";61,4;56;1584;5,28;5,31;3,25
"18033";0,35;"Premium";"E";"SI1";61,1;59;614;4,5;4,56;2,77
"12071";0,94;"Ideal";"D";"SI2";62,2;56;5155;6,24;6,27;3,89
"29000";0,34;"Ideal";"F";"VS2";62,6;54;686;4,46;4,48;2,8
"29101";0,34;"Ideal";"I";"VS1";62,4;55;689;4,51;4,47;2,8
"32191";0,35;"Premium";"H";"VS1";61,3;59;788;4,57;4,54;2,79
"21855";1,24;"Premium";"D";"VS2";59,3;58;9916;7,09;7,03;4,19
"44931";0,57;"Very Good";"G";"VS2";59,9;54,6;1633;5,43;5,46;3,26
"53509";0,71;"Premium";"F";"VS2";59,6;59;2686;5,81;5,77;3,45
"52824";0,7;"Premium";"D";"SI2";60,4;60;2573;5,74;5,79;3,48
"53302";0,3;"Ideal";"I";"VVS1";61,3;57;552;4,31;4,34;2,65
"26542";1,6;"Premium";"G";"VVS2";60,6;60;16215;7,57;7,51;4,57
"24710";0,31;"Premium";"E";"VS2";58,6;58;639;4,46;4,42;2,6
"3309";0,73;"Very Good";"E";"VS1";60,9;61;3370;5,79;5,81;3,53
"49197";0,55;"Ideal";"G";"VVS1";60;56;2077;5,35;5,39;3,21
"26131";2,14;"Premium";"I";"VS2";59,3;59;15418;8,39;8,43;5
"35208";0,33;"Ideal";"I";"IF";61,6;55;891;4,47;4,46;2,75
"21071";1,02;"Very Good";"F";"VVS2";59,9;57;9246;6,54;6,59;3,93
"23575";1,32;"Ideal";"G";"VS1";61,7;56;11584;7,04;7,07;4,35
"20521";1,25;"Very Good";"E";"VS2";61,6;57;8851;6,9;6,94;4,26
"29786";0,3;"Ideal";"D";"SI1";62,1;54;709;4,35;4,31;2,69
"36756";0,38;"Ideal";"G";"VS2";60,6;57;955;4,7;4,73;2,86
"17726";0,32;"Ideal";"H";"VVS2";62,3;57;614;4,34;4,37;2,71
"31677";0,26;"Ideal";"E";"VVS1";62;56;769;4,13;4,09;2,55
"29636";0,3;"Ideal";"H";"SI1";62,4;53,7;442;4,29;4,31;2,68
"23661";1,55;"Premium";"H";"VS2";61,3;61;11708;7,46;7,39;4,55
"17785";1,32;"Premium";"H";"SI1";61,5;61;7163;7,05;6,97;4,31
"20778";1,14;"Ideal";"G";"VVS2";61;56;9013;6,74;6,76;4,12
"15685";2,49;"Fair";"J";"I1";66,3;58;6289;8,26;8,18;5,45
"37177";0,32;"Ideal";"D";"VS2";62,6;55;972;4,39;4,37;2,74
"11066";0,34;"Premium";"E";"SI1";61,8;58;596;4,47;4,5;2,77
"46676";0,59;"Ideal";"E";"SI1";62,4;55;1789;5,39;5,34;3,35
"14334";1,04;"Ideal";"H";"VS2";60,7;56;5805;6,56;6,61;4
"6995";1,06;"Premium";"F";"SI1";61,9;59;4155;6,57;6,52;4,05
"52703";0,7;"Ideal";"D";"SI2";62,1;55;2553;5,68;5,73;3,54
"40144";0,49;"Very Good";"F";"SI1";62,5;57;1116;4,99;5,02;3,13
"43246";0,42;"Ideal";"E";"VVS1";61,6;56;1400;4,81;4,84;2,97
"29073";0,3;"Very Good";"E";"VVS2";62,5;61;688;4,23;4,28;2,66
"15626";1,01;"Very Good";"D";"SI1";63,6;59;6270;6,33;6,37;4,04
"45825";0,55;"Ideal";"I";"VVS1";61,7;56;1712;5,29;5,24;3,25
"52279";0,7;"Premium";"F";"SI1";61;60;2492;5,75;5,72;3,5
"16786";2,01;"Good";"F";"I1";64;56;6686;7,93;7,91;5,07
"24095";1,61;"Premium";"H";"VS1";62,5;58;12242;7,57;7,46;4,7
"43083";0,58;"Very Good";"G";"SI1";61,9;56;1379;5,35;5,39;3,32
"21588";1,65;"Premium";"F";"SI2";60,5;61;9693;7,7;7,65;4,64
"24973";1,2;"Ideal";"E";"VVS1";61,6;57;13474;6,78;6,83;4,19
"51348";0,8;"Good";"G";"SI2";62,8;58;2363;5,86;5,9;3,69
"53287";0,3;"Very Good";"D";"SI1";62,5;59;552;4,26;4,28;2,67
"32637";0,25;"Ideal";"G";"VS2";61,4;57;459;4,08;4,1;2,51
"19388";1,2;"Premium";"G";"VS1";62,5;59;8056;6,72;6,64;4,19
"51796";0,7;"Premium";"E";"VS2";63;61;2415;5,64;5,51;3,51
"8352";1,04;"Fair";"D";"SI2";64,9;56;4398;6,39;6,34;4,13
"29739";0,32;"Ideal";"G";"VVS2";62,1;54;708;4,4;4,42;2,74
"23746";1,56;"Very Good";"F";"SI1";60,7;59;11794;7,45;7,55;4,55
"6039";0,25;"Good";"E";"VVS1";61,3;61;575;4,04;4,08;2,49
"30232";0,33;"Ideal";"E";"VS2";62,3;57;723;4,4;4,43;2,75
"45126";0,59;"Very Good";"E";"SI1";62,9;58;1652;5,31;5,34;3,35
"19379";0,4;"Good";"E";"SI2";63,5;56;622;4,68;4,71;2,98
"410";0,34;"Ideal";"H";"VS2";60,4;57;555;4,54;4,57;2,75
"8486";0,95;"Very Good";"D";"SI2";60,1;61;4418;6,35;6,37;3,82
"18708";0,27;"Very Good";"E";"VVS2";62,5;59;620;4,09;4,14;2,57
"49260";0,71;"Ideal";"D";"SI2";62,5;57;2088;5,7;5,73;3,57
"34164";0,33;"Premium";"G";"VS1";60,1;61;854;4,48;4,44;2,68
"19598";1,62;"Ideal";"I";"SI2";62,2;57;8220;7,51;7,57;4,69
"902";0,79;"Premium";"E";"VS2";60,6;53;2876;6,04;5,98;3,64
"45626";0,61;"Ideal";"J";"VVS1";60,9;56;1692;5,45;5,51;3,34
"7352";1;"Fair";"E";"SI1";58,1;63;4213;6,6;6,52;3,81
"39809";0,54;"Premium";"F";"SI2";61,8;61;1097;5,28;5,18;3,23
"43446";0,5;"Premium";"E";"SI1";62;59;1415;5,1;5,06;3,15
"10924";1,04;"Premium";"E";"SI2";62,4;57;4892;6,51;6,43;4,04
"24256";1,6;"Good";"E";"SI1";63,6;58;12467;7,38;7,44;4,71
"19749";1,5;"Premium";"E";"SI2";62,7;59;8316;7,3;7,22;4,55
"25031";0,31;"Very Good";"D";"VS2";63,6;55;641;4,29;4,32;2,74
"6823";0,9;"Very Good";"F";"SI1";62,7;59;4119;6,12;6,16;3,85
"47558";0,7;"Ideal";"J";"VS2";62,4;55;1874;5,68;5,7;3,55
"33356";0,41;"Premium";"G";"VS2";62,6;59;827;4,73;4,76;2,97
"39067";0,4;"Ideal";"G";"VVS1";61,5;57;1059;4,74;4,79;2,93
"8196";1,2;"Premium";"H";"SI2";62,5;58;4368;6,74;6,69;4,2
"32880";0,36;"Premium";"H";"VS1";61,6;59;810;4,57;4,52;2,8
"22622";1,02;"Very Good";"E";"VVS1";62,2;57;10672;6,4;6,59;4,04
"35546";0,35;"Premium";"F";"VS2";61,1;62;906;4,54;4,5;2,76
"1779";0,9;"Ideal";"J";"VS1";62,6;55;3048;6,13;6,11;3,83
"7389";0,33;"Very Good";"I";"VVS2";62,1;56;579;4,41;4,45;2,75
"6899";0,73;"Ideal";"D";"VS2";60,7;57;4134;5,84;5,88;3,55
"34020";0,39;"Ideal";"I";"VVS2";60,8;56;849;4,74;4,76;2,89
"44600";0,53;"Ideal";"G";"VS2";62,5;55;1607;5,2;5,17;3,24
"31548";0,3;"Ideal";"E";"VVS2";62,3;57;766;4,29;4,32;2,68
"52433";0,7;"Ideal";"I";"VVS1";62,3;55;2513;5,64;5,7;3,53
"30739";0,43;"Good";"E";"SI1";63,4;57;739;4,81;4,84;3,06
"47874";0,52;"Ideal";"G";"VVS2";61,5;56;1911;5,18;5,2;3,19
"32999";0,38;"Premium";"D";"SI2";59,2;61;812;4,72;4,67;2,78
"26685";0,33;"Ideal";"E";"SI2";61,7;55;427;4,44;4,47;2,75
"53170";0,71;"Premium";"E";"SI1";61,1;57;2629;5,73;5,69;3,49
"37601";0,23;"Very Good";"E";"VVS2";62,1;62;485;3,91;3,95;2,44
"13493";1,01;"Fair";"G";"VS2";64,5;57;5538;6,26;6,2;4,02
"16949";1,01;"Very Good";"F";"VS2";62,3;59;6770;6,37;6,41;3,98
"8698";1,58;"Premium";"I";"I1";60,2;61;4459;7,55;7,51;4,53
"16715";0,39;"Ideal";"I";"SI1";62,1;55;609;4,66;4,71;2,91
"15455";1,21;"Very Good";"H";"VS2";62,9;57;6189;6,75;6,8;4,26
"8535";0,91;"Premium";"D";"SI1";60,2;60;4429;6,25;6,3;3,78
"5643";0,9;"Good";"D";"SI1";62,4;63;3880;6,04;6,13;3,8
"33944";0,31;"Ideal";"H";"SI1";61,5;55;464;4,39;4,42;2,71
"19573";1,12;"Ideal";"G";"VS1";61,5;56;8202;6,7;6,73;4,13
"8707";0,28;"Ideal";"G";"VVS2";61,6;56;586;4,18;4,2;2,58
"17913";1,01;"Very Good";"G";"VVS2";63;59;7234;6,25;6,38;3,98
"8344";1,02;"Very Good";"E";"SI2";60,5;58;4398;6,54;6,58;3,97
"23064";1,5;"Premium";"H";"VS2";62,4;59;11092;7,29;7,32;4,56
"31729";0,31;"Ideal";"G";"VVS1";62,5;56;772;4,29;4,34;2,69
"4271";0,71;"Ideal";"D";"VS1";61,5;58;3582;5,75;5,77;3,54
"27690";1,72;"Premium";"G";"VVS2";61,8;60;18730;7,65;7,68;4,74
"43473";0,59;"Ideal";"D";"SI2";61,1;56;1419;5,4;5,44;3,31
"27402";2,01;"Premium";"G";"VS2";61,4;58;17987;8,11;7,99;4,94
"16867";1,07;"Premium";"G";"VS1";62;58;6730;6,59;6,53;4,07
"34002";0,42;"Very Good";"G";"VS2";60,1;61;847;4,79;4,86;2,9
"9025";1,04;"Ideal";"H";"SI1";62,7;54;4515;6,51;6,47;4,07
"34126";0,35;"Premium";"E";"VS2";61,4;58;853;4,55;4,51;2,78
"36742";0,32;"Ideal";"E";"VVS1";61,6;56;954;4,41;4,42;2,72
"23387";0,3;"Good";"I";"IF";63,3;57;631;4,23;4,3;2,7
"5703";0,3;"Premium";"D";"SI2";62,4;59;574;4,28;4,25;2,66
"21827";1,04;"Ideal";"E";"VVS2";62,4;56;9897;6,51;6,47;4,05
"51902";0,66;"Premium";"E";"VS1";60,8;59;2433;5,58;5,6;3,4
"28452";0,32;"Ideal";"D";"VS2";61,2;56;671;4,38;4,41;2,69
"53067";0,7;"Good";"H";"VVS2";63,8;57;2608;5,61;5,51;3,55
"50687";0,54;"Ideal";"G";"IF";61,2;57;2289;5,26;5,28;3,22
"7534";0,76;"Ideal";"D";"VS1";62;56;4243;5,84;5,87;3,63
"24759";1,5;"Premium";"G";"VS2";60,5;59;13112;7,39;7,35;4,46
"42221";0,42;"Ideal";"G";"IF";62,2;54;1289;4,81;4,84;3
"19289";1,51;"Fair";"H";"SI1";66,5;56;8010;7,03;6,99;4,66
"40183";0,51;"Good";"H";"SI1";63,4;57;1119;5,06;5,09;3,22
"41057";0,42;"Very Good";"H";"VS2";60,9;55;1190;4,87;4,89;2,97
"21236";1,19;"Ideal";"G";"VVS2";60,8;55;9383;6,91;6,9;4,19
"29850";0,3;"Ideal";"D";"VS2";61,4;54;710;4,33;4,34;2,66
"7860";1,01;"Very Good";"H";"SI1";62,5;58;4306;6,35;6,38;3,98
"24697";0,3;"Very Good";"G";"VVS2";59,7;63;638;4,34;4,37;2,6
"47937";0,56;"Ideal";"E";"VS2";62,6;57;1915;5,29;5,26;3,3
"35494";0,41;"Very Good";"F";"SI1";63,3;58;904;4,74;4,71;2,99
"36748";0,33;"Ideal";"F";"VVS1";61,9;56;955;4,42;4,47;2,75
"6702";0,25;"Very Good";"E";"VS2";59,7;61;409;4,08;4,1;2,44
"50244";0,75;"Premium";"H";"SI2";62,3;57;2234;5,79;5,73;3,59
"17203";1,2;"Very Good";"F";"SI1";63,5;57;6872;6,65;6,74;4,25
"13171";1,06;"Very Good";"E";"SI1";63,7;55;5445;6,45;6,49;4,12
"47212";0,59;"Ideal";"I";"VVS1";62,2;55;1838;5,38;5,39;3,35
"48937";0,72;"Premium";"J";"VS2";61,7;58;2043;5,77;5,67;3,53
"17504";1,01;"Very Good";"F";"VS2";61,1;58;7037;6,45;6,51;3,96
"5036";1,03;"Premium";"J";"SI1";61,1;61;3749;6,49;6,44;3,95
"30921";0,34;"Ideal";"F";"VS1";62,1;57;745;4,49;4,53;2,8
"26980";2,15;"Very Good";"H";"SI2";62,8;58;17065;8,17;8,22;5,15
"1637";0,9;"Ideal";"H";"SI2";62,8;55;3016;6,18;6,11;3,86
"38665";0,42;"Premium";"D";"SI1";62,8;58;1040;4,79;4,76;3
"33792";0,32;"Premium";"E";"VVS2";61,1;58;842;4,42;4,45;2,71
"15428";1,04;"Very Good";"G";"VS2";61,9;57;6177;6,46;6,5;4,01
"38995";0,5;"Ideal";"J";"VS2";61,9;54;1054;5,1;5,14;3,17
"33702";0,3;"Ideal";"E";"VVS1";61,6;56;838;4,3;4,34;2,66
"5203";1,04;"Very Good";"D";"SI2";63,1;58;3780;6,39;6,33;4,01
"48978";0,36;"Premium";"D";"SI2";60;58;537;4,58;4,62;2,76
"26956";2,01;"Very Good";"E";"SI2";58,9;60;17024;8,2;8,24;4,84
"42412";0,54;"Good";"D";"SI1";63,7;57;1310;5,22;5,14;3,3
"34508";0,4;"Ideal";"H";"VVS2";61,1;55;868;4,75;4,78;2,91
"18009";1,05;"Fair";"G";"VS1";65,6;58;7283;6,25;6,38;4,13
"1552";0,8;"Premium";"G";"VS2";60,6;59;3002;6,02;5,97;3,63
"34504";0,4;"Very Good";"G";"VVS2";63,2;55;868;4,72;4,74;2,99
"41009";0,58;"Ideal";"H";"SI1";61,6;57;1184;5,34;5,38;3,3
"11611";1,3;"Very Good";"J";"SI2";61,1;61;5047;6,95;7;4,26
"36321";0,32;"Ideal";"G";"VVS2";62,2;55;936;4,43;4,41;2,75
"24423";1,73;"Premium";"I";"VS1";62,2;59;12674;7,65;7,62;4,75
"35907";0,38;"Premium";"G";"VS2";59,7;62;918;4,68;4,66;2,79
"37728";0,3;"Very Good";"E";"VVS1";63,5;57;995;4,27;4,23;2,7
"40646";0,4;"Very Good";"G";"IF";61;59;1154;4,75;4,79;2,91
"9079";1,08;"Ideal";"I";"SI1";62,1;59;4521;6,57;6,53;4,07
"1476";1;"Premium";"G";"I1";62,5;62;2984;6,42;6,35;3,99
