"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"19032";0,3;"Ideal";"E";"VS2";61,3;57;621;4,3;4,34;2,65
"38622";0,31;"Ideal";"H";"VS2";62,2;55;489;4,36;4,39;2,72
"39888";0,42;"Ideal";"F";"VS1";60,9;57;1103;4,88;4,84;2,96
"600";0,7;"Premium";"G";"VS1";62,6;55;2838;5,73;5,64;3,56
"47492";0,49;"Very Good";"G";"IF";59,7;56;1865;5,16;5,19;3,09
"2307";0,73;"Ideal";"H";"VS2";61,4;55;3164;5,79;5,82;3,56
"37470";0,42;"Ideal";"G";"VS1";61,8;57;984;4,82;4,79;2,97
"29120";0,34;"Good";"H";"VS1";64;58;689;4,49;4,45;2,86
"21665";1,25;"Ideal";"F";"VS1";62;55;9761;6,95;6,91;4,3
"23243";1,59;"Ideal";"E";"SI2";62,3;55;11251;7,52;7,48;4,67
"52258";0,52;"Ideal";"F";"VVS2";60,9;56;2489;5,19;5,23;3,17
"20092";1,5;"Premium";"J";"VVS1";62,3;62;8568;7,23;7,16;4,48
"47459";0,53;"Premium";"D";"VS2";61,5;58;1857;5,2;5,24;3,21
"35988";0,42;"Very Good";"H";"VVS2";62,4;55;921;4,78;4,81;2,99
"7388";0,33;"Ideal";"G";"VS2";62,2;56;579;4,44;4,47;2,77
"12881";1,14;"Very Good";"H";"SI1";62,9;59;5367;6,62;6,64;4,17
"26452";2,07;"Very Good";"H";"SI2";63,3;56;15992;8,1;8,08;5,12
"46832";0,54;"Ideal";"G";"VS1";61,7;56;1809;5,22;5,25;3,23
"14674";1;"Good";"G";"VS1";58,6;62;5921;6,5;6,53;3,82
"7535";1,02;"Ideal";"H";"SI2";60,5;56;4243;6,53;6,57;3,96
"43643";0,5;"Good";"D";"SI1";63,8;60;1433;5,03;5;3,2
"44012";0,51;"Ideal";"G";"VS2";62,9;54;1546;5,12;5,08;3,21
"3431";0,78;"Very Good";"E";"SI1";59,8;57;3385;5,98;6,02;3,59
"40287";0,3;"Ideal";"E";"I1";60,3;57;495;4,39;4,36;2,64
"39144";0,41;"Premium";"G";"VS2";62,6;58;1061;4,74;4,71;2,96
"39019";0,43;"Premium";"F";"VS1";62,5;58;1056;4,78;4,85;3,01
"34277";0,3;"Premium";"E";"SI2";61,5;62;468;4,31;4,28;2,64
"33557";0,41;"Premium";"J";"VS1";62;55;830;4,77;4,74;2,95
"12309";1,13;"Very Good";"I";"VS1";61,7;54;5220;6,71;6,74;4,15
"48912";0,54;"Ideal";"G";"VVS1";61,7;56;2041;5,24;5,26;3,24
"38753";0,35;"Ideal";"E";"VVS1";62;56;1044;4,51;4,58;2,82
"33355";0,41;"Very Good";"G";"VS2";61;56;827;4,81;4,83;2,94
"14114";1,46;"Fair";"H";"SI2";56,3;60;5723;7,61;7,55;4,27
"33995";0,42;"Premium";"G";"VS2";62;58;847;4,77;4,81;2,97
"37623";0,44;"Premium";"I";"VVS1";62,5;60;990;4,87;4,82;3,03
"199";0,7;"Ideal";"E";"SI1";61,4;57;2777;5,76;5,7;3,52
"29920";0,32;"Ideal";"D";"VS2";61,3;57;713;4,44;4,46;2,73
"12463";1,27;"Premium";"I";"SI2";61,4;59;5249;6,98;6,94;4,27
"5928";0,92;"Ideal";"E";"SI2";62,1;53;3941;6,25;6,22;3,87
"38439";0,3;"Good";"E";"VVS2";59,8;64;1026;4,34;4,29;2,58
"35312";0,36;"Ideal";"F";"VVS2";62,4;55;896;4,54;4,57;2,84
"20237";1,01;"Very Good";"E";"VS1";57,7;62;8668;6,57;6,63;3,81
"10650";1,01;"Premium";"H";"SI1";60;62;4836;6,51;6,45;3,89
"23362";0,26;"Very Good";"G";"VS1";62,4;56;423;4,08;4,1;2,55
"7246";1,11;"Premium";"I";"SI2";61,8;58;4196;6,66;6,61;4,1
"46824";0,96;"Fair";"H";"I1";67,4;62;1808;6,13;5,96;4,08
"9495";1,05;"Ideal";"G";"SI2";61,8;57;4608;6,51;6,57;4,04
"21385";0,34;"Premium";"D";"SI1";61,2;58;626;4,47;4,49;2,74
"52497";0,77;"Premium";"I";"VS1";62,6;55;2524;5,9;5,85;3,68
"10987";1,01;"Very Good";"E";"SI1";62,6;57;4912;6,36;6,41;4
"47077";0,52;"Ideal";"D";"VS2";61,8;56;1822;5,15;5,17;3,19
"6166";1,01;"Fair";"F";"SI1";66,8;60;3991;6,21;6,13;4,12
"45268";0,54;"Ideal";"D";"SI1";62,1;56;1662;5,21;5,25;3,25
"591";0,71;"Good";"E";"VS2";62,8;60;2836;5,6;5,65;3,53
"22729";1,19;"Ideal";"F";"VVS2";60,8;57;10748;6,85;6,83;4,16
"49305";0,24;"Ideal";"F";"VVS2";61,5;56;540;3,99;4,01;2,46
"1900";0,72;"Premium";"E";"VS2";62,5;59;3078;5,7;5,73;3,57
"31476";0,34;"Ideal";"H";"VS1";62,5;57;765;4,46;4,43;2,78
"32560";0,4;"Ideal";"H";"VS2";61,6;57;800;4,71;4,74;2,91
"12668";1,16;"Ideal";"I";"VS2";61,5;57;5302;6,78;6,75;4,16
"50195";0,91;"Good";"E";"I1";57,7;63;2225;6,3;6,35;3,65
"32333";0,3;"Ideal";"G";"VVS1";62,6;54;789;4,31;4,32;2,7
"41671";0,4;"Ideal";"G";"VS2";61,1;56;1240;4,74;4,78;2,91
"35627";0,3;"Good";"H";"VS2";63,5;58;473;4,24;4,27;2,7
"28131";0,29;"Very Good";"E";"VVS2";58,5;58;664;4,35;4,37;2,55
"29812";0,3;"Ideal";"D";"SI1";62,2;56;709;4,3;4,25;2,66
"26679";0,26;"Very Good";"I";"VVS2";62,7;55;427;4,09;4,12;2,57
"512";0,9;"Good";"I";"SI1";63,8;57;2823;6,06;6,13;3,89
"29142";0,31;"Ideal";"D";"VS2";60,8;56;692;4,39;4,42;2,68
"49752";0,56;"Ideal";"H";"IF";60,4;57;2157;5,35;5,39;3,24
"48848";0,81;"Fair";"F";"SI2";65,7;57;2031;5,8;5,75;3,79
"52914";0,73;"Ideal";"F";"SI2";61,9;55;2588;5,78;5,82;3,59
"31955";0,31;"Ideal";"I";"VS2";61,6;55;452;4,37;4,4;2,7
"24723";1,67;"Ideal";"H";"VS2";62,6;56;13063;7,57;7,55;4,73
"20297";1,21;"Very Good";"F";"VS2";60,1;55;8711;6,91;7,01;4,18
"33560";0,41;"Ideal";"J";"VS1";62,1;56;830;4,79;4,75;2,96
"46190";0,7;"Premium";"H";"SI2";61,3;61;1749;5,67;5,62;3,46
"19405";1,12;"Ideal";"F";"VS2";61,2;56;8063;6,67;6,73;4,11
"10211";1,02;"Ideal";"H";"SI2";59,8;58;4742;6,55;6,59;3,93
"33099";0,4;"Ideal";"H";"VS1";61,1;57;815;4,74;4,78;2,91
"53626";0,3;"Good";"I";"VVS1";63,1;57;552;4,27;4,29;2,7
