"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"10302";1,01;"Very Good";"D";"SI2";62,9;60;4760;6,35;6,46;4,03
"9559";0,92;"Very Good";"F";"SI1";62,2;55;4621;6,19;6,26;3,87
"38608";0,4;"Ideal";"F";"VVS2";61,1;57;1039;4,8;4,73;2,91
"21727";2,01;"Premium";"J";"SI1";61,7;60;9793;8,12;8,09;5
"15981";1;"Fair";"F";"VS1";65,3;59;6397;6,25;6,21;4,07
"17697";1,01;"Very Good";"F";"VS2";63,8;55;7135;6,31;6,38;4,05
"37173";0,32;"Ideal";"D";"VS2";62,2;55;972;4,41;4,37;2,73
"8920";1,09;"Premium";"H";"SI2";61,7;60;4496;6,57;6,59;4,06
"33570";0,43;"Premium";"D";"SI1";61,2;58;830;4,83;4,87;2,97
"42537";0,4;"Ideal";"D";"VVS2";62;56;1323;4,74;4,71;2,93
"36704";0,32;"Premium";"G";"IF";59,4;60;952;4,47;4,45;2,65
"1065";0,31;"Ideal";"E";"SI2";60,1;57;558;4,44;4,41;2,66
"4419";1,04;"Premium";"H";"SI2";62,4;58;3611;6,49;6,4;4,02
"18962";1,02;"Good";"G";"VVS2";63,1;59;7800;6,38;6,45;4,05
"40319";0,5;"Premium";"F";"SI2";59,9;60;1125;5,22;5,16;3,11
"11802";1,1;"Premium";"D";"SI2";61,5;60;5088;6,64;6,58;4,06
"18284";1,21;"Very Good";"H";"VS2";62,9;55;7426;6,75;6,8;4,26
"11330";1,5;"Good";"E";"I1";62,4;64;4989;7,22;7,26;4,52
"10209";1,04;"Premium";"G";"SI1";60,6;61;4742;6,63;6,59;4
"43142";0,46;"Ideal";"D";"VS2";62,7;57;1388;4,93;4,89;3,08
"11308";1,02;"Ideal";"E";"SI2";62,6;54,6;4983;6,4;6,44;4,02
"7620";1,01;"Very Good";"D";"SI2";61,8;57;4260;6,42;6,47;3,98
"38512";0,44;"Ideal";"G";"SI1";61,7;55;1032;4,88;4,91;3,02
"39398";0,41;"Ideal";"G";"VVS2";61;57;1076;4,8;4,78;2,92
"8929";1,01;"Premium";"F";"SI2";62,7;59;4497;6,4;6,35;4
"3964";1,01;"Premium";"F";"SI2";61,8;54;3507;6,47;6,42;3,98
"51826";0,64;"Ideal";"H";"IF";60,5;57;2420;5,58;5,62;3,39
"38160";0,34;"Ideal";"E";"VVS1";62;56;1014;4,48;4,52;2,79
"27749";2;"Very Good";"G";"SI1";63,5;56;18818;7,9;7,97;5,04
"33094";0,37;"Ideal";"H";"VVS1";61,9;54;815;4,63;4,65;2,87
"34360";0,41;"Good";"F";"VS2";63,2;57;863;4,74;4,76;3
"53180";0,73;"Ideal";"G";"SI1";61,4;58;2630;5,77;5,79;3,55
"18881";1,2;"Very Good";"G";"VS2";63,3;58;7741;6,74;6,66;4,24
"36565";0,3;"Premium";"G";"VVS1";59,8;62;945;4,36;4,33;2,6
"1174";0,8;"Very Good";"G";"VS2";61,1;57;2929;6,01;6,07;3,69
"37526";0,43;"Ideal";"H";"VVS1";61,7;56;987;4,86;4,9;3,01
"51478";0,75;"Ideal";"G";"SI2";62,5;55;2378;5,82;5,77;3,62
"41322";0,52;"Ideal";"I";"VS2";61,5;56;1214;5,19;5,21;3,2
"15566";1,06;"Ideal";"G";"VS2";61,8;57;6240;6,56;6,52;4,04
"12501";1,02;"Premium";"D";"SI2";60,2;58;5257;6,56;6,53;3,94
"12051";0,34;"Good";"I";"VVS2";63,1;56;596;4,43;4,47;2,81
"17647";1,52;"Ideal";"G";"SI2";61,9;57;7108;7,43;7,38;4,58
"9239";1,01;"Very Good";"H";"SI1";62,8;58;4559;6,36;6,38;4
"30377";0,45;"Very Good";"F";"SI2";61,5;61;729;4,9;4,95;3,03
"8370";0,97;"Premium";"G";"SI1";62,6;58;4400;6,24;6,18;3,89
"28596";0,3;"Premium";"G";"VS2";62,2;60;675;4,25;4,24;2,64
"3472";0,83;"Premium";"F";"VS2";62;59;3393;6;5,96;3,71
"50549";0,7;"Very Good";"G";"SI1";62,8;57;2276;5,62;5,66;3,54
"4506";1;"Fair";"G";"SI1";67,7;57;3631;6;6,15;4,11
"10528";1,23;"Ideal";"I";"SI2";60,6;57;4805;6,97;6,88;4,2
"1347";0,72;"Ideal";"E";"VS2";62;56;2962;5,73;5,76;3,56
"5963";0,9;"Good";"F";"SI1";63,6;59;3950;6,07;6,12;3,88
"18243";1,01;"Ideal";"F";"VS2";61,2;58;7409;6,45;6,43;3,94
"39192";0,36;"Ideal";"D";"VS1";61,7;55;1064;4,59;4,62;2,84
"17275";1,31;"Very Good";"I";"VS2";61,2;58;6917;7,01;7,05;4,3
"23133";1,01;"Ideal";"E";"VVS1";62;57;11154;6,45;6,39;3,98
"21734";1,64;"Ideal";"E";"SI1";60,7;55;9801;7,67;7,64;4,65
"28654";0,33;"Very Good";"E";"VS2";60,6;58;675;4,45;4,49;2,71
"24653";1,7;"Premium";"H";"VS2";61,9;60;12992;7,61;7,57;4,7
"34460";0,42;"Ideal";"I";"VVS1";60,5;57;865;4,84;4,88;2,94
"31242";0,31;"Ideal";"F";"VS2";61,9;55;757;4,35;4,37;2,7
"12420";1,01;"Ideal";"H";"VS2";61;59;5238;6,51;6,47;3,96
"53911";0,7;"Premium";"E";"SI1";60,5;58;2753;5,74;5,77;3,48
"28380";0,33;"Premium";"I";"VS1";61,1;59;668;4,47;4,44;2,72
"20537";1,56;"Premium";"G";"SI2";61,7;59;8858;7,51;7,43;4,61
"7663";0,81;"Ideal";"F";"VS1";61,8;55;4270;5,97;6,03;3,71
"36912";0,34;"Ideal";"D";"VS1";62,6;56;961;4,52;4,49;2,82
"21563";1,75;"Ideal";"J";"VS2";62,1;57;9663;7,71;7,66;4,77
"53319";0,71;"Good";"E";"SI1";59,2;61;2651;5,8;5,85;3,45
"31253";0,46;"Ideal";"F";"SI2";61,5;54;758;4,98;5,01;3,07
"39670";0,42;"Ideal";"G";"VS2";61,2;56;1087;4,84;4,8;2,95
"12797";1,11;"Very Good";"H";"SI1";62,5;58;5335;6,61;6,64;4,14
"20419";1,06;"Ideal";"F";"VVS2";61,1;57;8776;6,62;6,57;4,03
"18230";1,5;"Very Good";"J";"VS2";62,4;60;7402;7,21;7,32;4,53
"19322";1,2;"Good";"G";"VS2";57,8;59;8032;7,06;7;4,06
"39599";0,34;"Ideal";"E";"VVS1";61,9;56;1084;4,51;4,47;2,78
"30370";0,36;"Very Good";"H";"VS2";63,5;54;729;4,59;4,55;2,9
"13786";1,12;"Premium";"E";"SI2";61,1;58;5620;6,73;6,69;4,1
"49211";0,55;"Ideal";"E";"VS1";61,1;55;2079;5,33;5,3;3,25
"24485";1,51;"Premium";"G";"VS2";62,7;58;12756;7,2;7,31;4,55
"38528";0,34;"Ideal";"D";"VS2";62,4;53;1033;4,52;4,49;2,81
"15782";2,01;"Fair";"G";"I1";70,2;57;6315;7,53;7,5;5,27
"38501";0,5;"Very Good";"H";"SI1";61,9;63;1031;5,08;5,04;3,13
"3940";0,9;"Fair";"H";"VS1";65,9;60;3500;5,99;5,96;3,94
"7433";0,9;"Good";"E";"SI1";59,8;64;4229;6,14;6,21;3,69
"50800";0,71;"Premium";"E";"SI2";61,1;58;2306;5,76;5,73;3,51
"49280";0,54;"Good";"F";"VS1";63,7;55;2090;5,16;5,11;3,27
"2121";0,75;"Ideal";"E";"VS2";62;56;3120;5,82;5,85;3,62
"41253";0,3;"Very Good";"F";"SI1";62,8;56;500;4,24;4,26;2,67
"45271";0,54;"Very Good";"D";"SI1";62;55;1662;5,21;5,24;3,24
"8663";1,16;"Very Good";"H";"SI2";63,2;57;4455;6,66;6,7;4,22
"26784";1,52;"Premium";"E";"VS1";60,6;58;16628;7,38;7,44;4,49
"22887";1,36;"Premium";"F";"VS2";59,3;60;10929;7,23;7,2;4,28
"5499";1,04;"Good";"J";"VS2";57,4;60;3844;6,76;6,72;3,87
"47972";0,26;"Very Good";"E";"VVS1";61,4;55;532;4,12;4,16;2,54
"26525";2,02;"Very Good";"I";"VS2";63,2;53;16179;8,09;8,18;5,14
"31615";0,32;"Ideal";"I";"SI2";61,7;55;371;4,39;4,42;2,72
"10083";0,95;"Very Good";"E";"SI1";62,8;59;4711;6,21;6,25;3,91
"25961";1,57;"Ideal";"G";"VVS2";62,3;56;15144;7,48;7,41;4,64
"34275";0,28;"Ideal";"H";"VS2";61,9;55;467;4,2;4,23;2,61
"28197";0,4;"Very Good";"E";"SI2";62,9;58;666;4,7;4,74;2,97
"27145";1,7;"Ideal";"F";"VS2";62,4;57;17360;7,65;7,57;4,75
"3254";0,9;"Good";"H";"SI1";63,8;58;3357;6,05;6,12;3,88
"36048";0,31;"Ideal";"E";"VVS1";61,8;56;924;4,34;4,36;2,69
"27240";2,52;"Good";"G";"SI2";63,7;59;17608;8,57;8,52;5,44
"14177";1,17;"Premium";"H";"SI1";62,5;57;5751;6,79;6,75;4,23
"5180";0,9;"Premium";"G";"SI1";60,6;61;3774;6,21;6,16;3,75
"34472";0,38;"Very Good";"E";"VS2";59,2;60;866;4,73;4,77;2,81
"14995";1,02;"Ideal";"D";"SI1";61,2;56;6040;6,51;6,56;4
"20554";1,05;"Ideal";"F";"VVS2";61,9;57;8870;6,5;6,52;4,03
"49520";0,71;"Ideal";"H";"SI2";62,1;57;2122;5,68;5,76;3,55
"41859";0,46;"Very Good";"E";"VS1";62,9;52;1257;4,9;4,95;3,1
"10175";1;"Premium";"H";"VS1";59,1;60;4732;6,45;6,42;3,8
"17327";0,95;"Ideal";"G";"IF";59,8;59;6951;6,36;6,43;3,82
"11835";1,21;"Premium";"J";"VS2";61,9;59;5096;6,84;6,77;4,21
"6893";1,1;"Good";"I";"SI1";63,1;61;4133;6,49;6,56;4,12
"49063";0,72;"Premium";"F";"SI2";61,7;58;2058;5,73;5,78;3,55
"39138";0,41;"Ideal";"G";"VS2";62,4;55;1061;4,76;4,73;2,96
"15137";1,26;"Premium";"E";"SI2";62,9;59;6085;6,85;6,82;4,3
"16890";1,2;"Ideal";"G";"SI1";62,2;58;6741;6,77;6,84;4,23
"14638";1,01;"Very Good";"H";"VS2";59,7;64;5911;6,45;6,48;3,86
"28435";0,3;"Ideal";"E";"VS1";61,8;56;670;4,32;4,35;2,68
"35124";0,35;"Ideal";"G";"VVS1";61;56;887;4,56;4,59;2,79
"25465";1,4;"Ideal";"G";"VVS2";62;56;14231;7,18;7,13;4,44
"12396";1,13;"Ideal";"F";"SI2";61,8;57;5232;6,71;6,68;4,14
"20774";1,01;"Good";"F";"VVS1";63,2;56;9012;6,33;6,39;4,02
"11652";1,01;"Very Good";"H";"VS1";59,6;58;5055;6,46;6,5;3,86
"14107";1,03;"Premium";"H";"VS2";61,8;58;5722;6,48;6,43;3,99
"6093";0,9;"Very Good";"D";"SI2";62,2;57;3975;6,11;6,15;3,81
"29711";0,31;"Ideal";"G";"VVS2";62,4;56;707;4,31;4,35;2,7
"46384";0,54;"Ideal";"I";"IF";62,5;55;1763;5,21;5,26;3,27
"30768";0,36;"Very Good";"F";"VS2";61,3;59;741;4,55;4,6;2,79
"25535";1,66;"Premium";"D";"SI1";62;59;14354;7,6;7,55;4,7
"19570";1,01;"Premium";"D";"VS1";61,8;54;8201;6,44;6,38;3,96
"18060";0,36;"Premium";"F";"SI1";61,1;60;616;4,62;4,57;2,81
"41027";0,41;"Ideal";"E";"VVS2";61,5;55;1187;4,79;4,83;2,96
"21602";1,5;"Good";"I";"VS1";57,2;62;9702;7,64;7,61;4,36
"20783";1,6;"Premium";"H";"SI1";62,1;60;9017;7,54;7,49;4,66
"4518";1;"Good";"D";"SI2";64;59;3634;6,29;6,24;4,01
"31042";0,38;"Very Good";"I";"VS1";62;55;750;4,65;4,67;2,89
"51594";0,7;"Very Good";"I";"VVS2";62,4;61;2394;5,6;5,75;3,54
"17110";1,31;"Premium";"J";"VS2";62;59;6822;7,04;6,97;4,34
"3977";0,73;"Ideal";"E";"VS1";61,9;56;3510;5,78;5,81;3,59
"12168";1,23;"Ideal";"J";"SI1";61,3;54;5181;6,92;6,97;4,26
"38638";0,31;"Very Good";"H";"VS2";60,5;63;489;4,33;4,37;2,63
"24307";2;"Good";"H";"SI2";63,8;59;12554;7,93;7,88;5,04
"44331";0,33;"Ideal";"H";"VS2";61,2;55;521;4,45;4,47;2,73
"14131";1,1;"Very Good";"H";"VS2";63,1;57;5729;6,6;6,52;4,14
"17853";1,21;"Very Good";"H";"SI1";59,6;60;7203;6,93;6,94;4,13
"39440";0,41;"Ideal";"D";"VS2";62,2;57;1076;4,76;4,72;2,95
"42009";0,51;"Premium";"E";"SI2";61,7;58;1265;5,14;5,07;3,15
"41049";0,44;"Ideal";"G";"SI1";60,9;56;1188;4,88;4,94;2,99
"21817";1,31;"Ideal";"G";"VS1";62,2;56;9891;7,01;7,05;4,37
"45007";0,54;"Premium";"G";"VS1";61,1;60;1637;5,23;5,28;3,21
