"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"35877";0,48;"Ideal";"F";"SI2";61;57;918;5,05;5,08;3,09
"44787";0,62;"Very Good";"E";"SI2";58,8;63;1624;5,58;5,61;3,29
"4056";0,35;"Ideal";"I";"VS1";62,1;54;571;4,54;4,57;2,83
"39905";0,49;"Premium";"H";"VS2";59,5;62;1103;5,14;5,12;3,05
"7188";0,96;"Very Good";"I";"VS2";59,6;59;4187;6,36;6,42;3,81
"29474";0,32;"Ideal";"E";"VS2";61,9;55;702;4,42;4,43;2,74
"32616";0,34;"Very Good";"I";"VS2";61,6;56;457;4,47;4,51;2,76
"53457";0,48;"Very Good";"D";"IF";60,6;55;2677;5,08;5,12;3,09
"51953";0,56;"Very Good";"E";"VVS2";60,7;57;2442;5,31;5,36;3,24
"28615";0,3;"Good";"E";"SI1";63,8;55;675;4,28;4,25;2,72
"2323";1,01;"Fair";"H";"SI2";64,5;54;3167;6,26;6,15;4
"49561";0,67;"Very Good";"G";"VS2";59,4;59,4;2131;5,71;5,8;3,41
"5007";1,03;"Fair";"D";"SI2";66,4;56;3743;6,31;6,19;4,15
"16353";0,3;"Premium";"H";"VS2";63;59;608;4,29;4,25;2,69
"16979";1,19;"Very Good";"H";"VS2";60,5;59;6781;6,97;7;4,17
"5480";0,9;"Premium";"H";"VS1";63;62;3838;6,09;6;3,81
"8836";1,02;"Premium";"E";"SI2";59,6;59;4478;6,59;6,54;3,91
"16410";1;"Good";"F";"VS1";57,8;59;6552;6,57;6,59;3,8
"43464";0,53;"Ideal";"H";"VS2";61,4;55,4;1417;5,19;5,24;3,2
"24190";2,09;"Premium";"F";"SI2";61,3;59;12377;8,19;8,15;5,01
"4944";0,8;"Ideal";"H";"VVS1";61,8;57;3732;5,93;5,89;3,65
"11834";1;"Premium";"H";"VS2";61,3;61;5096;6,44;6,38;3,93
"33920";0,47;"Good";"E";"SI2";56,5;62;844;5,17;5,09;2,9
"42662";0,57;"Ideal";"D";"SI2";62,3;53;1333;5,32;5,34;3,32
"35928";0,43;"Premium";"D";"SI2";62,6;58;919;4,82;4,79;3,01
"9615";1,08;"Ideal";"J";"SI1";62,1;55;4633;6,54;6,57;4,07
"14855";1,06;"Premium";"D";"SI1";58,9;61;5983;6,69;6,63;3,92
"53516";0,8;"Fair";"H";"VS2";65,3;58;2686;5,78;5,73;3,76
"20416";1,21;"Premium";"G";"VS1";62,7;58;8774;6,85;6,76;4,27
"30237";0,33;"Ideal";"E";"VS2";61,9;56;723;4,43;4,46;2,75
"4591";0,77;"Ideal";"F";"VS1";60,9;58;3655;5,91;5,95;3,61
"4590";1,01;"Good";"J";"VS2";62,8;58;3655;6,3;6,35;3,97
"8641";1;"Premium";"I";"VS2";61,6;59;4452;6,47;6,39;3,96
"15095";1,01;"Good";"D";"VS2";64,2;60;6066;6,32;6,35;4,07
"33824";0,32;"Ideal";"G";"VVS1";62;57;842;4,38;4,42;2,73
"44355";0,56;"Very Good";"G";"VS2";60,9;58;1580;5,34;5,36;3,26
"6729";0,25;"Ideal";"H";"VVS1";62,5;56;577;4,06;4,03;2,53
"52370";0,73;"Ideal";"D";"SI2";62,4;56;2504;5,72;5,75;3,58
"5407";1;"Good";"E";"SI2";63,7;61;3819;6,27;6,32;4,01
"45036";0,54;"Premium";"E";"SI1";61,6;61;1637;5,23;5,2;3,21
"37952";0,41;"Premium";"G";"VVS2";61,6;58;1007;4,74;4,8;2,94
