"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"14320";1,03;"Very Good";"E";"VS2";61,3;61;5800;6,46;6,53;3,98
"21913";1,32;"Ideal";"G";"VS1";62,6;56;9979;7,05;7;4,4
"34983";0,34;"Premium";"F";"VS2";62,9;58;880;4,46;4,44;2,8
"18877";1,72;"Good";"J";"SI2";63,2;57;7741;7,56;7,6;4,79
"49528";0,52;"Ideal";"F";"VS1";61,3;56;2123;5,19;5,22;3,19
"33527";0,35;"Ideal";"D";"VS2";61,8;56;829;4,51;4,55;2,8
"15207";1,01;"Premium";"G";"VS2";58,5;61;6108;6,57;6,52;3,83
"33133";0,31;"Premium";"G";"VVS1";60,7;58;816;4,37;4,4;2,66
"18980";1,12;"Ideal";"F";"SI1";61,7;56;7812;6,64;6,68;4,11
"13138";1,07;"Ideal";"F";"SI1";59,4;57;5436;6,73;6,67;3,98
"31723";0,32;"Very Good";"G";"VVS1";61,4;55;772;4,41;4,45;2,72
"21662";1,23;"Ideal";"F";"VS2";61,9;57;9759;6,86;6,9;4,26
"6886";1,06;"Very Good";"I";"SI2";62,8;56;4132;6,47;6,55;4,09
"11292";1,01;"Premium";"H";"SI1";60,4;60;4977;6,55;6,47;3,93
"31478";0,34;"Ideal";"H";"VS1";62,3;55;765;4,48;4,45;2,78
"11531";1;"Fair";"E";"SI1";57,6;57;5027;6,56;6,52;3,77
"8113";1,13;"Premium";"H";"SI2";59,4;58;4350;6,74;6,8;4,02
"25199";2,04;"Very Good";"H";"SI2";63,2;58;13790;8,1;8;5,09
"13344";1;"Good";"F";"VS2";63,4;56;5505;6,27;6,35;4
"14887";1,28;"Ideal";"G";"SI2";61,4;57;5995;6,99;6,96;4,28
"27754";0,32;"Ideal";"I";"VS1";62,3;57;648;4,42;4,37;2,74
"53048";0,71;"Ideal";"I";"VVS1";62,3;56;2606;5,7;5,73;3,56
"53438";0,7;"Premium";"E";"VS2";60,9;59;2673;5,68;5,71;3,47
"11950";1,01;"Very Good";"E";"SI1";62,8;60;5132;6,38;6,39;4,01
"49452";0,7;"Ideal";"I";"VS2";61,1;57;2111;5,7;5,75;3,5
"43712";0,59;"Ideal";"G";"SI1";61,5;57;1437;5,36;5,4;3,31
"40205";0,53;"Good";"J";"VS2";63,8;57;1122;5,12;5,1;3,26
"16434";1,13;"Ideal";"E";"SI1";62,2;55;6563;6,66;6,69;4,15
"32438";0,43;"Ideal";"F";"SI1";61,6;57;792;4,8;4,85;2,97
"16903";1;"Good";"G";"VVS2";62,4;61;6748;6,32;6,3;3,94
"39042";0,36;"Ideal";"F";"IF";62,5;54;1056;4,54;4,58;2,85
"15163";1,54;"Ideal";"H";"SI2";61,8;57;6095;7,43;7,35;4,57
"48026";0,71;"Good";"J";"VS2";60,6;61;1922;5,7;5,79;3,48
"46519";0,53;"Ideal";"H";"VVS1";61,3;56;1781;5,22;5,24;3,21
"43838";0,5;"Very Good";"E";"VS2";63,6;59;1446;4,99;5,04;3,19
"414";0,29;"Ideal";"F";"VS1";61,6;56;555;4,26;4,31;2,64
"5269";1,01;"Very Good";"G";"SI2";62,7;58;3796;6,32;6,43;4
"52705";0,74;"Premium";"H";"VS2";60,2;58;2553;5,92;5,88;3,55
"25515";2,03;"Ideal";"E";"SI2";62,3;56;14308;8,11;8,09;5,05
"30708";0,4;"Good";"I";"VS1";63,8;55;737;4,65;4,69;2,98
"1118";0,74;"Premium";"F";"VS1";62,5;60;2917;5,78;5,74;3,6
"53426";0,7;"Ideal";"F";"VS2";62;56;2671;5,71;5,74;3,55
"25715";2,02;"Very Good";"I";"VS2";58,8;57;14620;8,21;8,29;4,85
"46446";0,52;"Very Good";"E";"VS2";63,5;54;1773;5,19;5,11;3,27
"1778";0,72;"Very Good";"E";"VS1";63,1;56;3048;5,7;5,65;3,58
"34268";0,29;"Very Good";"H";"VVS2";62,2;54;466;4,23;4,26;2,64
"18018";1,25;"Ideal";"E";"SI2";62,3;58;7289;6,86;6,89;4,28
"33845";0,3;"Ideal";"G";"IF";61,8;57;844;4,28;4,31;2,65
"6673";1,08;"Premium";"J";"SI1";61;60;4098;6,57;6,62;4,02
"51956";0,85;"Ideal";"J";"VS2";61,7;55;2442;6,08;6,11;3,76
"19019";2,11;"Very Good";"G";"I1";63,2;57;7834;8,13;8,07;5,12
"47636";0,51;"Ideal";"D";"VS2";61,8;55;1882;5,18;5,15;3,19
"36007";0,31;"Ideal";"F";"IF";62,3;54;921;4,33;4,34;2,7
"19076";1,27;"Premium";"H";"VS2";61,1;58;7849;6,96;6,88;4,23
"15415";1,05;"Good";"D";"SI1";63,7;59;6174;6,42;6,38;4,08
"30903";0,39;"Ideal";"G";"VS2";60,7;54;745;4,74;4,77;2,89
"30500";0,31;"Ideal";"D";"SI1";62,4;53;732;4,35;4,33;2,71
"38822";0,7;"Very Good";"G";"I1";61,5;63;1047;5,73;5,65;3,5
"29911";0,29;"Very Good";"G";"VS2";61,5;58;712;4,25;4,27;2,62
"33217";0,4;"Premium";"E";"SI2";60,5;59;821;4,78;4,74;2,88
"41694";0,63;"Good";"F";"SI2";64,2;56;1240;5,4;5,34;3,45
"13185";1,12;"Ideal";"G";"SI1";62;55;5451;6,65;6,68;4,13
"17375";0,34;"Premium";"I";"VS2";62,1;57;612;4,48;4,44;2,77
"10887";1,16;"Ideal";"G";"SI2";61,9;56;4880;6,73;6,77;4,18
"44757";0,51;"Ideal";"F";"VS2";62,8;57;1619;5,1;5,06;3,19
"48279";0,53;"Ideal";"D";"VS2";62,1;55;1956;5,2;5,17;3,22
"12194";1,01;"Ideal";"H";"SI1";62,1;59;5189;6,38;6,43;3,98
"46094";0,51;"Ideal";"D";"VS2";61;57;1740;5,15;5,18;3,15
"1088";0,71;"Very Good";"D";"VS1";62,9;57;2910;5,6;5,66;3,54
"46281";0,56;"Very Good";"E";"VS2";61;58;1755;5,29;5,34;3,24
"11558";1,07;"Premium";"E";"SI2";61,3;59;5033;6,64;6,58;4,05
"19166";1,22;"Ideal";"G";"VS2";62;55;7923;6,83;6,91;4,26
"6922";0,91;"Premium";"E";"SI1";62,4;57;4138;6,23;6,11;3,85
"53382";0,7;"Very Good";"F";"SI1";60,6;60;2662;5,71;5,75;3,47
"35787";0,32;"Ideal";"D";"VS2";62;54;912;4,39;4,42;2,73
"12063";1,01;"Ideal";"F";"SI2";61,7;56;5154;6,43;6,47;3,98
"44656";0,35;"Good";"D";"SI2";63,3;55;522;4,45;4,49;2,83
