"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"3297";0,71;"Very Good";"D";"VS2";61,9;59;3366;5,68;5,72;3,53
"7864";1,07;"Very Good";"I";"SI1";61,8;60;4307;6,52;6,56;4,04
"47605";0,51;"Ideal";"H";"IF";62,3;54;1879;5,14;5,17;3,21
"32182";0,39;"Premium";"G";"VS2";62,3;59;787;4,65;4,69;2,91
"46829";0,58;"Ideal";"F";"VS2";60,6;56;1809;5,41;5,44;3,29
"23915";1,74;"Good";"H";"SI1";60,6;62;12032;7,74;7,8;4,71
"14270";1,13;"Premium";"H";"VS2";62,4;58;5779;6,61;6,66;4,14
"22427";1,01;"Very Good";"D";"VVS2";62,5;59;10453;6,34;6,4;3,98
"20361";1,57;"Ideal";"G";"SI1";61,7;55;8752;7,51;7,44;4,61
"2606";0,72;"Ideal";"D";"VS2";62,7;56;3219;5,65;5,71;3,56
"45796";0,51;"Premium";"E";"VS2";62,5;60;1709;5,1;5,08;3,18
"2453";0,71;"Ideal";"H";"VS2";61,9;55;3189;5,74;5,77;3,56
"43642";0,5;"Premium";"F";"VS2";60,6;59;1433;5,13;5,03;3,08
"9596";1,04;"Ideal";"F";"SI2";62,6;57;4630;6,48;6,45;4,05
"2094";0,82;"Ideal";"I";"VS1";61,3;57;3113;6,02;6,07;3,7
"28829";0,41;"Very Good";"E";"SI2";62,8;57;683;4,7;4,73;2,96
"3849";0,7;"Very Good";"D";"VS1";61,6;58;3477;5,67;5,73;3,51
"46815";0,5;"Premium";"D";"VS1";62,8;58;1807;5,05;5,01;3,16
"6012";0,91;"Premium";"E";"SI1";61,9;61;3961;6,14;6,11;3,79
"28761";0,31;"Ideal";"E";"VS2";60,9;57;680;4,34;4,36;2,65
"18597";1,12;"Premium";"D";"VS2";63;57;7587;6,62;6,55;4,15
"14794";1,23;"Ideal";"H";"SI2";60,6;57;5951;6,98;6,94;4,22
"34813";0,44;"Very Good";"E";"SI2";63,2;59;878;4,85;4,8;3,05
"1117";0,93;"Ideal";"I";"SI1";62;57;2917;6,22;6,26;3,87
"35912";0,38;"Ideal";"D";"VS1";61,3;56;919;4,68;4,72;2,88
"49553";0,55;"Ideal";"G";"VVS2";61,9;56;2129;5,27;5,23;3,25
"19157";1,02;"Ideal";"F";"VS1";61,5;56;7916;6,47;6,5;3,99
"3475";1,01;"Premium";"E";"I1";59,8;58;3394;6,57;6,53;3,92
"11672";0,91;"Very Good";"E";"VS1";62,8;60;5057;6,08;6,11;3,83
"47854";0,5;"Premium";"G";"VVS2";61,4;57;1909;5,16;5,1;3,15
"34510";0,33;"Ideal";"G";"VVS1";62,3;55;868;4,43;4,46;2,77
"29045";0,42;"Ideal";"E";"SI2";62,7;55,2;687;4,78;4,79;3
"32001";0,28;"Very Good";"D";"VVS2";62,2;52;777;4,21;4,25;2,63
"24217";1,67;"Ideal";"I";"VS2";61,9;57;12406;7,56;7,59;4,69
"39213";0,4;"Very Good";"E";"VVS2";62,8;58;1066;4,68;4,71;2,95
"24253";1,39;"Ideal";"G";"VVS2";61,4;54;12462;7,22;7,3;4,44
"41089";0,41;"Ideal";"F";"VVS2";62,5;56;1192;4,75;4,72;2,96
"25365";0,28;"Very Good";"E";"VVS1";59,6;59;642;4,3;4,33;2,57
"16514";1;"Ideal";"E";"VS2";61,6;57;6600;6,38;6,44;3,95
"895";0,7;"Premium";"G";"VVS2";62,9;59;2874;5,68;5,61;3,55
"26830";2,01;"Good";"I";"SI1";58,8;60;16731;8,27;8,19;4,84
"6231";1,01;"Fair";"G";"SI1";64,2;59;4004;6,31;6,28;4,04
"9757";0,9;"Premium";"G";"VS1";62,7;58;4661;6,06;6,15;3,83
"32460";0,36;"Ideal";"G";"VVS2";61,5;55;794;4,58;4,62;2,83
"31718";0,41;"Ideal";"D";"SI1";60,7;55;771;4,83;4,86;2,94
"43651";0,53;"Ideal";"I";"VVS1";62,2;53;1435;5,17;5,21;3,23
"11603";1,04;"Good";"F";"SI1";63,4;59;5045;6,4;6,44;4,07
"15230";1;"Very Good";"D";"VS2";63,4;57;6115;6,36;6,32;4,02
"8620";1;"Good";"I";"VVS1";56,5;62;4445;6,58;6,55;3,71
"8933";1,01;"Premium";"F";"SI2";61,6;58;4497;6,4;6,39;3,94
"21763";1,5;"Ideal";"E";"SI1";61,9;57;9828;7,37;7,31;4,54
"7655";1;"Very Good";"F";"SI2";63,3;58;4269;6,26;6,29;3,97
"12458";1,06;"Premium";"H";"VS1";62,1;60;5247;6,52;6,5;4,04
"23344";0,3;"Ideal";"G";"SI2";61,8;57;422;4,31;4,33;2,67
"31093";0,3;"Premium";"D";"VVS2";62,4;58;752;4,26;4,3;2,67
"945";0,79;"Ideal";"I";"VS1";61,7;59;2888;5,93;5,96;3,67
"9957";1,33;"Fair";"F";"I1";62;56;4698;7,05;7,01;4,36
"10662";1,2;"Premium";"J";"SI1";60,6;59;4838;6,88;6,84;4,16
"49308";0,3;"Ideal";"I";"VVS1";61,8;54;540;4,32;4,35;2,68
"18416";1,02;"Premium";"F";"VS1";61,9;58;7485;6,5;6,45;4,01
"44847";0,52;"Good";"E";"VS2";64,3;56;1625;5,02;5,14;3,27
"52091";0,71;"Premium";"F";"SI1";62,3;60;2458;5,68;5,65;3,53
"16395";1,05;"Very Good";"F";"VS2";62;56;6545;6,48;6,52;4,03
"32906";0,33;"Ideal";"F";"VVS2";62,2;56;810;4,43;4,45;2,76
"32000";0,3;"Ideal";"F";"VVS1";61,9;57;776;4,3;4,32;2,67
"2645";0,81;"Ideal";"E";"VS2";60,4;57;3231;6,02;6,06;3,65
"47940";0,6;"Premium";"E";"VS2";59,9;61;1915;5,53;5,48;3,3
"22419";1,11;"Ideal";"D";"VS2";61,2;57;10443;6,69;6,71;4,1
"15183";1;"Very Good";"F";"VS1";58,1;62;6098;6,57;6,62;3,83
"14132";1,1;"Premium";"H";"VS2";62,5;58;5729;6,59;6,54;4,1
"39167";0,4;"Premium";"J";"IF";62,7;60;1063;4,7;4,64;2,93
"3544";0,73;"Ideal";"D";"VS2";62,7;53;3412;5,76;5,79;3,62
"44013";0,51;"Premium";"G";"VS2";62,4;57;1546;5,11;5,09;3,18
"36161";0,38;"Ideal";"G";"VVS2";61,5;55,2;929;4,67;4,71;2,89
"21598";1,23;"Ideal";"G";"VVS2";61;55;9698;6,95;6,93;4,23
"4135";1,06;"Ideal";"F";"I1";61,8;55;3544;6,55;6,58;4,06
"1238";0,76;"Premium";"D";"SI1";61,6;59;2942;5,84;5,82;3,59
"328";0,72;"Premium";"E";"VS2";63;55;2802;5,79;5,61;3,59
"11755";1,01;"Very Good";"F";"SI1";62,4;60;5078;6,35;6,4;3,98
"17837";1,06;"Ideal";"H";"VVS1";61,3;57;7193;6,55;6,53;4,01
"24534";1,52;"Premium";"D";"SI1";59,5;61;12823;7,5;7,43;4,44
"8854";1;"Fair";"E";"VS2";66,4;51;4480;6,31;6,22;4,16
"42913";0,41;"Ideal";"E";"VVS2";61,6;55;1363;4,81;4,84;2,97
"26246";2,03;"Very Good";"E";"SI2";63;61;15690;7,99;8,04;5,05
"46727";0,5;"Good";"D";"VS1";64,3;54;1795;5,02;5,06;3,24
"11651";1,01;"Very Good";"D";"SI1";58,1;61;5055;6,59;6,66;3,85
"45708";0,56;"Ideal";"H";"VS1";62,8;56;1698;5,28;5,23;3,3
"41144";0,56;"Ideal";"H";"SI1";61,7;56;1197;5,26;5,3;3,26
"8120";0,91;"Premium";"D";"SI1";63;59;4352;6,15;6,11;3,86
"22722";1,58;"Ideal";"H";"SI1";61,4;56;10738;7,53;7,46;4,6
"34155";0,33;"Ideal";"G";"VS1";62,3;54;854;4,48;4,45;2,78
"38182";0,41;"Premium";"D";"SI1";59,6;59;1015;4,85;4,82;2,88
"24268";1,71;"Very Good";"H";"VS2";58,8;60;12493;7,8;7,85;4,6
"35172";0,31;"Ideal";"G";"IF";61;56;891;4,38;4,41;2,68
"29225";0,31;"Premium";"G";"VS1";62,1;58;695;4,36;4,31;2,69
