"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"28609";0,3;"Premium";"E";"SI1";61,7;56;675;4,29;4,27;2,64
"16904";1,03;"Premium";"G";"VS1";60,7;58;6749;6,55;6,5;3,96
"51420";0,53;"Ideal";"G";"IF";62,1;57;2372;5,16;5,21;3,22
"1177";0,71;"Very Good";"E";"VS2";61,3;60;2930;5,74;5,71;3,51
"7157";0,85;"Ideal";"E";"SI1";60,7;57;4181;6,11;6,14;3,72
"28201";0,4;"Premium";"D";"SI2";60,4;59;666;4,8;4,83;2,91
"21883";1,5;"Premium";"G";"SI1";60;61;9954;7,48;7,43;4,47
"25382";1,3;"Premium";"F";"VVS1";59,3;59;14068;7,11;7,08;4,22
"26137";1,61;"Premium";"F";"VS2";62,3;59;15426;7,53;7,47;4,67
"2470";0,71;"Very Good";"E";"VS1";62,1;60;3192;5,65;5,71;3,53
"2571";0,73;"Ideal";"F";"VS1";62,6;56;3211;5,73;5,71;3,58
"576";0,8;"Ideal";"G";"VS2";62,2;56;2834;5,94;5,87;3,67
"3015";0,76;"Ideal";"D";"SI1";62;57;3306;5,88;5,92;3,66
"13085";1,04;"Ideal";"H";"VS2";59,3;57;5416;6,64;6,58;3,92
"985";0,77;"Very Good";"G";"VS2";61,3;60;2896;5,81;5,91;3,59
"44611";0,53;"Ideal";"E";"SI1";62;55;1607;5,21;5,17;3,22
"32687";0,31;"Very Good";"G";"VS1";63,2;57;802;4,33;4,28;2,72
"50071";0,71;"Premium";"I";"VS1";62,5;59;2202;5,75;5,71;3,58
"15578";1;"Very Good";"H";"VVS2";62,6;56;6249;6,36;6,39;3,99
"31150";0,41;"Premium";"F";"SI1";59,8;59;755;4,82;4,85;2,89
"27294";1,87;"Ideal";"H";"VS1";59,7;60;17761;7,98;8,04;4,78
"15484";1,54;"Premium";"J";"VS2";59,3;59;6202;7,54;7,5;4,46
"35777";0,4;"Ideal";"E";"VS2";62,4;56;912;4,71;4,74;2,95
"32072";0,32;"Ideal";"E";"VS2";61,4;57;780;4,46;4,4;2,72
"51736";0,73;"Very Good";"G";"SI1";61,5;59;2402;5,76;5,81;3,56
"53580";0,7;"Ideal";"F";"SI1";62,2;55;2697;5,73;5,68;3,55
"37252";0,4;"Ideal";"G";"VVS1";61,3;56;977;4,74;4,75;2,91
"26634";2,11;"Ideal";"D";"SI2";62,7;56;16404;8,25;8,18;5,14
"18338";1,5;"Fair";"E";"SI2";65,8;57;7459;7,17;7,11;4,7
"33974";0,31;"Good";"F";"VVS2";63,6;55;846;4,33;4,29;2,74
"25108";2,02;"Premium";"I";"SI2";61,4;57;13642;8,18;8,08;4,99
"4180";0,9;"Very Good";"F";"SI2";63,4;58;3556;6,08;6,01;3,83
"39422";0,41;"Ideal";"F";"VS1";62,6;55;1076;4,77;4,75;2,98
"1111";0,73;"Ideal";"E";"SI1";61,4;58;2914;5,76;5,8;3,55
"44605";0,53;"Ideal";"G";"VS2";61,8;56;1607;5,21;5,18;3,21
"25395";2,01;"Ideal";"I";"SI2";61,5;56;14103;8,1;8,16;5
"8013";1,03;"Fair";"I";"VS1";57,6;58;4328;6,67;6,58;3,81
"25109";1,69;"Ideal";"I";"VS2";60,5;56;13645;7,74;7,77;4,69
"11863";1,03;"Premium";"H";"SI1";59,2;60;5105;6,62;6,58;3,91
"49937";0,58;"Good";"E";"VS1";58,6;64;2185;5,4;5,46;3,18
"21560";1,23;"Ideal";"F";"VS1";62,5;54;9660;6,82;6,85;4,27
"22079";1,75;"Very Good";"I";"SI2";61,2;57;10098;7,71;7,76;4,73
"45109";0,56;"Ideal";"E";"SI1";61,6;55;1649;5,31;5,33;3,28
"22569";1,58;"Premium";"I";"VS1";61,1;59;10618;7,52;7,44;4,57
"43406";0,53;"Ideal";"H";"VS2";62,5;56;1412;5,19;5,15;3,23
"40626";0,41;"Ideal";"E";"VS1";60,9;57;1153;4,79;4,76;2,91
"32321";0,3;"Premium";"H";"IF";60,4;60;789;4,3;4,34;2,61
"46525";0,51;"Ideal";"G";"VS1";61,7;55;1781;5,17;5,14;3,18
"49303";0,32;"Ideal";"I";"VVS2";61,7;56;540;4,4;4,42;2,72
"25128";1,63;"Premium";"E";"VS2";61,8;58;13678;7,57;7,49;4,65
"31724";0,32;"Very Good";"G";"VVS1";60,6;56;772;4,44;4,47;2,7
"575";0,7;"Ideal";"F";"SI1";60,7;57;2833;5,73;5,75;3,49
"21948";1,5;"Very Good";"G";"SI1";60,1;61;10019;7,28;7,4;4,41
"39718";0,5;"Good";"E";"SI1";64,2;59;1090;5,03;4,97;3,21
"50490";0,7;"Premium";"I";"VS2";60,8;59;2268;5,71;5,68;3,46
"3994";0,71;"Ideal";"F";"VS2";61,8;55;3516;5,74;5,76;3,55
"7423";0,71;"Very Good";"E";"VVS1";62,8;59;4228;5,66;5,71;3,57
"17911";1,38;"Premium";"H";"VS1";61;60;7233;7,21;7,16;4,38
"3499";0,9;"Good";"E";"SI1";64,3;62;3400;6;6,07;3,88
"43197";0,5;"Good";"F";"VS2";63,3;60;1395;4,99;5,03;3,17
"23971";2,01;"Premium";"J";"SI2";62,4;59;12105;8,05;8,1;5,04
"22633";1,21;"Ideal";"G";"VS1";61,3;57;10685;6,82;6,87;4,2
"18032";0,35;"Premium";"H";"VS1";61,7;59;614;4,51;4,53;2,79
"45341";0,7;"Premium";"F";"SI2";59,5;61;1662;5,78;5,68;3,41
"40090";0,33;"Premium";"G";"VVS1";60,9;60;1114;4,5;4,46;2,73
"53627";0,35;"Very Good";"I";"VS1";60,7;62;552;4,53;4,59;2,77
"46750";0,51;"Good";"G";"VVS2";63,7;54;1800;5,08;5,1;3,24
"28468";0,45;"Ideal";"J";"VS2";61,4;55;672;4,94;4,97;3,04
"29187";0,3;"Ideal";"E";"VS1";61,3;58;694;4,29;4,32;2,64
"13120";1,01;"Ideal";"G";"SI1";63,1;53;5430;6,36;6,42;4,03
"40956";0,42;"Ideal";"G";"VVS1";61,1;56;1179;4,82;4,87;2,96
"17313";1;"Very Good";"D";"VS2";61,2;60;6937;6,4;6,42;3,92
"14250";1,22;"Premium";"H";"VS1";62,2;58;5773;6,84;6,76;4,23
"5208";1;"Fair";"J";"SI1";64,7;52;3780;6,35;6,3;4,09
"43537";0,51;"Ideal";"G";"VS2";61,6;56;1427;5,13;5,18;3,18
"33078";0,26;"Premium";"E";"VVS1";60,9;59;814;4,12;4,09;2,5
"11093";1,03;"Ideal";"G";"SI2";62,3;59;4928;6,44;6,46;4,02
"50246";0,7;"Ideal";"G";"SI2";61,3;58;2234;5,67;5,69;3,48
"20354";1,5;"Good";"H";"VS1";64,2;56;8749;7,3;7,09;4,62
"14778";1,25;"Premium";"D";"SI2";63;62;5947;6,86;6,82;4,3
"47489";0,72;"Ideal";"J";"SI1";61,9;54;1864;5,76;5,8;3,58
"18646";1,07;"Very Good";"G";"VS2";60;56;7611;6,67;6,69;4,01
"26455";2,07;"Premium";"I";"SI1";62,3;60;15992;8,16;8,12;5,07
"8722";0,3;"Fair";"E";"VVS2";66,6;54;586;4,14;4,18;2,77
"6836";1,01;"Good";"F";"SI2";63,6;59;4121;6,34;6,37;4,04
"13506";1,01;"Premium";"D";"SI1";61,6;60;5543;6,47;6,43;3,97
"40178";0,5;"Ideal";"F";"SI2";60,5;56;1118;5,17;5,19;3,14
"35074";0,33;"Very Good";"E";"VS1";58,3;62;886;4,49;4,57;2,64
