"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"50236";0,72;"Ideal";"F";"SI2";62,4;55;2232;5,72;5,76;3,58
"45026";0,54;"Ideal";"G";"VS2";62,3;54;1637;5,27;5,23;3,27
"22734";1,59;"Ideal";"I";"VS2";61,7;57;10752;7,47;7,52;4,62
"9969";1,25;"Very Good";"J";"SI1";62,5;57;4702;6,83;6,86;4,28
"4274";0,98;"Fair";"H";"SI1";68,6;58;3583;6,18;6,04;4,19
"30301";0,3;"Premium";"G";"VS1";62;60;725;4,31;4,27;2,66
"3655";0,73;"Ideal";"D";"VS2";62;56;3440;5,74;5,78;3,57
"53717";0,7;"Ideal";"E";"VS2";60,3;57;2719;5,7;5,8;3,47
"53003";0,7;"Premium";"D";"SI2";60,4;60;2596;5,79;5,74;3,48
"2503";0,83;"Ideal";"F";"SI1";62,1;55;3198;6,05;6;3,74
"30874";0,33;"Premium";"G";"VS2";61,9;59;743;4,46;4,4;2,74
"41090";0,41;"Ideal";"F";"VVS2";62,6;55;1192;4,76;4,73;2,97
"31098";0,41;"Very Good";"E";"SI1";59,3;59;753;4,86;4,89;2,89
"1450";0,91;"Ideal";"I";"SI2";63;54;2976;6,17;6,12;3,86
"20549";1,13;"Premium";"G";"VVS1";59,3;59;8868;6,87;6,79;4,05
"5517";0,72;"Ideal";"G";"VVS2";61,9;57;3849;5,72;5,75;3,55
"1252";0,77;"Ideal";"I";"SI1";61,5;56;2946;5,9;5,93;3,64
"43662";0,56;"Premium";"F";"SI1";60,8;58;1436;5,31;5,34;3,24
"16948";1,08;"Ideal";"G";"VS2";60,3;59;6769;6,62;6,64;4
"15280";1,5;"Premium";"I";"SI2";62,9;57;6132;7,28;7,26;4,57
"42725";0,6;"Premium";"H";"SI1";58,9;61;1341;5,54;5,5;3,25
"21513";1,56;"Good";"I";"VS2";57,2;62;9609;7,66;7,72;4,4
"529";0,7;"Good";"E";"VS1";57,2;59;2826;5,94;5,88;3,38
"2721";0,26;"Ideal";"E";"VVS2";62,5;55;564;4,07;4,09;2,55
"37918";0,41;"Premium";"F";"VS1";62,6;58;1007;4,74;4,75;2,97
"3811";0,73;"Good";"E";"VS1";59;61;3466;5,88;5,92;3,48
"3653";0,82;"Ideal";"F";"SI1";61,3;55;3439;6,06;6,08;3,72
"52977";0,3;"Very Good";"D";"SI1";63;58;552;4,24;4,27;2,68
"21456";1,05;"Ideal";"G";"VVS2";61,4;56;9555;6,54;6,59;4,03
"22359";0,31;"Ideal";"H";"VS2";61,5;57;628;4,38;4,33;2,68
"4166";0,71;"Ideal";"E";"VS2";61,6;56;3553;5,73;5,77;3,54
"14385";0,3;"Ideal";"H";"VVS2";61,7;54;605;4,31;4,34;2,67
"41218";0,7;"Premium";"G";"I1";62,3;56;1206;5,66;5,61;3,51
"4729";0,33;"Good";"I";"SI1";63,6;57;572;4,42;4,39;2,8
"53612";0,35;"Very Good";"H";"VS2";59,6;62;552;4,57;4,62;2,74
"7073";0,33;"Ideal";"G";"VS2";62,5;57;579;4,39;4,41;2,75
"34437";0,5;"Premium";"G";"SI2";62,4;61;863;5,02;4,98;3,12
"50819";0,71;"Ideal";"I";"VVS2";62,4;54;2308;5,72;5,75;3,58
"10994";1,11;"Very Good";"E";"SI2";62,8;55;4914;6,6;6,62;4,15
"19309";1,03;"Ideal";"G";"VVS2";61,6;57;8020;6,51;6,48;4
"6144";0,9;"Very Good";"H";"VS2";62,6;58;3989;6,14;6,22;3,87
"40509";0,56;"Very Good";"H";"SI2";59,5;57;1144;5,4;5,43;3,22
"3404";0,4;"Good";"J";"VS1";64;56;567;4,66;4,69;2,99
"40675";0,5;"Premium";"E";"SI1";61,4;58;1155;5,17;5,09;3,15
"6428";0,9;"Ideal";"G";"SI2";61,4;56;4044;6,19;6,23;3,81
"40340";0,39;"Premium";"E";"VVS2";61,1;59;1129;4,68;4,74;2,88
"18752";1,01;"Premium";"G";"VVS2";60,5;60;7665;6,58;6,51;3,96
"31962";0,23;"Good";"D";"VVS2";61,8;65;452;3,9;3,93;2,42
"47587";0,58;"Ideal";"D";"VS2";61,2;57;1876;5,37;5,41;3,3
"5460";1,01;"Very Good";"I";"SI2";61,4;59;3833;6,42;6,45;3,95
"37129";0,37;"Premium";"D";"VVS2";60,7;59;971;4,63;4,66;2,82
"8114";0,92;"Premium";"D";"SI1";62,3;58;4350;6,21;6,27;3,89
"13573";1,24;"Premium";"I";"SI1";60,4;58;5555;7,02;6,95;4,22
"40149";0,35;"Ideal";"G";"IF";61,1;56;1116;4,59;4,54;2,79
"30860";0,33;"Ideal";"G";"VS2";62,2;56;743;4,47;4,44;2,77
"4949";1,15;"Good";"J";"SI2";63,8;60;3733;6,63;6,56;4,21
"8222";1,06;"Premium";"I";"SI1";61,9;59;4372;6,5;6,52;4,03
"36374";0,32;"Ideal";"G";"IF";61,9;56;940;4,39;4,46;2,74
"13966";1,01;"Very Good";"H";"VVS2";59,6;63;5684;6,55;6,47;3,88
"15400";1,06;"Very Good";"E";"SI1";59,8;56;6169;6,63;6,67;3,98
"29191";0,4;"Ideal";"F";"SI1";61,9;57;694;4,71;4,76;2,93
"17908";1,07;"Premium";"F";"VS1";62,4;58;7232;6,52;6,49;4,06
"51689";0,56;"Ideal";"G";"IF";62;56;2399;5,33;5,28;3,29
"11148";1,11;"Premium";"I";"VS2";60,4;58;4942;6,79;6,73;4,08
"30646";0,3;"Ideal";"F";"VVS2";61,1;57;736;4,3;4,34;2,64
"21217";1,07;"Ideal";"G";"IF";61,5;57;9361;6,54;6,59;4,04
"28008";0,3;"Ideal";"E";"VS2";62,6;56;658;4,29;4,34;2,7
"42007";0,59;"Ideal";"F";"SI2";61,8;55;1265;5,41;5,44;3,35
"553";0,53;"Ideal";"F";"VVS1";60,9;57;2830;5,23;5,29;3,19
"35012";0,4;"Very Good";"F";"SI1";63,1;58;882;4,69;4,66;2,95
"45655";0,25;"Premium";"E";"VS2";59,7;61;525;4,1;4,08;2,44
"21167";1,17;"Ideal";"G";"VS1";61,7;57;9326;6,71;6,75;4,15
"46372";0,71;"Ideal";"F";"I1";60,1;57;1761;5,79;5,76;3,47
"41901";0,55;"Ideal";"J";"VS2";61,7;54;1260;5,34;5,29;3,28
"2711";0,31;"Ideal";"G";"SI1";61,6;55;563;4,34;4,37;2,68
"49330";0,57;"Premium";"D";"VS1";60,9;57;2093;5,43;5,37;3,29
"25877";2,05;"Premium";"J";"VS1";62,5;60;14973;8,09;8,14;5,07
"52150";0,71;"Very Good";"H";"SI1";61,5;56;2471;5,71;5,75;3,53
"10436";1,16;"Very Good";"I";"SI1";62,7;57;4785;6,67;6,76;4,21
"35317";0,52;"Ideal";"J";"SI1";61,4;56,4;896;5,15;5,17;3,17
"28383";0,33;"Very Good";"I";"VS1";63,1;56;668;4,4;4,38;2,77
"31612";0,23;"Fair";"G";"VVS2";61,4;66;369;3,87;3,91;2,39
"15982";1,02;"Premium";"E";"VS2";60,4;58;6397;6,51;6,47;3,92
"8508";1,35;"Good";"I";"SI2";57,9;60;4423;7,33;7,29;4,23
"43942";0,32;"Ideal";"H";"VS1";61,8;53;516;4,41;4,43;2,73
"9182";1,08;"Very Good";"G";"SI2";62,9;59;4544;6,53;6,57;4,12
"30397";0,32;"Premium";"G";"VVS2";61,6;60;730;4,37;4,4;2,7
"50430";0,74;"Very Good";"F";"SI2";63,1;55;2261;5,77;5,74;3,63
"27694";0,41;"Ideal";"J";"VS1";62,7;54;648;4,75;4,79;2,99
