"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"37137";0,33;"Ideal";"F";"IF";62,2;53;971;4,47;4,5;2,79
"40856";0,49;"Very Good";"D";"SI1";58,6;60;1174;5,14;5,2;3,03
"37632";0,4;"Premium";"D";"SI1";60,8;59;990;4,8;4,77;2,91
"42619";0,32;"Premium";"H";"VS2";62,5;59;505;4,33;4,38;2,72
"30872";0,33;"Ideal";"G";"VS2";62,5;57;743;4,41;4,39;2,75
"52795";0,7;"Good";"E";"SI1";63,3;60;2569;5,56;5,59;3,53
"16577";1,04;"Ideal";"H";"VVS2";62,2;55;6619;6,48;6,52;4,04
"31249";0,4;"Ideal";"I";"VVS2";62;54;758;4,74;4,77;2,95
"10287";1,01;"Very Good";"I";"VS1";62,2;60;4756;6,39;6,35;3,96
"41726";0,41;"Ideal";"H";"IF";62,1;56;1243;4,76;4,74;2,95
"48328";0,24;"Ideal";"F";"VS2";61,8;57;536;4,02;3,97;2,47
"53231";0,72;"Ideal";"E";"SI1";61,2;56;2642;5,75;5,79;3,53
"7724";0,26;"Premium";"E";"VS2";60,4;58;580;4,19;4,15;2,52
"9223";1,05;"Premium";"F";"SI2";62,6;59;4557;6,47;6,43;4,04
"53530";0,74;"Ideal";"G";"SI2";61,7;56;2690;5,8;5,87;3,6
"24034";0,4;"Ideal";"J";"VS1";62,2;54;633;4,72;4,76;2,95
"23094";1,13;"Ideal";"E";"VVS2";61,6;56;11115;6,69;6,71;4,13
"8846";1;"Ideal";"E";"SI1";62,6;56;4480;6,37;6,29;3,96
"10822";1,01;"Ideal";"G";"SI1";60,7;58;4868;6,55;6,52;3,97
"11513";1,03;"Ideal";"D";"SI2";62,5;55;5021;6,41;6,48;4,03
"43833";0,59;"Very Good";"I";"VS2";60,3;59;1445;5,41;5,43;3,27
"12593";1,27;"Ideal";"J";"VS2";61,8;54;5285;6,95;6,98;4,31
"31790";0,42;"Very Good";"E";"SI1";62,3;58;773;4,76;4,81;2,98
"50229";0,71;"Premium";"H";"SI2";62,7;57;2231;5,71;5,64;3,56
"18325";1,34;"Very Good";"D";"SI2";61,7;58;7453;7,04;7,1;4,36
"4345";0,72;"Ideal";"E";"VS2";61,1;56;3601;5,78;5,81;3,54
"31308";0,32;"Ideal";"D";"VS2";62,6;57;758;4,37;4,41;2,75
"30512";0,31;"Ideal";"D";"SI1";62,6;57;732;4,32;4,3;2,7
"5476";1,02;"Fair";"E";"SI2";65,3;59;3838;6,28;6,22;4,08
"17768";1,51;"Very Good";"G";"SI2";63,1;58;7154;7,23;7,19;4,55
"28002";0,3;"Ideal";"E";"VS2";61,8;57;658;4,3;4,34;2,67
"41569";0,43;"Premium";"D";"VVS2";59,5;59;1238;4,97;4,95;2,95
"52697";0,7;"Very Good";"E";"VS2";61,4;57;2553;5,7;5,73;3,51
"28067";0,31;"Ideal";"G";"VVS2";62,7;57;660;4,32;4,35;2,72
"11776";1,02;"Ideal";"G";"SI1";62,2;56;5082;6,44;6,46;4,01
"47516";0,5;"Ideal";"G";"VVS2";61,4;56;1867;5,13;5,17;3,16
"42327";0,41;"Ideal";"F";"VVS1";60,9;56;1295;4,79;4,83;2,93
"28568";0,3;"Premium";"H";"VS1";62,3;58;675;4,28;4,26;2,66
"51723";0,7;"Ideal";"F";"SI1";61,8;55;2401;5,71;5,75;3,54
"47575";0,51;"Ideal";"G";"VVS2";61,2;55;1875;5,15;5,18;3,16
"43477";0,52;"Very Good";"G";"VS1";61,2;57;1420;5,17;5,23;3,18
"35699";0,3;"Premium";"E";"VS1";61,3;59;911;4,33;4,28;2,64
"7936";1,08;"Very Good";"G";"SI2";63,2;57;4318;6,54;6,5;4,12
"31705";0,36;"Ideal";"F";"SI1";62;56;770;4,59;4,54;2,83
"2252";0,94;"Very Good";"F";"SI2";62,3;59;3150;6,23;6,32;3,91
"45637";0,25;"Very Good";"G";"VVS1";60,6;55;525;4,12;4,14;2,5
"43602";0,31;"Very Good";"E";"SI1";61,2;58;507;4,34;4,38;2,67
"46949";0,52;"Ideal";"E";"VS2";62,6;57;1815;5,17;5,09;3,21
"13284";1,3;"Fair";"J";"SI1";66;57,1;5488;6,73;6,82;4,45
"3882";0,9;"Very Good";"I";"VS1";63,5;57;3484;6,06;6,03;3,84
"47058";0,61;"Good";"G";"VS2";61,2;62,8;1821;5,38;5,42;3,3
"33515";0,44;"Very Good";"F";"SI1";62,8;59;829;4,88;4,91;3,07
"7480";1;"Ideal";"I";"SI1";62,8;56;4237;6,33;6,38;3,99
"37478";0,35;"Ideal";"H";"IF";61,7;56;984;4,55;4,53;2,8
"28030";0,3;"Ideal";"E";"VS2";61,5;55;658;4,29;4,33;2,65
"5117";1,09;"Ideal";"E";"SI2";59,4;57;3760;6,74;6,65;3,98
"46036";0,57;"Premium";"E";"SI1";60,3;57;1728;5,4;5,34;3,24
"33714";0,33;"Ideal";"H";"IF";61,6;55;838;4,48;4,51;2,77
