"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"49683";0,73;"Good";"I";"VS2";63,7;58;2144;5,69;5,64;3,61
"38119";0,3;"Ideal";"G";"VVS1";61,7;55;1013;4,34;4,32;2,67
"39534";0,4;"Premium";"F";"VS2";61,6;58;1080;4,8;4,75;2,94
"7536";0,92;"Good";"G";"VS2";63,4;57;4243;6,17;6,23;3,93
"11888";1,01;"Good";"G";"SI1";63,7;60;5113;6,32;6,28;4,01
"35178";0,31;"Ideal";"G";"IF";61,8;55;891;4,35;4,39;2,7
"19760";1,11;"Premium";"E";"VS1";61,2;58;8329;6,69;6,65;4,08
"24161";2,01;"Premium";"I";"SI2";62;56;12338;8,01;7,87;4,92
"3410";0,3;"Ideal";"F";"VS2";62,1;57;568;4,27;4,3;2,66
"7538";1,04;"Very Good";"F";"SI2";62,8;55;4244;6,41;6,48;4,05
"32092";0,33;"Ideal";"D";"VS2";62,5;55;781;4,41;4,45;2,77
"49877";0,7;"Premium";"H";"SI1";60,9;62;2176;5,72;5,67;3,47
"29130";0,3;"Very Good";"H";"IF";62,3;56;691;4,3;4,33;2,68
"18763";1,07;"Premium";"E";"VS2";59,3;56;7670;6,71;6,69;3,97
"18015";1,54;"Premium";"G";"SI2";61,6;58;7287;7,45;7,3;4,57
"8760";0,9;"Very Good";"D";"SI1";62,5;59;4466;6,13;6,19;3,85
"2345";0,83;"Ideal";"G";"SI1";61,8;55;3171;6,05;6,09;3,75
"3201";0,7;"Ideal";"E";"VS1";62,3;54;3345;5,67;5,71;3,54
"16567";1,01;"Premium";"G";"VS1";62,6;59;6618;6,43;6,38;4,01
"44609";0,53;"Ideal";"E";"SI1";61,6;56;1607;5,23;5,19;3,21
"34797";0,5;"Good";"J";"SI1";63,3;60;877;4,97;4,99;3,15
"42796";0,5;"Fair";"G";"VS1";65,8;57;1350;5,03;4,91;3,27
"9150";1,09;"Premium";"D";"SI2";62,8;56;4538;6,49;6,45;4,06
"22279";1,5;"Premium";"I";"IF";62,9;58;10332;7,31;7,21;4,57
"46373";0,58;"Ideal";"G";"VS2";61,9;55;1761;5,33;5,36;3,31
"43438";0,55;"Premium";"G";"SI1";61,3;59;1415;5,28;5,23;3,22
"8234";1,12;"Premium";"I";"SI1";61,1;59;4373;6,66;6,69;4,08
"28574";0,3;"Premium";"H";"VS1";63;58;675;4,28;4,23;2,68
"48952";0,57;"Premium";"D";"VS2";61,9;58;2047;5,35;5,32;3,3
