"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"38027";0,32;"Ideal";"F";"IF";62,2;55;1010;4,38;4,4;2,73
"19020";1,01;"Very Good";"F";"VVS2";60,7;59;7835;6,4;6,46;3,9
"2308";0,73;"Ideal";"H";"VS2";61;56;3164;5,83;5,88;3,57
"53037";0,7;"Very Good";"D";"SI1";59,4;63;2604;5,76;5,78;3,43
"47860";0,67;"Ideal";"G";"VS2";61,4;57;1910;5,7;5,67;3,49
"37616";0,24;"Very Good";"E";"VVS1";62;60;485;3,96;4,01;2,47
"48148";0,53;"Premium";"D";"VS1";62,4;61;1940;5,25;5,14;3,24
"1029";0,7;"Very Good";"E";"VS1";58,4;59;2904;5,83;5,91;3,43
"18793";1,23;"Ideal";"H";"VS2";61,7;56;7687;6,92;6,88;4,26
"30455";0,3;"Ideal";"F";"VS1";62,6;57;731;4,34;4,29;2,7
"15817";1,18;"Ideal";"E";"SI2";60,9;57;6328;6,86;6,89;4,19
"19434";1,01;"Very Good";"F";"VS1";62,6;56;8081;6,39;6,36;3,99
"44875";0,52;"Ideal";"F";"VS2";62,5;56;1629;5,12;5,16;3,21
"12190";1,09;"Premium";"D";"SI2";60,3;60;5186;6,68;6,61;4,01
"31657";0,32;"Ideal";"E";"VS2";61,8;54;768;4,43;4,4;2,73
"19808";1,51;"Very Good";"H";"SI2";60,8;56;8372;7,41;7,46;4,52
"50641";0,31;"Premium";"G";"VS2";61,2;58;544;4,32;4,37;2,66
"51967";0,3;"Ideal";"H";"VS1";62,4;55;545;4,32;4,34;2,7
"25871";1,8;"Ideal";"I";"VS1";62,4;54;14959;7,77;7,8;4,86
"44224";0,5;"Ideal";"D";"VS1";63;57;1571;5,06;5;3,17
"24473";1,52;"Premium";"G";"VS2";60,9;61;12738;7,41;7,38;4,5
"50259";0,56;"Very Good";"F";"VVS2";59,5;61;2236;5,36;5,33;3,18
"34560";0,4;"Very Good";"G";"VS1";61,5;57;871;4,73;4,77;2,92
"40975";0,5;"Ideal";"G";"SI2";60,7;56;1180;5,13;5,18;3,13
"43715";0,45;"Good";"G";"IF";59,6;61;1437;5;5,04;2,99
"2375";0,32;"Ideal";"G";"VS2";61,5;57;561;4,4;4,41;2,71
"36432";0,31;"Premium";"D";"VS2";61,8;57;942;4,41;4,36;2,71
