"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"8888";1,02;"Very Good";"H";"SI1";63,5;55;4487;6,31;6,35;4,02
"7326";0,9;"Premium";"E";"SI1";61,3;60;4209;6,19;6,14;3,78
"26841";1,54;"Very Good";"D";"VS1";59,1;59;16750;7,51;7,55;4,45
"51964";0,3;"Ideal";"H";"VS1";62,1;56;545;4,28;4,32;2,67
"40038";0,52;"Premium";"F";"SI2";61,7;58;1111;5,12;5,16;3,17
"24328";1,5;"Premium";"E";"VS2";59,4;62;12587;7,48;7,4;4,42
"44949";0,5;"Good";"D";"VS2";63,3;54;1635;5,04;5,07;3,2
"7809";0,85;"Very Good";"F";"VS1";62;55;4293;6,08;6,14;3,78
"19040";0,3;"Ideal";"F";"VS1";62,5;57;621;4,26;4,28;2,67
"39074";0,5;"Very Good";"J";"VS2";63,2;60;1059;5,06;5,01;3,18
"24136";1,5;"Premium";"G";"VS2";62,5;59;12308;7,32;7,28;4,56
"21842";1,04;"Ideal";"E";"VVS2";61;57;9901;6,61;6,57;4,02
"30544";0,31;"Ideal";"D";"VS2";62,5;56;734;4,29;4,32;2,69
"17944";1,7;"Premium";"I";"SI2";59,4;59;7250;7,83;7,75;4,63
"166";0,73;"Very Good";"H";"VVS1";60,4;59;2772;5,83;5,89;3,54
"5641";0,74;"Ideal";"F";"VVS2";61,5;55;3879;5,85;5,82;3,59
"8649";1;"Premium";"F";"SI2";61,6;61;4452;6,36;6,33;3,91
"6525";0,91;"Good";"F";"SI1";58;57;4067;6,36;6,47;3,72
"29677";0,28;"Very Good";"E";"VVS1";62,1;57;707;4,17;4,21;2,6
"26751";1,51;"Premium";"F";"VS1";60;60;16551;7,42;7,39;4,44
"34188";0,33;"Ideal";"G";"VS1";62,3;57;854;4,42;4,38;2,74
"7145";0,9;"Good";"D";"SI1";63,8;57;4178;6,12;6,07;3,89
"19571";1,52;"Premium";"J";"VVS2";58,3;62;8202;7,61;7,49;4,4
"47223";0,51;"Very Good";"E";"VS1";61,1;59;1839;5,14;5,2;3,16
"25980";2,22;"Premium";"I";"SI2";62,9;59;15184;8,24;8,2;5,17
"16712";0,31;"Ideal";"H";"VVS2";61,4;55;609;4,37;4,39;2,69
"3619";0,7;"Very Good";"E";"VVS2";61,5;58;3429;5,67;5,71;3,5
"45917";0,53;"Ideal";"E";"VS2";61,4;56;1721;5,18;5,25;3,2
"30349";0,37;"Very Good";"E";"VS2";64;55;728;4,52;4,57;2,91
"38288";0,28;"Very Good";"F";"VS1";61;59;487;4,23;4,29;2,6
"3470";0,77;"Good";"F";"VS1";59,3;56;3393;5,98;6,03;3,56
"2647";0,7;"Very Good";"D";"VS1";62,9;60;3231;5,57;5,62;3,52
"7625";1,01;"Very Good";"J";"VS1";61,3;57;4262;6,43;6,5;3,96
"17758";1,5;"Very Good";"I";"SI2";63,1;59;7150;7,24;7,15;4,54
"45582";0,52;"Ideal";"G";"VS1";60,9;55;1689;5,16;5,22;3,16
"52432";0,7;"Very Good";"H";"VS2";63;55,4;2513;5,67;5,7;3,58
"18283";1,21;"Ideal";"H";"VS2";62,6;54,8;7426;6,78;6,84;4,26
"27972";0,3;"Ideal";"E";"VS2";62;56;658;4,31;4,34;2,68
"47994";0,32;"Ideal";"J";"IF";62,2;55;533;4,4;4,44;2,75
"20963";1,58;"Ideal";"I";"SI1";62,6;56;9176;7,45;7,51;4,68
"32050";0,43;"Ideal";"I";"VS2";62,1;57;780;4,83;4,86;3,01
"10031";0,3;"Fair";"J";"VS2";64,8;58;416;4,24;4,16;2,72
"16469";1,02;"Premium";"E";"VS2";61,6;60;6580;6,51;6,42;3,98
"30000";0,43;"Very Good";"H";"SI1";60,2;57;716;4,91;4,93;2,96
"9405";0,91;"Very Good";"D";"SI1";63,1;59;4586;6,14;6,1;3,86
"8050";0,25;"Ideal";"G";"IF";61,1;57;582;4,06;4,07;2,48
"22273";1,1;"Very Good";"F";"VVS1";62,2;59;10329;6,56;6,69;4,12
"18679";1,51;"Very Good";"J";"SI1";62,3;59;7637;7,22;7,28;4,52
"30824";0,33;"Ideal";"I";"VVS2";62,4;56;743;4,43;4,41;2,76
"41436";0,42;"Ideal";"F";"VS1";61,6;55;1228;4,84;4,87;2,99
"18326";1,21;"Premium";"G";"VS2";62,2;58;7454;6,88;6,78;4,25
"41191";0,44;"Ideal";"G";"VVS1";62,3;56;1202;4,85;4,87;3,03
"43726";0,51;"Very Good";"G";"VS2";62,2;57;1438;5,1;5,15;3,19
"42389";0,6;"Good";"F";"SI2";62;62;1306;5,33;5,4;3,32
"51215";0,7;"Premium";"G";"SI1";60,3;61;2352;5,75;5,72;3,46
"45471";0,5;"Premium";"E";"VS2";62;58;1676;5,09;5,07;3,15
"23211";1,26;"Ideal";"G";"VVS1";61,7;56;11218;6,96;6,98;4,3
"7200";1,01;"Good";"J";"VS1";61,5;61;4189;6,39;6,45;3,95
"19623";0,9;"Good";"D";"VVS1";62,9;58;8239;6,01;6,1;3,81
"15367";0,3;"Very Good";"G";"VS1";62;60;605;4,23;4,28;2,64
"22258";1,86;"Ideal";"J";"VS2";62,6;56;10312;7,95;7,87;4,95
"4656";1,04;"Ideal";"H";"SI2";62;57;3669;6,53;6,43;4,02
"12607";1,23;"Good";"J";"VS2";63,6;57;5290;6,74;6,79;4,3
"2972";0,91;"Very Good";"J";"VS2";62,6;55;3299;6,17;6,19;3,87
"48864";0,7;"Good";"I";"SI1";63,8;57;2034;5,63;5,66;3,6
"51028";0,74;"Premium";"G";"SI2";62,8;54;2328;5,76;5,73;3,61
"20360";1,57;"Premium";"J";"VS1";61,3;59;8752;7,47;7,44;4,57
"48493";0,54;"Ideal";"G";"VVS2";61,9;57;1981;5,22;5,25;3,24
"2747";0,83;"Very Good";"H";"VS2";61,7;59;3249;5,95;6,02;3,69
"6492";1,25;"Very Good";"H";"SI2";63,5;57;4060;6,73;6,65;4,25
"3650";0,91;"Very Good";"E";"SI2";58,5;60;3438;6,31;6,34;3,7
"9998";1;"Premium";"E";"SI2";61,1;58;4704;6,48;6,44;3,95
"37666";0,42;"Ideal";"E";"SI1";61,5;55;992;4,9;4,82;2,99
"7713";0,33;"Premium";"H";"VS1";59,2;58;579;4,5;4,55;2,68
"33158";0,31;"Ideal";"G";"VVS1";62,5;54;816;4,33;4,37;2,72
"40394";0,4;"Very Good";"D";"VVS2";60,8;56;1133;4,78;4,82;2,92
"3026";0,66;"Very Good";"E";"VVS1";61,8;55;3309;5,6;5,66;3,48
"42772";0,62;"Very Good";"F";"SI2";63,1;52;1348;5,39;5,53;3,45
"5184";0,9;"Premium";"G";"SI1";61,3;60;3774;6,17;6,14;3,77
"10235";1,02;"Ideal";"F";"SI2";61,8;57;4746;6,43;6,49;3,99
"52251";0,71;"Ideal";"D";"SI2";62,5;56;2487;5,7;5,73;3,57
"32260";0,3;"Ideal";"E";"VVS2";61,7;57;789;4,31;4,34;2,67
"10416";0,99;"Very Good";"E";"SI2";61,8;59;4780;6,3;6,33;3,9
"16738";0,41;"Good";"I";"SI1";63,8;57;611;4,67;4,7;2,99
"44454";0,53;"Good";"G";"VS1";63,8;56;1591;5,17;5,11;3,28
"17458";1,01;"Very Good";"D";"VS2";60,6;56;7001;6,45;6,51;3,93
"14095";0,91;"Ideal";"D";"SI1";60,6;56;5717;6,27;6,3;3,81
"13220";1,14;"Very Good";"H";"SI1";63,1;58;5458;6,69;6,6;4,19
"32020";0,31;"Very Good";"G";"VVS1";58,8;59;778;4,44;4,47;2,62
"6135";0,92;"Very Good";"G";"SI1";62,5;60;3986;6,19;6,26;3,89
"53827";0,7;"Premium";"E";"VS2";62,8;61;2737;5,66;5,62;3,54
"22014";1,5;"Very Good";"E";"SI2";63,5;60;10080;7,25;7,21;4,59
"15618";1,01;"Very Good";"E";"VS2";61,7;60;6265;6,36;6,45;3,95
"29854";0,3;"Very Good";"D";"VS2";62,9;56;710;4,24;4,28;2,68
"15848";1,01;"Ideal";"G";"VS2";62,4;57;6340;6,39;6,36;3,98
"16234";1,15;"Premium";"G";"VS2";61,5;58;6492;6,76;6,71;4,14
"28240";0,33;"Ideal";"F";"VS2";61,3;56;666;4,43;4,47;2,73
"26630";2,02;"Ideal";"J";"VS1";61,8;57;16397;8,06;8,13;5
"30203";0,42;"Very Good";"D";"SI1";60,2;58;723;4,85;4,89;2,93
"9732";1,08;"Premium";"E";"SI2";60,8;59;4656;6,57;6,62;4,01
"17699";1,11;"Ideal";"H";"VVS2";61,2;56;7136;6,74;6,7;4,11
"5403";1,01;"Premium";"I";"SI2";62,6;55;3818;6,43;6,38;4,01
"27296";1,71;"Premium";"F";"VS2";61,4;60;17766;7,72;7,62;4,71
"5512";0,91;"Premium";"D";"SI2";62,7;59;3848;6,17;6,21;3,88
"16394";1,52;"Premium";"H";"SI2";60,7;60;6544;7,55;7,32;4,5
"31420";0,4;"Ideal";"H";"VS2";61,8;54,5;764;4,74;4,77;2,94
"34507";0,4;"Very Good";"F";"VS1";60,4;58;868;4,75;4,79;2,88
"49494";0,7;"Very Good";"G";"SI2";63,2;57;2117;5,7;5,66;3,59
"22188";1,59;"Premium";"I";"VS2";60,2;60;10222;7,61;7,58;4,57
"40539";0,36;"Premium";"G";"IF";62,5;60;1148;4,53;4,49;2,82
"4941";1,01;"Premium";"H";"SI2";59,6;60;3732;6,55;6,5;3,89
"27165";2,05;"Fair";"I";"VS1";67,7;58;17408;7,74;7,68;5,22
"42206";0,52;"Good";"H";"VS2";63,7;54;1289;5,09;5,12;3,25
"4595";0,9;"Very Good";"I";"VS1";63,3;58;3656;6,07;6,1;3,85
"25727";2,03;"Very Good";"E";"SI2";63,1;56;14646;8,01;7,99;5,05
"45843";0,5;"Good";"G";"VVS2";63,8;56;1715;5,03;5,06;3,22
"45942";0,52;"Ideal";"G";"VS1";61,9;55;1722;5,16;5,18;3,2
"49944";0,71;"Very Good";"H";"SI1";62,2;56;2188;5,72;5,76;3,57
"766";0,92;"Premium";"J";"SI1";62,9;58;2858;6,22;6,18;3,9
"42855";0,41;"Premium";"D";"VVS2";61,2;62;1356;4,82;4,78;2,94
"34536";0,33;"Ideal";"G";"VVS1";61,8;55;868;4,42;4,45;2,74
"24539";1,51;"Fair";"E";"VS2";65;58;12829;7,06;7,12;4,61
"48880";0,56;"Very Good";"E";"VS1";61,9;57;2037;5,29;5,31;3,28
"3112";0,81;"Fair";"G";"VVS2";64,8;56,2;3323;5,82;5,98;3,82
"21321";1,51;"Very Good";"F";"SI2";63,4;57;9471;7,29;7,25;4,61
"41490";0,52;"Ideal";"F";"SI1";61,5;57;1232;5,12;5,16;3,16
"15912";1,53;"Good";"H";"I1";62,3;55,6;6361;7,34;7,38;4,59
"48315";0,25;"Ideal";"E";"VS2";60,6;57;535;4,08;4,11;2,48
