"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"1094";0,7;"Good";"E";"VS2";58,7;63;2912;5,69;5,73;3,35
"17491";1;"Good";"D";"VS2";60,7;61;7026;6,4;6,46;3,9
"35017";0,4;"Premium";"E";"SI1";61,7;60;882;4,72;4,68;2,9
"22228";1,21;"Very Good";"F";"VS2";60,1;58;10283;6,85;6,92;4,14
"22466";2,01;"Very Good";"J";"SI2";63,3;56;10490;7,86;7,96;5,01
"43250";0,38;"Ideal";"D";"VVS1";61,3;56;1400;4,65;4,71;2,87
"23772";1,51;"Good";"H";"VVS2";63,1;59;11826;7,26;7,28;4,59
"8079";1,01;"Good";"D";"SI2";57,6;62;4338;6,66;6,56;3,81
"4783";1,21;"Premium";"J";"VS2";59;60;3694;6,93;6,88;4,07
"41566";0,51;"Very Good";"D";"SI1";63,4;59;1237;5,07;5,02;3,2
"36503";0,41;"Ideal";"H";"VVS1";61,5;55;945;4,79;4,81;2,95
"6190";0,85;"Very Good";"E";"VS2";63,6;56;3997;5,97;6,01;3,81
"47335";0,23;"Very Good";"E";"VVS1";60;59;530;3,97;4,03;2,4
"50377";0,6;"Ideal";"H";"VS1";61,3;55;2250;5,47;5,49;3,36
"19759";1,59;"Ideal";"J";"SI1";62,4;55;8325;7,48;7,45;4,66
"5127";0,78;"Ideal";"D";"VS2";61,9;56;3763;5,88;5,94;3,66
"28225";0,33;"Ideal";"F";"VS2";62,1;55;666;4,45;4,47;2,77
"151";0,71;"Premium";"D";"SI2";61,7;59;2768;5,71;5,67;3,51
"16194";1,07;"Ideal";"G";"VS2";62,2;57;6471;6,55;6,53;4,07
"7816";1;"Very Good";"D";"SI2";61,5;63;4295;6,32;6,27;3,87
"42464";0,5;"Good";"E";"SI1";63,3;58;1316;4,99;5,03;3,17
"15351";1,27;"Very Good";"H";"SI1";63,2;56;6162;6,92;6,88;4,36
"41557";0,51;"Very Good";"G";"SI1";61,4;54;1237;5,2;5,22;3,2
"27052";0,33;"Ideal";"I";"VVS1";62,2;54;646;4,43;4,45;2,76
"53334";0,81;"Very Good";"I";"VS1";63,2;59;2655;5,9;5,84;3,71
"48254";0,51;"Premium";"F";"VVS2";62,3;58;1953;5,08;5,1;3,17
"44486";0,51;"Ideal";"D";"VS2";61,9;55;1597;5,15;5,19;3,2
"30623";0,3;"Very Good";"G";"SI1";62,9;59;447;4,24;4,28;2,68
"49874";0,59;"Ideal";"D";"VS1";60,9;56;2175;5,39;5,44;3,3
"32786";0,32;"Very Good";"D";"VVS2";61,1;59;804;4,39;4,42;2,69
"43683";0,5;"Premium";"F";"VS2";62,7;59;1436;5,05;5,09;3,18
"48434";0,51;"Ideal";"G";"VVS2";60,1;56;1974;5,22;5,19;3,13
"619";0,79;"Premium";"G";"VS2";59,3;62;2839;6,09;6,01;3,59
"8742";0,9;"Good";"E";"SI1";63,9;55;4463;6,08;6,13;3,9
"20781";1,52;"Premium";"J";"VS1";62,5;58;9014;7,37;7,34;4,6
"10472";1,01;"Fair";"F";"VS2";64,8;56;4791;6,3;6,25;4,07
"344";0,71;"Very Good";"E";"VS2";64;57;2804;5,66;5,68;3,63
"17392";0,32;"Ideal";"D";"SI2";61,1;56;612;4,41;4,39;2,69
"52067";0,79;"Ideal";"G";"SI2";60,8;57;2453;5,99;5,96;3,63
"50679";1,01;"Fair";"G";"I1";64,5;56;2287;6,32;6,26;4,06
"20258";1,2;"Ideal";"G";"VS1";62,6;54,3;8687;6,76;6,8;4,25
"42195";0,6;"Premium";"G";"SI1";60,8;58;1286;5,44;5,39;3,29
"49329";0,7;"Fair";"D";"SI1";66;56;2093;5,45;5,52;3,62
"25066";2,01;"Good";"I";"SI1";64,1;62;13587;7,94;7,85;5,06
"6069";0,8;"Premium";"E";"VS1";61,7;58;3967;5,98;5,95;3,68
"25767";2,01;"Very Good";"H";"SI1";63,5;57;14725;7,96;7,88;5,03
"51375";0,7;"Good";"H";"VS1";63,9;58;2367;5,67;5,59;3,6
"8895";1,08;"Premium";"F";"SI2";60,2;59;4488;6,65;6,6;3,99
"23158";1,21;"Premium";"F";"VVS1";63;59;11175;6,75;6,7;4,24
"23850";2;"Fair";"G";"SI1";65,5;58;11935;7,82;7,73;5,09
"7128";0,9;"Ideal";"H";"VS2";61,6;57;4173;6,17;6,29;3,84
"29754";0,35;"Ideal";"I";"VS1";60,9;57;709;4,59;4,54;2,78
"886";0,9;"Premium";"J";"SI1";60,9;61;2873;6,26;6,22;3,8
"43590";0,57;"Ideal";"F";"SI2";62,7;56;1432;5,32;5,27;3,32
"1128";0,73;"Premium";"G";"VVS2";62,2;56;2919;5,79;5,75;3,59
"12691";0,28;"Ideal";"E";"VS1";62;57;598;4,17;4,2;2,59
"26204";1,5;"Ideal";"F";"VS2";61,9;56;15584;7,33;7,31;4,53
"13940";0,99;"Very Good";"D";"SI1";62,6;57;5671;6,34;6,37;3,98
"49823";0,61;"Ideal";"G";"VS1";62,1;56;2167;5,42;5,44;3,37
"45171";0,5;"Premium";"E";"VS2";58,6;60;1654;5,21;5,16;3,04
"49022";0,5;"Good";"F";"VVS2";58,5;62;2052;5,23;5,27;3,07
"14060";0,3;"Ideal";"F";"VS2";61,1;56;605;4,31;4,33;2,64
"38824";0,5;"Very Good";"I";"SI1";62,2;60;1048;5,02;5,05;3,13
"39040";0,37;"Ideal";"G";"IF";61,2;56;1056;4,61;4,64;2,83
"32872";0,41;"Ideal";"F";"VS2";61,7;54;809;4,79;4,81;2,96
"15564";1,01;"Ideal";"G";"VS2";61,6;56;6239;6,43;6,46;3,97
