"";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
"23511";1,7;"Premium";"I";"VS2";60,7;59;11519;7,63;7,7;4,65
"1142";0,71;"Very Good";"E";"VS2";63,7;58;2922;5,6;5,64;3,58
"53232";0,72;"Very Good";"E";"SI1";63;56;2642;5,73;5,76;3,62
"8937";1,01;"Ideal";"F";"SI2";62,5;55;4497;6,4;6,39;4
"51600";0,7;"Good";"E";"VS2";64,2;60;2394;5,58;5,64;3,6
"36507";0,36;"Good";"F";"VS1";63,6;60;945;4,52;4,47;2,86
"44072";0,55;"Ideal";"E";"SI1";62,1;55;1551;5,21;5,26;3,25
"51240";0,7;"Good";"G";"VS2";63,8;59;2353;5,51;5,55;3,53
"15833";1,01;"Premium";"G";"VS1";62,7;58;6335;6,36;6,31;3,97
"1404";0,25;"Very Good";"F";"IF";61,5;56;560;4,04;4,06;2,48
"52538";0,72;"Ideal";"E";"SI2";62,5;55;2530;5,69;5,74;3,57
"4938";0,9;"Premium";"H";"SI1";60,7;59;3730;6,26;6,19;3,78
"25864";2,08;"Premium";"I";"SI2";62,3;58;14947;8,18;8,13;5,08
"7024";1,12;"Good";"G";"SI2";56,7;62;4158;6,91;6,86;3,9
"32729";0,31;"Premium";"F";"VS2";62;60;802;4,34;4,3;2,68
"53835";0,7;"Premium";"E";"VS2";62,5;59;2737;5,65;5,62;3,52
"46401";0,5;"Ideal";"G";"VVS2";61,8;54;1766;5,11;5,15;3,17
"49014";0,5;"Very Good";"F";"VVS2";61,8;56;2052;5,11;5,15;3,17
"1082";0,73;"Ideal";"I";"VS1";61,5;55;2908;5,8;5,84;3,58
"50806";0,7;"Premium";"F";"SI1";59,9;58;2306;5,73;5,69;3,42
"51520";0,72;"Very Good";"G";"SI1";63,1;57;2385;5,71;5,67;3,59
"18583";1,52;"Ideal";"I";"SI2";61,3;60;7582;7,33;7,39;4,51
"12709";0,26;"Premium";"E";"VVS1";61,8;58;599;4,11;4,14;2,55
"3957";1,2;"Ideal";"I";"I1";61,9;56;3505;6,82;6,85;4,23
"32608";0,31;"Ideal";"H";"VVS2";61,5;56;802;4,37;4,35;2,68
"22226";1,53;"Premium";"I";"VS1";61,2;59;10282;7,41;7,39;4,53
"17669";1,06;"Premium";"E";"VS2";61,4;60;7123;6,57;6,53;4,02
"8690";1,02;"Premium";"F";"SI2";61,1;59;4459;6,41;6,45;3,93
"19648";1,52;"Premium";"J";"VS1";62;59;8258;7,36;7,34;4,56
"42501";0,57;"Premium";"E";"SI2";61;60;1320;5,36;5,32;3,26
"20770";1,12;"Ideal";"F";"VS1";61,8;56;9007;6,67;6,69;4,13
"6962";0,9;"Ideal";"E";"SI1";61,7;56;4147;6,16;6,23;3,82
"35774";0,4;"Premium";"E";"VS2";62,2;59;912;4,71;4,74;2,94
"10154";1,1;"Premium";"D";"SI2";62,4;58;4725;6,6;6,57;4,11
"25024";0,3;"Ideal";"E";"SI1";61,7;55;640;4,33;4,36;2,68
"3553";1,21;"Good";"G";"I1";64;59;3415;6,78;6,73;4,32
"52641";0,27;"Very Good";"E";"VVS2";62;60;552;4,15;4,17;2,58
"2203";0,72;"Good";"E";"VS2";60,8;62;3140;5,73;5,78;3,5
"19057";1,25;"Ideal";"F";"VS1";62,4;57;7840;6,9;6,83;4,29
"48114";0,5;"Ideal";"G";"VVS2";62,8;57;1935;5,04;4,99;3,15
"22190";1,53;"Premium";"H";"VS2";59,8;58;10224;7,49;7,52;4,49
"35527";0,32;"Ideal";"F";"VVS1";60,7;56;905;4,45;4,43;2,7
"3888";0,98;"Premium";"F";"SI2";62,3;56;3485;6,44;6,35;3,98
"35164";0,4;"Ideal";"D";"VS2";62,2;54;891;4,73;4,76;2,95
"21799";1,13;"Ideal";"G";"VVS1";59,6;57;9872;6,89;6,81;4,08
"43324";0,51;"Very Good";"D";"SI1";61,7;58;1403;5,09;5,12;3,15
"51243";0,7;"Premium";"F";"SI1";61,5;57;2354;5,74;5,68;3,51
"23642";1,51;"Premium";"F";"SI1";62,8;59;11666;7,31;7,28;4,58
"4254";0,91;"Premium";"I";"VS2";62,7;58;3579;6,14;6,18;3,86
"14542";1,68;"Good";"E";"I1";64,3;60;5871;7,48;7,44;4,8
"18454";1;"Very Good";"G";"VVS1";62,3;56;7507;6,29;6,4;3,95
"10581";1,01;"Very Good";"D";"SI1";59,1;61;4821;6,46;6,5;3,83
"3195";0,57;"Ideal";"F";"VVS1";61,3;56;3343;5,4;5,37;3,3
"41883";0,57;"Ideal";"I";"VS2";61,6;54;1258;5,35;5,4;3,31
"51458";0,71;"Ideal";"I";"SI1";62,2;55;2376;5,7;5,75;3,56
"23230";1,1;"Premium";"D";"VVS2";61,7;56;11233;6,65;6,64;4,1
"28957";0,31;"Good";"I";"VS2";63,2;55;435;4,3;4,4;2,75
"49607";0,74;"Very Good";"H";"SI2";63,1;55;2138;5,72;5,78;3,63
"4828";0,9;"Premium";"F";"SI2";61,4;62;3704;6,2;6,11;3,78
"10983";1,15;"Ideal";"H";"SI1";63;57;4911;6,71;6,66;4,21
"16886";1,02;"Good";"G";"VS1";63,3;58;6738;6,38;6,42;4,05
"46769";0,73;"Fair";"J";"VS1";64,6;60;1802;5,68;5,59;3,64
"39820";0,38;"Ideal";"E";"VS1";62,1;57;1097;4,65;4,62;2,88
"1558";0,81;"Ideal";"F";"SI1";61,8;55;3004;6,04;6;3,72
"6131";1,21;"Premium";"J";"SI2";60,8;58;3984;6,93;6,88;4,19
"40292";0,4;"Very Good";"H";"VVS2";63,2;55;1125;4,73;4,7;2,98
"5367";0,75;"Very Good";"E";"VS2";60,4;56;3817;5,9;5,96;3,58
"35308";0,3;"Very Good";"H";"VS2";60,9;61;473;4,27;4,3;2,61
"19518";1,06;"Premium";"G";"VVS2";59,6;58;8149;6,65;6,61;3,95
"8387";0,35;"Good";"F";"SI1";63,1;56;583;4,46;4,51;2,83
"10876";1,06;"Very Good";"H";"SI1";62,2;58;4878;6,45;6,53;4,04
"17842";1,7;"Ideal";"H";"I1";62,6;54;7197;7,63;7,58;4,77
"5685";1,18;"Ideal";"D";"I1";61,5;62;3886;6,88;6,73;4,19
"19705";0,37;"Premium";"F";"SI2";60,7;57;624;4,67;4,62;2,82
"32551";0,3;"Fair";"E";"VS1";64,5;56;799;4,26;4,2;2,73
"31059";0,39;"Ideal";"G";"VS1";61,3;56;752;4,68;4,71;2,88
"23117";1,31;"Ideal";"G";"VVS1";61,1;57;11146;7,01;7,06;4,3
"5170";0,9;"Very Good";"H";"SI1";61,7;57;3772;6,21;6,26;3,85
"1757";0,77;"Very Good";"F";"SI1";59,6;60;3044;5,95;5,97;3,55
"24069";1,51;"Ideal";"G";"VS2";60,8;54;12210;7,45;7,43;4,52
"53483";0,77;"Very Good";"I";"VS1";62,2;59;2682;5,83;5,85;3,63
"7544";1,02;"Good";"D";"SI2";57,7;64;4246;6,7;6,62;3,84
"43970";0,27;"Very Good";"F";"VS2";61,8;57;518;4,14;4,18;2,57
"45011";0,5;"Ideal";"H";"VS1";61,1;56;1637;5,1;5,14;3,13
"36701";0,35;"Ideal";"D";"VS1";60,8;57;952;4,61;4,57;2,79
"22616";1,78;"Premium";"H";"SI2";61;61;10666;7,88;7,82;4,79
"18895";1,14;"Ideal";"G";"VS1";60,9;57;7750;6,7;6,82;4,12
"46054";0,51;"Ideal";"E";"SI1";61,7;56;1732;5,13;5,17;3,18
"1541";0,7;"Premium";"D";"VS1";61,6;61;3001;5,66;5,61;3,47
"38673";0,44;"Ideal";"E";"SI1";62,6;56;1040;4,9;4,84;3,05
"33958";0,23;"Very Good";"F";"VVS1";60,1;57;465;4;4,02;2,41
"13142";1,22;"Premium";"G";"SI2";58,3;61;5436;7;6,92;4,06
"31823";0,4;"Good";"D";"SI2";64;56;775;4,7;4,64;2,99
"51694";0,76;"Ideal";"I";"SI1";61,8;57;2399;5,89;5,83;3,62
"50375";0,7;"Very Good";"F";"VS2";61,1;62;2250;5,64;5,69;3,46
"35107";0,3;"Ideal";"F";"IF";62,5;54;886;4,31;4,33;2,7
"5837";1,1;"Premium";"F";"SI2";62,1;56;3918;6,68;6,56;4,12
"14771";1,17;"Ideal";"F";"SI1";62,2;56;5944;6,73;6,71;4,18
"17887";1,27;"Ideal";"H";"VS2";60,3;56;7219;7,08;7,02;4,25
"20130";1,1;"Very Good";"G";"IF";60,5;55;8592;6,77;6,71;4,08
"39517";0,32;"Ideal";"E";"VVS2";60,8;57;1080;4,46;4,42;2,7
"28148";0,3;"Ideal";"G";"VVS2";61,4;57;665;4,29;4,31;2,64
"29184";0,3;"Ideal";"F";"VVS2";62,5;56;694;4,28;4,33;2,69
"46165";0,5;"Ideal";"E";"VS2";62,2;54;1746;5,11;5,08;3,17
"10137";0,92;"Very Good";"H";"VS1";59,7;63;4721;6,34;6,29;3,77
"44721";0,5;"Very Good";"F";"VS2";61,4;59;1615;5,1;5,12;3,14
"38659";0,42;"Premium";"D";"SI1";61,1;60;1040;4,83;4,79;2,94
"38663";0,42;"Ideal";"D";"SI1";62,3;57;1040;4,8;4,77;2,98
"763";0,7;"Premium";"E";"VS2";61,4;59;2858;5,73;5,7;3,51
"53899";0,65;"Very Good";"D";"VS1";60,8;57,2;2752;5,55;5,63;3,4
"23673";1,16;"Premium";"G";"VVS1";61,6;55;11717;6,85;6,72;4,18
"8159";1,13;"Premium";"F";"SI2";62,3;59;4360;6,68;6,65;4,15
"32194";0,35;"Premium";"H";"VS1";61,7;59;788;4,53;4,51;2,79
"20780";1;"Ideal";"F";"VVS2";59,7;60;9014;6,48;6,52;3,88
"50168";0,73;"Ideal";"I";"SI2";62,4;56;2218;5,74;5,77;3,59
"37676";0,7;"Fair";"F";"I1";65,4;59;992;5,6;5,49;3,63
"31441";0,33;"Ideal";"F";"VS1";62,8;55;765;4,41;4,45;2,78
"42682";0,44;"Very Good";"E";"VVS2";59,6;59;1337;4,98;4,99;2,97
"35899";0,32;"Ideal";"G";"IF";62,1;55;918;4,4;4,46;2,75
"25578";1,51;"Very Good";"D";"VS2";63,2;58;14416;7,29;7,33;4,62
"40049";0,38;"Ideal";"E";"VS2";61,7;55;1112;4,68;4,66;2,88
"10097";1;"Ideal";"H";"SI2";61,4;60;4713;6,35;6,41;3,92
"16010";1,3;"Premium";"J";"VVS2";62,9;60;6405;6,91;6,86;4,33
"50161";0,71;"Very Good";"J";"VVS1";59,7;58;2218;5,8;5,83;3,47
"30479";0,31;"Very Good";"I";"VVS1";63,1;59;732;4,31;4,25;2,7
"4487";0,9;"Good";"E";"SI1";60,8;65;3625;6,31;6,18;3,8
"10196";0,91;"Premium";"E";"VS2";62,8;59;4739;6,17;6,15;3,87
"21127";1,21;"Ideal";"H";"VVS2";61,1;56;9290;6,85;6,89;4,2
"9502";0,93;"Good";"E";"SI1";63,1;57;4611;6,17;6,19;3,9
"51067";0,7;"Ideal";"E";"SI2";62;58;2332;5,66;5,7;3,52
"46487";0,62;"Premium";"D";"SI2";62;59;1777;5,48;5,45;3,39
"30927";0,35;"Very Good";"H";"VVS1";60,1;62;745;4,52;4,57;2,73
"21039";0,31;"Very Good";"F";"VS2";61,5;56;625;4,34;4,41;2,69
"11649";1,01;"Good";"D";"SI1";63,9;62;5055;6,25;6,31;4,01
"16173";1;"Good";"G";"VS1";63,6;59;6465;6,34;6,3;4,02
"28257";0,33;"Ideal";"G";"VS1";62,4;56;666;4,43;4,45;2,77
"48553";0,55;"Ideal";"D";"VS1";61,7;55;1990;5,26;5,25;3,24
"39193";0,4;"Ideal";"D";"VS1";62,3;54;1064;4,7;4,74;2,94
"48835";0,54;"Ideal";"G";"VVS1";62;57;2030;5,25;5,21;3,24
"13950";1,14;"Ideal";"G";"SI2";61,5;55;5675;6,78;6,71;4,15
"5047";0,31;"Ideal";"H";"SI1";61,4;55;573;4,44;4,36;2,7
"32287";0,26;"Ideal";"F";"VS2";62,1;57;453;4,06;4,12;2,54
"17136";1,28;"Ideal";"I";"VS2";61,6;57;6838;7,01;6,98;4,31
"39493";0,41;"Ideal";"E";"VS1";60,9;57;1079;4,76;4,79;2,91
